scr_path,phish,min_distances,only_name,Closest
apwg_sample_4190/2021-08/2021-08-29/2021-08-29-53668.png,0,1.4769,../../data/targetlist/merge277/tech_target/T130_38.png,Targetlist: ../../data/targetlist/merge277/tech_target/T130_38.png
apwg_sample_4190/2021-09/2021-09-03/2021-09-03-15314.png,0,1.3642,../../data/targetlist/merge277/eharmony/T55_26.png,Targetlist: ../../data/targetlist/merge277/eharmony/T55_26.png
apwg_sample_4190/2021-07/2021-07-27/2021-07-27-16733.png,0,1.6817,../../data/targetlist/merge277/DHL/T50_91.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_91.png
apwg_sample_4190/2023-07/2023-07-27/2023-07-27-35504.png,0,1.2749,../../data/targetlist/merge277/Netflix/T98_14.png,Targetlist: ../../data/targetlist/merge277/Netflix/T98_14.png
apwg_sample_4190/2021-08/2021-08-15/2021-08-15-34861.png,0,1.5548,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2021-07/2021-07-18/2021-07-18-14771.png,0,1.9715,../../data/targetlist/merge277/Standard Chartered Bank/T121_77.png,Targetlist: ../../data/targetlist/merge277/Standard Chartered Bank/T121_77.png
apwg_sample_4190/2021-08/2021-08-20/2021-08-20-36500.png,1,0.9368,../../data/targetlist/merge277/Facebook/T59_76.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_76.PNG
apwg_sample_4190/2021-09/2021-09-27/2021-09-27-22904.png,0,1.384,../../data/targetlist/merge277/Canadian Imperial Bank of Commerce/T40_14.png,Targetlist: ../../data/targetlist/merge277/Canadian Imperial Bank of Commerce/T40_14.png
apwg_sample_4190/2023-05/2023-05-23/2023-05-23-27714.png,1,0.8115,../../data/targetlist/merge277/Apple/T12_98.png,Targetlist: ../../data/targetlist/merge277/Apple/T12_98.png
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17691.png,0,2.2053,../../data/targetlist/merge277/blizzard/T26_62.png,Targetlist: ../../data/targetlist/merge277/blizzard/T26_62.png
apwg_sample_4190/2022-03/2022-03-31/2022-03-31-46954.png,0,1.8716,../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png,Targetlist: ../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png
apwg_sample_4190/2022-06/2022-06-24/2022-06-24-184916.png,0,1.0041,../../data/targetlist/merge277/Netflix/T98_31.png,Targetlist: ../../data/targetlist/merge277/Netflix/T98_31.png
apwg_sample_4190/2022-04/2022-04-20/2022-04-20-73697.png,1,0.8302,../../data/targetlist/merge277/Google/T65_33.png,Targetlist: ../../data/targetlist/merge277/Google/T65_33.png
apwg_sample_4190/2021-08/2021-08-16/2021-08-16-11122.png,0,1.3198,../../data/targetlist/merge277/db/T49_65.png,Targetlist: ../../data/targetlist/merge277/db/T49_65.png
apwg_sample_4190/2021-10/2021-10-27/2021-10-27-64209.png,0,1.5916,../../data/targetlist/merge277/Chase Personal Banking/T39_64.png,Targetlist: ../../data/targetlist/merge277/Chase Personal Banking/T39_64.png
apwg_sample_4190/2021-07/2021-07-21/2021-07-21-3867.png,1,0.725,../../data/targetlist/merge277/Standard Chartered Bank/T121_63.png,Targetlist: ../../data/targetlist/merge277/Standard Chartered Bank/T121_63.png
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3537.png,1,0.8527,../../data/targetlist/merge277/DHL/T50_69.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_69.png
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-462.png,1,0.8503,../../data/targetlist/merge277/Facebook/T59_50.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_50.PNG
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1184.png,1,0.2152,../../data/targetlist/merge277/Webmail Provider/T_2.png,Targetlist: ../../data/targetlist/merge277/Webmail Provider/T_2.png
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18305.png,0,1.4884,../../data/targetlist/merge277/Alibaba/T4_147.png,Targetlist: ../../data/targetlist/merge277/Alibaba/T4_147.png
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24769.png,1,0.3192,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2022-07/2022-07-15/2022-07-15-5140.png,0,1.0867,../../data/targetlist/merge277/Microsoft OneDrive/T152_46.PNG,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T152_46.PNG
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3120.png,1,0.8523,../../data/targetlist/merge277/Facebook/T59_50.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_50.PNG
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30128.png,0,1.691,../../data/targetlist/merge277/otrs/T105_47.png,Targetlist: ../../data/targetlist/merge277/otrs/T105_47.png
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24551.png,0,1.4884,../../data/targetlist/merge277/Alibaba/T4_147.png,Targetlist: ../../data/targetlist/merge277/Alibaba/T4_147.png
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-19116.png,0,1.4884,../../data/targetlist/merge277/Alibaba/T4_147.png,Targetlist: ../../data/targetlist/merge277/Alibaba/T4_147.png
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-882.png,1,0.8506,../../data/targetlist/merge277/Facebook/T59_50.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_50.PNG
apwg_sample_4190/2021-11/2021-11-01/2021-11-01-111796.png,0,1.338,../../data/targetlist/merge277/Orange/T103_33.png,Targetlist: ../../data/targetlist/merge277/Orange/T103_33.png
apwg_sample_4190/2021-08/2021-08-04/2021-08-04-47661.png,0,1.3331,"../../data/targetlist/merge277/Airbnb, Inc/T3_35.png","Targetlist: ../../data/targetlist/merge277/Airbnb, Inc/T3_35.png"
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-22961.png,1,0.8614,../../data/targetlist/merge277/Facebook/T59_50.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_50.PNG
apwg_sample_4190/2021-07/2021-07-30/2021-07-30-21826.png,0,1.4492,../../data/targetlist/merge277/Capitec Bank Limited/T36_2.png,Targetlist: ../../data/targetlist/merge277/Capitec Bank Limited/T36_2.png
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-51034.png,0,1.1981,../../data/targetlist/merge277/GoDaddy/T64_21.png,Targetlist: ../../data/targetlist/merge277/GoDaddy/T64_21.png
apwg_sample_4190/2021-09/2021-09-15/2021-09-15-28102.png,0,1.6938,../../data/targetlist/merge277/NedBank Limited/T97_0.png,Targetlist: ../../data/targetlist/merge277/NedBank Limited/T97_0.png
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30039.png,0,1.4485,../../data/targetlist/merge277/Aruba S.p.A/T14_14.png,Targetlist: ../../data/targetlist/merge277/Aruba S.p.A/T14_14.png
apwg_sample_4190/2021-07/2021-07-17/2021-07-17-13304.png,0,1.2587,../../data/targetlist/merge277/banco_de_occidente/T18_17.png,Targetlist: ../../data/targetlist/merge277/banco_de_occidente/T18_17.png
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1944.png,1,0.9514,../../data/targetlist/merge277/Facebook/T59_76.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_76.PNG
apwg_sample_4190/2021-10/2021-10-13/2021-10-13-25860.png,0,1.2125,../../data/targetlist/merge277/La Poste/T80_55.png,Targetlist: ../../data/targetlist/merge277/La Poste/T80_55.png
apwg_sample_4190/2021-08/2021-08-11/2021-08-11-28343.png,0,1.4565,../../data/targetlist/merge277/Aruba S.p.A/T14_41.png,Targetlist: ../../data/targetlist/merge277/Aruba S.p.A/T14_41.png
apwg_sample_4190/2021-08/2021-08-14/2021-08-14-41838.png,0,1.5179,../../data/targetlist/merge277/tech_target/T130_38.png,Targetlist: ../../data/targetlist/merge277/tech_target/T130_38.png
apwg_sample_4190/2022-01/2022-01-17/2022-01-17-8620.png,1,0.2493,../../data/targetlist/merge277/Apple/T12_6.png,Targetlist: ../../data/targetlist/merge277/Apple/T12_6.png
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38465.png,1,0.3807,../../data/targetlist/merge277/Microsoft OneDrive/T90_121.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_121.png
apwg_sample_4190/2021-11/2021-11-29/2021-11-29-116113.png,1,0.8506,../../data/targetlist/merge277/BT Group plc/T32_28.png,Targetlist: ../../data/targetlist/merge277/BT Group plc/T32_28.png
apwg_sample_4190/2022-03/2022-03-30/2022-03-30-19544.png,1,0.402,../../data/targetlist/merge277/Microsoft OneDrive/T90_121.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_121.png
apwg_sample_4190/2021-10/2021-10-17/2021-10-17-196791.png,0,1.0011,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2022-06/2022-06-17/2022-06-17-395140.png,1,0.887,../../data/targetlist/merge277/Facebook/T59_50.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_50.PNG
apwg_sample_4190/2022-09/2022-09-27/2022-09-27-233596.png,1,0.529,../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-2258.png,0,1.2699,../../data/targetlist/merge277/La Poste/T80_30.png,Targetlist: ../../data/targetlist/merge277/La Poste/T80_30.png
apwg_sample_4190/2022-10/2022-10-09/2022-10-09-228457.png,0,1.409,../../data/targetlist/merge277/DHL/T50_23.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_23.png
apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20818.png,0,1.2844,../../data/targetlist/merge277/blizzard/T26_66.png,Targetlist: ../../data/targetlist/merge277/blizzard/T26_66.png
apwg_sample_4190/2021-10/2021-10-21/2021-10-21-182065.png,0,1.4599,../../data/targetlist/merge277/etrade/T58_13.png,Targetlist: ../../data/targetlist/merge277/etrade/T58_13.png
apwg_sample_4190/2022-08/2022-08-18/2022-08-18-388757.png,0,1.3301,../../data/targetlist/merge277/SOCIETE FRANCAISE DU RADIOTELEPHONE/T_1.png,Targetlist: ../../data/targetlist/merge277/SOCIETE FRANCAISE DU RADIOTELEPHONE/T_1.png
apwg_sample_4190/2022-04/2022-04-27/2022-04-27-459669.png,0,1.0664,../../data/targetlist/merge277/AT&T/T15_112.png,Targetlist: ../../data/targetlist/merge277/AT&T/T15_112.png
apwg_sample_4190/2022-08/2022-08-28/2022-08-28-48302.png,0,1.3295,"../../data/targetlist/merge277/Twitter, Inc/T136_69.png","Targetlist: ../../data/targetlist/merge277/Twitter, Inc/T136_69.png"
apwg_sample_4190/2022-09/2022-09-22/2022-09-22-175362.png,1,0.8505,../../data/targetlist/merge277/Adobe/T2_12.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_12.png
apwg_sample_4190/2022-12/2022-12-30/2022-12-30-66103.png,0,1.0643,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-05/2022-05-06/2022-05-06-208137.png,1,0.9971,../../data/targetlist/merge277/Chase Personal Banking/T39_89.png,Targetlist: ../../data/targetlist/merge277/Chase Personal Banking/T39_89.png
apwg_sample_4190/2022-05/2022-05-10/2022-05-10-77657.png,0,1.1511,../../data/targetlist/merge277/Etisalat/T57_6.png,Targetlist: ../../data/targetlist/merge277/Etisalat/T57_6.png
apwg_sample_4190/2021-10/2021-10-15/2021-10-15-215281.png,1,0.9629,../../data/targetlist/merge277/blizzard/T26_40.png,Targetlist: ../../data/targetlist/merge277/blizzard/T26_40.png
apwg_sample_4190/2021-08/2021-08-07/2021-08-07-26676.png,0,1.2477,../../data/targetlist/merge277/Absa Group/T0_59.png,Targetlist: ../../data/targetlist/merge277/Absa Group/T0_59.png
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-18840.png,0,1.3189,../../data/targetlist/merge277/Google/T147_9.png,Targetlist: ../../data/targetlist/merge277/Google/T147_9.png
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38698.png,1,0.9059,../../data/targetlist/merge277/International Card Services B.V/T71_16.png,Targetlist: ../../data/targetlist/merge277/International Card Services B.V/T71_16.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-157540.png,0,1.8704,../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png,Targetlist: ../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png
apwg_sample_4190/2021-08/2021-08-06/2021-08-06-220.png,0,1.4159,../../data/targetlist/merge277/Rabobank Nederland/T_login.png,Targetlist: ../../data/targetlist/merge277/Rabobank Nederland/T_login.png
apwg_sample_4190/2022-10/2022-10-02/2022-10-02-1242352.png,1,0.5008,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158632.png,0,1.3973,../../data/targetlist/merge277/Facebook/T59_21.png,Targetlist: ../../data/targetlist/merge277/Facebook/T59_21.png
apwg_sample_4190/2022-12/2022-12-02/2022-12-02-288743.png,1,0.8363,../../data/targetlist/merge277/Adobe/T2_49.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_49.png
apwg_sample_4190/2022-01/2022-01-13/2022-01-13-6797.png,1,0.7318,../../data/targetlist/merge277/RBC Royal Bank/T111_69.png,Targetlist: ../../data/targetlist/merge277/RBC Royal Bank/T111_69.png
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-19469.png,0,1.1819,../../data/targetlist/merge277/Microsoft OneDrive/T90_121.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_121.png
apwg_sample_4190/2022-05/2022-05-02/2022-05-02-84413.png,1,0.8382,../../data/targetlist/merge277/Google/T65_28.png,Targetlist: ../../data/targetlist/merge277/Google/T65_28.png
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-94571.png,1,0.4478,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17572.png,1,0.9665,../../data/targetlist/merge277/Google/T147_9.png,Targetlist: ../../data/targetlist/merge277/Google/T147_9.png
apwg_sample_4190/2022-07/2022-07-26/2022-07-26-116652.png,1,0.7661,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-07/2022-07-20/2022-07-20-114187.png,0,1.9436,../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png,Targetlist: ../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png
apwg_sample_4190/2021-08/2021-08-20/2021-08-20-37354.png,0,1.2699,../../data/targetlist/merge277/La Poste/T80_30.png,Targetlist: ../../data/targetlist/merge277/La Poste/T80_30.png
apwg_sample_4190/2021-10/2021-10-10/2021-10-10-223267.png,1,0.518,../../data/targetlist/merge277/Netflix/T98_13.png,Targetlist: ../../data/targetlist/merge277/Netflix/T98_13.png
apwg_sample_4190/2021-07/2021-07-24/2021-07-24-10347.png,0,1.3224,../../data/targetlist/merge277/mbank/T87_15.png,Targetlist: ../../data/targetlist/merge277/mbank/T87_15.png
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-49004.png,1,0.8989,../../data/targetlist/merge277/Facebook/T59_76.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_76.PNG
apwg_sample_4190/2021-08/2021-08-19/2021-08-19-21793.png,0,1.406,../../data/targetlist/merge277/Microsoft OneDrive/T152_15.PNG,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T152_15.PNG
apwg_sample_4190/2022-01/2022-01-24/2022-01-24-2593.png,0,1.5351,../../data/targetlist/merge277/Dropbox/T53_45.png,Targetlist: ../../data/targetlist/merge277/Dropbox/T53_45.png
apwg_sample_4190/2023-05/2023-05-16/2023-05-16-65499.png,0,1.1622,../../data/targetlist/merge277/typeform/T137_19.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_19.png
apwg_sample_4190/2022-11/2022-11-11/2022-11-11-45547.png,0,1.3031,../../data/targetlist/merge277/PayPal/T108_74.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_74.png
apwg_sample_4190/2021-10/2021-10-20/2021-10-20-146094.png,0,1.2239,../../data/targetlist/merge277/Microsoft OneDrive/T152_46.PNG,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T152_46.PNG
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18510.png,1,0.622,../../data/targetlist/merge277/typeform/T137_55.png,Targetlist: ../../data/targetlist/merge277/typeform/T137_55.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-156594.png,1,0.6119,../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png
apwg_sample_4190/2022-05/2022-05-08/2022-05-08-21475.png,0,1.4124,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2021-10/2021-10-13/2021-10-13-33580.png,0,1.077,../../data/targetlist/merge277/DHL/T50_64.png,Targetlist: ../../data/targetlist/merge277/DHL/T50_64.png
apwg_sample_4190/2021-07/2021-07-27/2021-07-27-16407.png,0,1.2553,../../data/targetlist/merge277/RBC Royal Bank/T111_19.png,Targetlist: ../../data/targetlist/merge277/RBC Royal Bank/T111_19.png
apwg_sample_4190/2022-01/2022-01-21/2022-01-21-35552.png,1,0.1158,../../data/targetlist/merge277/Wells Fargo & Company/T140_30.png,Targetlist: ../../data/targetlist/merge277/Wells Fargo & Company/T140_30.png
apwg_sample_4190/2022-11/2022-11-17/2022-11-17-18532.png,0,1.0379,../../data/targetlist/merge277/Standard Chartered Bank/T121_101.png,Targetlist: ../../data/targetlist/merge277/Standard Chartered Bank/T121_101.png
apwg_sample_4190/2023-04/2023-04-26/2023-04-26-38538.png,0,1.4796,../../data/targetlist/merge277/Adobe/T2_68.png,Targetlist: ../../data/targetlist/merge277/Adobe/T2_68.png
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158195.png,1,0.3941,../../data/targetlist/merge277/Microsoft OneDrive/T90_151.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_151.png
apwg_sample_4190/2021-11/2021-11-27/2021-11-27-49458.png,0,1.023,../../data/targetlist/merge277/Microsoft OneDrive/T90_116.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_116.png
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-39237.png,1,0.5374,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2021-08/2021-08-07/2021-08-07-25934.png,0,1.2116,../../data/targetlist/merge277/banco_de_occidente/T18_1.png,Targetlist: ../../data/targetlist/merge277/banco_de_occidente/T18_1.png
apwg_sample_4190/2021-07/2021-07-30/2021-07-30-22219.png,1,0.8836,../../data/targetlist/merge277/AT&T/T15_27.png,Targetlist: ../../data/targetlist/merge277/AT&T/T15_27.png
apwg_sample_4190/2021-07/2021-07-29/2021-07-29-5521.png,0,1.6107,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
apwg_sample_4190/2022-11/2022-11-20/2022-11-20-225155.png,0,1.4642,../../data/targetlist/merge277/xtrix_tv/T143_37.png,Targetlist: ../../data/targetlist/merge277/xtrix_tv/T143_37.png
apwg_sample_4190/2021-08/2021-08-14/2021-08-14-43343.png,0,1.1993,../../data/targetlist/merge277/Google/T147_9.png,Targetlist: ../../data/targetlist/merge277/Google/T147_9.png
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-16981.png,1,0.8707,../../data/targetlist/merge277/Absa Group/T0_26.png,Targetlist: ../../data/targetlist/merge277/Absa Group/T0_26.png
apwg_sample_4190/2021-11/2021-11-15/2021-11-15-181917.png,1,0.5241,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2022-04/2022-04-04/2022-04-04-181189.png,1,0.884,../../data/targetlist/merge277/Absa Group/T0_10.png,Targetlist: ../../data/targetlist/merge277/Absa Group/T0_10.png
apwg_sample_4190/2022-07/2022-07-19/2022-07-19-85130.png,0,1.0939,"../../data/targetlist/merge277/Twitter, Inc/T136_76.png","Targetlist: ../../data/targetlist/merge277/Twitter, Inc/T136_76.png"
apwg_sample_4190/2021-08/2021-08-12/2021-08-12-6640.png,0,2.4721,../../data/targetlist/merge277/Netflix/T98_40.png,Targetlist: ../../data/targetlist/merge277/Netflix/T98_40.png
apwg_sample_4190/2022-06/2022-06-08/2022-06-08-668945.png,0,1.2273,../../data/targetlist/merge277/Microsoft OneDrive/T90_125.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_125.png
apwg_sample_4190/2021-12/2021-12-22/2021-12-22-32891.png,1,0.2534,../../data/targetlist/merge277/Apple/T12_6.png,Targetlist: ../../data/targetlist/merge277/Apple/T12_6.png
apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137049.png,1,0.9289,../../data/targetlist/merge277/Deutsche Telekom/T131_32.png,Targetlist: ../../data/targetlist/merge277/Deutsche Telekom/T131_32.png
apwg_sample_4190/2023-07/2023-07-07/2023-07-07-104509.png,1,0.656,../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png,Targetlist: ../../data/targetlist/merge277/Microsoft OneDrive/T90_53.png
apwg_sample_4190/2021-10/2021-10-16/2021-10-16-12071.png,1,0.9653,../../data/targetlist/merge277/Facebook/T59_76.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_76.PNG
apwg_sample_4190/2021-12/2021-12-07/2021-12-07-38791.png,0,1.0308,../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png,Targetlist: ../../data/targetlist/merge277/Standard Chartered Bank/T121_84.png
apwg_sample_4190/2021-09/2021-09-21/2021-09-21-127.png,0,1.1184,../../data/targetlist/merge277/La Poste/T80_55.png,Targetlist: ../../data/targetlist/merge277/La Poste/T80_55.png
apwg_sample_4190/2022-09/2022-09-09/2022-09-09-131680.png,0,1.2578,../../data/targetlist/merge277/M & T Bank Coporation/T_1.png,Targetlist: ../../data/targetlist/merge277/M & T Bank Coporation/T_1.png
apwg_sample_4190/2021-12/2021-12-29/2021-12-29-62758.png,1,0.3785,../../data/targetlist/merge277/PayPal/T108_69.png,Targetlist: ../../data/targetlist/merge277/PayPal/T108_69.png
apwg_sample_4190/2022-05/2022-05-29/2022-05-29-118974.png,1,0.8279,../../data/targetlist/merge277/Facebook/T59_70.PNG,Targetlist: ../../data/targetlist/merge277/Facebook/T59_70.PNG
apwg_sample_4190/2021-10/2021-10-18/2021-10-18-104216.png,1,0.2369,../../data/targetlist/merge277/Amazon/T7_8.png,Targetlist: ../../data/targetlist/merge277/Amazon/T7_8.png
apwg_sample_4190/2022-05/2022-05-28/2022-05-28-6825.png,0,1.2915,../../data/targetlist/merge277/Deutsche Telekom/T131_35.png,Targetlist: ../../data/targetlist/merge277/Deutsche Telekom/T131_35.png
apwg_sample_4190/2021-10/2021-10-04/2021-10-04-171222.png,0,1.6107,../../data/targetlist/merge277/Apple/T154_2.png,Targetlist: ../../data/targetlist/merge277/Apple/T154_2.png
