logo_path,pred_value,true_brand,pred_brand
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-27/2021-09-27-22904_crop_logo.png,0.88662547,Santander Bank,Grupo Santander
../../../data/phishing4190/apwg_sample_4190/2023-05/2023-05-23/2023-05-23-27714_crop_logo.png,0.7040018,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17691_crop_logo.png,0.5469113,Ecco,CenturyLink
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-31/2022-03-31-46954_crop_logo.png,0.7794205,Adobe,Adobe
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-24/2022-06-24-184916_crop_logo.png,0.8346715,Adobe,Adobe
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-20/2022-04-20-73697_crop_logo.png,0.8759893,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-16/2021-08-16-11122_crop_logo.png,0.54670876,Ozon,Deutsche Telekom
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-27/2021-10-27-64209_crop_logo.png,0.8546897,Chase Bank,Chase Personal Banking
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-21/2021-07-21-3867_crop_logo.png,0.8883431,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3537_crop_logo.png,0.8479536,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-20/2021-07-20-462_crop_logo.png,0.88651985,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1184_crop_logo.png,0.9258759,Webmail,Webmail Provider
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18305_crop_logo.png,0.77595955,Webmail,ADP
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24769_crop_logo.png,0.8728324,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-15/2022-07-15-5140_crop_logo.png,0.8379377,OneDrive,Microsoft OneDrive
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3120_crop_logo.png,0.88651985,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30128_crop_logo.png,0.69321203,AOL,AOL
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24551_crop_logo.png,0.77595955,Webmail,ADP
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-22/2021-07-22-19116_crop_logo.png,0.77595955,Webmail,ADP
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-20/2021-07-20-882_crop_logo.png,0.88651985,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-01/2021-11-01-111796_crop_logo.png,0.5934714,Orange,Adobe
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-19/2021-07-19-22961_crop_logo.png,0.88651985,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-30/2021-07-30-21826_crop_logo.png,0.71434337,ING Group,ING
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-12/2021-10-12-51034_crop_logo.png,0.51338005,Intesa Sanpaolo,Standard Chartered Bank
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-15/2021-09-15-28102_crop_logo.png,0.73633313,Lloyds Bank,Lloyds TSB Group
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30039_crop_logo.png,0.7440149,ING Group,ING
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-17/2021-07-17-13304_crop_logo.png,0.83184665,Credit Agricole,Credit Agricole S.A
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1944_crop_logo.png,0.8805402,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-11/2021-08-11-28343_crop_logo.png,0.8552751,Timeweb,timeweb
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-14/2021-08-14-41838_crop_logo.png,0.9203886,Credit Agricole,Credit Agricole S.A
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-17/2022-01-17-8620_crop_logo.png,0.45728347,Apple,UBS AG
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38465_crop_logo.png,0.8643817,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-29/2021-11-29-116113_crop_logo.png,0.9591582,Yahoo,Yahoo!
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-30/2022-03-30-19544_crop_logo.png,0.8410151,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-17/2022-06-17-395140_crop_logo.png,0.88249975,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-27/2022-09-27-233596_crop_logo.png,0.8736147,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-09/2022-10-09-228457_crop_logo.png,0.80833334,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-21/2021-10-21-182065_crop_logo.png,0.8552751,Timeweb,timeweb
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-18/2022-08-18-388757_crop_logo.png,0.7504857,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-27/2022-04-27-459669_crop_logo.png,0.48194903,BT Group,Banca Sella
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-28/2022-08-28-48302_crop_logo.png,0.48951414,Regions Financial Corporation,Singtel Optus
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-22/2022-09-22-175362_crop_logo.png,0.64360756,E-Mail Provider,Monmouth Telecom
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-06/2022-05-06-208137_crop_logo.png,0.8572434,Chase Bank,Chase Personal Banking
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-10/2022-05-10-77657_crop_logo.png,0.8099726,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-15/2021-10-15-215281_crop_logo.png,0.6203665,Namecheap,htb
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-07/2021-08-07-26676_crop_logo.png,0.7536667,Societe Generale Group,Societe Generale
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-03/2021-08-03-18840_crop_logo.png,0.61400944,Banco Pichincha,Bank of America
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38698_crop_logo.png,0.91707116,International Card Services,International Card Services B.V
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-157540_crop_logo.png,0.7794205,Adobe,Adobe
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-06/2021-08-06-220_crop_logo.png,0.6635578,Rabobank,Rabobank Nederland
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-02/2022-10-02-1242352_crop_logo.png,0.8729355,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158632_crop_logo.png,0.64817214,eBay,TD Bank Group
../../../data/phishing4190/apwg_sample_4190/2022-12/2022-12-02/2022-12-02-288743_crop_logo.png,0.8847749,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-13/2022-01-13-6797_crop_logo.png,0.8025647,Microsoft,Microsoft OneDrive
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-03/2021-08-03-19469_crop_logo.png,0.8737394,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-02/2022-05-02-84413_crop_logo.png,0.84294105,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-20/2021-11-20-94571_crop_logo.png,0.8729355,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17572_crop_logo.png,0.51214325,PostNL,Daum
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-26/2022-07-26-116652_crop_logo.png,0.559304,Microsoft,itunes
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-20/2022-07-20-114187_crop_logo.png,0.7834543,Adobe,Adobe
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-10/2021-10-10-223267_crop_logo.png,0.90097016,Netflix,Netflix
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-24/2021-07-24-10347_crop_logo.png,0.7880697,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-12/2021-10-12-49004_crop_logo.png,0.88385355,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-19/2021-08-19-21793_crop_logo.png,0.5538135,ABN AMRO Bank,ATB Financial
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-24/2022-01-24-2593_crop_logo.png,0.89824396,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-11/2022-11-11-45547_crop_logo.png,0.88331854,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-20/2021-10-20-146094_crop_logo.png,0.8428249,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18510_crop_logo.png,0.6934126,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-156594_crop_logo.png,0.8742879,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-08/2022-05-08-21475_crop_logo.png,0.59481543,Namecheap,Match
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-13/2021-10-13-33580_crop_logo.png,0.783473,"Rackspace Technology, Inc.",Rackspace
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-27/2021-07-27-16407_crop_logo.png,0.79767376,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-21/2022-01-21-35552_crop_logo.png,0.8450055,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-17/2022-11-17-18532_crop_logo.png,0.8173703,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2023-04/2023-04-26/2023-04-26-38538_crop_logo.png,0.58775127,Adobe,Microsoft OneDrive
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158195_crop_logo.png,0.8365941,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-27/2021-11-27-49458_crop_logo.png,0.870711,Tesco Bank,Office365
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-09/2021-08-09-39237_crop_logo.png,0.8729355,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-07/2021-08-07-25934_crop_logo.png,0.80374897,TSB Bank,TSB Bank Plc
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-30/2021-07-30-22219_crop_logo.png,0.6294191,Canadian Imperial Bank of Commerce,Square
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-29/2021-07-29-5521_crop_logo.png,0.523916,Banca d'Italia,UBS AG
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-20/2022-11-20-225155_crop_logo.png,0.87745225,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-14/2021-08-14-43343_crop_logo.png,0.512966,Tangerine Bank,Spectrum
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-15/2021-11-15-181917_crop_logo.png,0.8749274,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-04/2022-04-04-181189_crop_logo.png,0.8408375,Santander Bank,Grupo Santander
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-19/2022-07-19-85130_crop_logo.png,0.699031,Outlook,Outlook
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-12/2021-08-12-6640_crop_logo.png,0.8867266,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-08/2022-06-08-668945_crop_logo.png,0.86877394,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-22/2021-12-22-32891_crop_logo.png,0.45728347,Apple,UBS AG
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137049_crop_logo.png,0.83772707,Bank of Nova Scotia,Scotiabank
../../../data/phishing4190/apwg_sample_4190/2023-07/2023-07-07/2023-07-07-104509_crop_logo.png,0.86943877,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-16/2021-10-16-12071_crop_logo.png,0.8919631,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-07/2021-12-07-38791_crop_logo.png,0.87097555,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-21/2021-09-21-127_crop_logo.png,0.6120483,Swiss Post,PostFinance
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-09/2022-09-09-131680_crop_logo.png,0.8932549,M&T Bank Corporation,M & T Bank Coporation
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-29/2021-12-29-62758_crop_logo.png,0.8728324,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-29/2022-05-29-118974_crop_logo.png,0.9043774,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-18/2021-10-18-104216_crop_logo.png,0.8441117,Amazon,Amazon
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-04/2021-10-04-171222_crop_logo.png,0.523916,Banca d'Italia,UBS AG
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-13/2022-04-13-563044_crop_logo.png,0.7388169,Microsoft,Outlook
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-13/2022-09-13-92614_crop_logo.png,0.5322505,Namecheap,Office365
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-26/2022-05-26-88236_crop_logo.png,0.88091993,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2023-06/2023-06-09/2023-06-09-58218_crop_logo.png,0.7945023,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-02/2021-08-02-41010_crop_logo.png,0.512966,Tangerine Bank,Spectrum
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-13/2022-05-13-51603_crop_logo.png,0.8763514,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137343_crop_logo.png,0.879438,Netflix,Netflix
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-04/2022-02-04-12037_crop_logo.png,0.80990505,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-29/2021-07-29-7839_crop_logo.png,0.8733542,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-05/2022-05-03/2022-05-03-13344_crop_logo.png,0.50550437,Tangerine Bank,Orange
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-29/2022-09-29-195260_crop_logo.png,0.8193611,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-22/2022-07-22-88402_crop_logo.png,0.8080539,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38945_crop_logo.png,0.8729355,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-24/2021-07-24-10258_crop_logo.png,0.74910265,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2023-01/2023-01-31/2023-01-31-204091_crop_logo.png,0.8941952,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-22/2022-04-22-584253_crop_logo.png,0.5590393,Namecheap,LinkedIn Corporation
../../../data/phishing4190/apwg_sample_4190/2022-08/2022-08-30/2022-08-30-214025_crop_logo.png,0.64466715,AOL,AOL
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-14/2022-07-14-109129_crop_logo.png,0.75944036,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-05/2022-10-05-952670_crop_logo.png,0.6049841,Instagram,Instagram
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-15/2022-01-15-10717_crop_logo.png,0.7299805,AOL,AOL
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-16/2022-02-16-3109_crop_logo.png,0.88379395,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-22/2022-02-22-30872_crop_logo.png,0.5397701,Microsoft 365,IBC Bank
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-18/2021-07-18-15754_crop_logo.png,0.75348115,ING Group,ING
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-07/2022-11-07-257991_crop_logo.png,0.8422351,Netflix,Netflix
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-13/2022-01-13-6948_crop_logo.png,0.84780383,"Rakuten Group, Inc.",Rakuten
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-18/2021-08-18-9461_crop_logo.png,0.72953725,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-02/2021-11-02-34343_crop_logo.png,0.8446082,La Banque Postale,la_banque_postale
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-26/2022-06-26-257094_crop_logo.png,0.8053307,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-28/2021-08-28-10442_crop_logo.png,0.8868664,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-10/2021-10-10-222529_crop_logo.png,0.8408375,Santander Bank,Grupo Santander
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-28/2021-07-28-25722_crop_logo.png,0.67290324,PayPal,Credit du Nord
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-04/2022-07-04-99117_crop_logo.png,0.91833645,Netflix,Netflix
../../../data/phishing4190/apwg_sample_4190/2023-02/2023-02-17/2023-02-17-45318_crop_logo.png,0.44781473,United States Postal Service,eBay
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-05/2022-07-05-19169_crop_logo.png,0.8179421,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-10/2022-10-25/2022-10-25-1016784_crop_logo.png,0.71872765,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-30/2022-06-30-619021_crop_logo.png,0.8356233,LinkedIn,LinkedIn Corporation
../../../data/phishing4190/apwg_sample_4190/2022-07/2022-07-13/2022-07-13-724_crop_logo.png,0.8544152,LinkedIn,LinkedIn Corporation
../../../data/phishing4190/apwg_sample_4190/2021-12/2021-12-24/2021-12-24-63973_crop_logo.png,0.877479,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-06/2022-01-06-36706_crop_logo.png,0.77588916,Microsoft,Microsoft OneDrive
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-21/2021-10-21-183688_crop_logo.png,0.76422656,Orange,Orange
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20049_crop_logo.png,0.5592759,Banco Falabella,Enel Energia S.p.A
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20732_crop_logo.png,0.8123412,UniCredit,UniCredit Bank Aktiengesellschaft
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-17/2021-07-17-13262_crop_logo.png,0.92112195,eBay,eBay
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-07/2022-09-07-200931_crop_logo.png,0.80833334,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-19/2021-10-19-57146_crop_logo.png,0.84690964,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-23/2021-08-23-27522_crop_logo.png,0.5309439,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-04/2022-11-04-202404_crop_logo.png,0.8773952,Deutsche Bank AG,db
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-18/2021-07-18-15592_crop_logo.png,0.8355545,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-30/2021-10-30-133943_crop_logo.png,0.87714535,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-05/2021-10-05-180723_crop_logo.png,0.9288939,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-03/2022-03-28/2022-03-28-68823_crop_logo.png,0.7514912,AT&T,AT&T
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-15/2021-10-15-211161_crop_logo.png,0.90155995,Outlook,Outlook
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-30/2021-10-30-132863_crop_logo.png,0.75348115,ING Group,ING
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-05/2022-09-05-152832_crop_logo.png,0.5272036,Namecheap,Spark New Zealand
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-14/2021-10-14-79010_crop_logo.png,0.6270631,Banco Pichincha,banco_de_occidente
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-16/2022-06-16-469123_crop_logo.png,0.5319425,Namecheap,Mobile.de
../../../data/phishing4190/apwg_sample_4190/2022-11/2022-11-01/2022-11-01-187382_crop_logo.png,0.55334926,Namecheap,Bankia
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-10/2022-02-10-27757_crop_logo.png,0.87872314,Netflix,Netflix
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-27/2022-01-27-11841_crop_logo.png,0.8840624,PayPal,PayPal
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-28/2021-09-28-3647_crop_logo.png,0.8695313,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-20/2022-06-20-10727_crop_logo.png,0.48582706,Commonwealth Bank of Australia,Credit Suisse AG
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-07/2021-08-07-24625_crop_logo.png,0.59694636,Badoo,Luno
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-13/2021-09-13-27319_crop_logo.png,0.8548913,Microsoft,Office365
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-18/2021-10-18-105170_crop_logo.png,0.8080902,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2022-12/2022-12-05/2022-12-05-155135_crop_logo.png,0.90731794,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-07/2022-02-07-4038_crop_logo.png,0.83319515,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-01/2022-01-24/2022-01-24-3618_crop_logo.png,0.88284117,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-01/2021-10-01-166727_crop_logo.png,0.86485755,Wells Fargo Bank,Wells Fargo & Company
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-20/2022-06-20-11420_crop_logo.png,0.89652216,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-27/2021-07-27-16762_crop_logo.png,0.72464097,Yahoo,Yahoo!
../../../data/phishing4190/apwg_sample_4190/2021-07/2021-07-28/2021-07-28-25512_crop_logo.png,0.93427545,Apple,Apple
../../../data/phishing4190/apwg_sample_4190/2021-10/2021-10-15/2021-10-15-214538_crop_logo.png,0.8107921,Microsoft 365,Office365
../../../data/phishing4190/apwg_sample_4190/2021-11/2021-11-16/2021-11-16-81757_crop_logo.png,0.78156805,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2021-08/2021-08-23/2021-08-23-27512_crop_logo.png,0.8562792,DHL,DHL
../../../data/phishing4190/apwg_sample_4190/2022-02/2022-02-10/2022-02-10-29615_crop_logo.png,0.51619875,AT&T,CenturyLink
../../../data/phishing4190/apwg_sample_4190/2022-09/2022-09-25/2022-09-25-206493_crop_logo.png,0.80752295,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2022-06/2022-06-06/2022-06-06-596425_crop_logo.png,0.8729609,Facebook,Facebook
../../../data/phishing4190/apwg_sample_4190/2023-05/2023-05-26/2023-05-26-35300_crop_logo.png,0.883606,LinkedIn,LinkedIn Corporation
../../../data/phishing4190/apwg_sample_4190/2022-04/2022-04-01/2022-04-01-76095_crop_logo.png,0.8441118,Amazon,Amazon
../../../data/phishing4190/apwg_sample_4190/2021-09/2021-09-16/2021-09-16-1821_crop_logo.png,0.8347451,BT Group,BT Group plc
