scr_path,true_brand,pred_brand,phish,tagBox,siamese_conf,url
apwg_sample_4190/2022-04/2022-04-20/2022-04-20-73697.png,Microsoft,Microsoft,1,tagBox1,0.9245534,madstsvvdfocxxxm-6079492.jcloud.kz
apwg_sample_4190/2021-08/2021-08-16/2021-08-16-11122.png,Ozon,,0,tagBox1,0.78939295,0-z-o.pp.ru
apwg_sample_4190/2021-10/2021-10-27/2021-10-27-64209.png,Chase Bank,,0,tagBox1,0.43490943,anasps.ibbca.com.br
apwg_sample_4190/2021-07/2021-07-21/2021-07-21-3867.png,PayPal,PayPal,1,tagBox1,0.94468486,t9y.me
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3537.png,DHL,DHL Airways,1,tagBox1,0.9171656,benendydododldldldjdjdjdjjdjdj.web.app
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-462.png,Facebook,Facebook,1,tagBox1,0.9407767,view.genial.ly
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1184.png,Webmail,,0,tagBox1,0.90814364,webmail.login-imaps.info
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18305.png,Webmail,,0,tagBox1,0.6989474,cpanel.king-moroco.com
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24769.png,PayPal,PayPal,1,tagBox1,0.90104616,techhampton.com
apwg_sample_4190/2022-07/2022-07-15/2022-07-15-5140.png,OneDrive,Microsoft,1,tagBox1,0.87825847,higoldblackart.com
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3120.png,Facebook,Facebook,1,tagBox1,0.9407767,view.genial.ly
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30128.png,AOL,,0,tagBox1,0.76712036,wiijrifejfwiqjjwj.weebly.com
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24551.png,Webmail,,0,tagBox1,0.6989474,cpanel.remodelacion-construccion.com
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-19116.png,Webmail,,0,tagBox1,0.6989474,cpanel.com-localiser.in
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-882.png,Facebook,Facebook,1,tagBox1,0.9407767,view.genial.ly
apwg_sample_4190/2021-11/2021-11-01/2021-11-01-111796.png,Orange,,0,tagBox1,0.78464746,condescending-chaplygin.23-94-50-242.plesk.page
apwg_sample_4190/2021-08/2021-08-04/2021-08-04-47661.png,Twitter,,0,tagBox0,0,api.prooffactor.com
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-22961.png,Facebook,Facebook,1,tagBox1,0.9407767,s.bitool.co
apwg_sample_4190/2021-07/2021-07-30/2021-07-30-21826.png,ING Group,ING,1,tagBox1,0.93794405,verifica-ingarancio-titolare.com
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-51034.png,Intesa Sanpaolo,,0,tagBox1,0.7454394,assistenza-invio-xme.com
apwg_sample_4190/2021-09/2021-09-15/2021-09-15-28102.png,Lloyds Bank,Lloyds TSB Group,1,tagBox1,0.88216376,www.securelogin-unauthorised.com
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30039.png,ING Group,ING,1,tagBox1,0.91331387,rollingbeagles.com
apwg_sample_4190/2021-07/2021-07-17/2021-07-17-13304.png,Credit Agricole,Credit Agricole S.A,1,tagBox1,0.9637302,bdfbndfbdfjh.com
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1944.png,Facebook,Facebook,1,tagBox1,0.92124414,3km.us
apwg_sample_4190/2021-10/2021-10-13/2021-10-13-25860.png,Piraeus Bank,,0,tagBox0,0,www.perezyperezltda.cl
apwg_sample_4190/2021-08/2021-08-11/2021-08-11-28343.png,Timeweb,,0,tagBox1,0.68005764,cf66260.tmweb.ru
apwg_sample_4190/2021-08/2021-08-14/2021-08-14-41838.png,Credit Agricole,Credit Agricole S.A,1,tagBox1,0.9633681,pedantic-murdock.5-196-220-112.plesk.page
apwg_sample_4190/2022-01/2022-01-17/2022-01-17-8620.png,Apple,Apple,1,tagBox1,0.92899394,shudahsajtih-dhaksaywaebhenersyadf432523.duckdns.org
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38465.png,Microsoft,Microsoft,1,tagBox1,0.9331064,columbusway.net
apwg_sample_4190/2021-11/2021-11-29/2021-11-29-116113.png,Yahoo,Yahoo!,1,tagBox1,0.9543619,daftar-indihome.com
apwg_sample_4190/2022-03/2022-03-30/2022-03-30-19544.png,Microsoft,Microsoft,1,tagBox1,0.9307643,setwan.natunakab.go.id
apwg_sample_4190/2021-10/2021-10-17/2021-10-17-196791.png,Chase Bank,,0,tagBox0,0,viz.hopto.org
apwg_sample_4190/2022-06/2022-06-17/2022-06-17-395140.png,Facebook,Facebook,1,tagBox1,0.91886985,cnnvideo4k.usite.pro
apwg_sample_4190/2022-09/2022-09-27/2022-09-27-233596.png,Microsoft,Microsoft,1,tagBox1,0.8870597,storageapi.fleek.co
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-2258.png,Piraeus Bank,,0,tagBox0,0,mail.winbanksms.com
apwg_sample_4190/2022-10/2022-10-09/2022-10-09-228457.png,DHL,DHL Airways,1,tagBox1,0.96116436,hopeful-volhard.20-3-248-177.plesk.page
apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20818.png,VTB Bank,,0,tagBox0,0,ru-1000rub-vtb.ru
apwg_sample_4190/2021-10/2021-10-21/2021-10-21-182065.png,Timeweb,,0,tagBox1,0.8016591,ci46878.tmweb.ru
apwg_sample_4190/2022-08/2022-08-18/2022-08-18-388757.png,DHL,DHL Airways,1,tagBox1,0.9399395,unasf.conflavoro.it
apwg_sample_4190/2022-04/2022-04-27/2022-04-27-459669.png,BT Group,,0,tagBox1,0.67558587,xbvkjfsdhsgrsgnronvdgd.weebly.com
apwg_sample_4190/2022-08/2022-08-28/2022-08-28-48302.png,Regions Financial Corporation,,0,tagBox1,0.7525217,reg-ions-co.preview-domain.com
apwg_sample_4190/2022-09/2022-09-22/2022-09-22-175362.png,E-Mail Provider,,0,tagBox1,0.7598521,caszim.co.zw
apwg_sample_4190/2022-12/2022-12-30/2022-12-30-66103.png,E-Mail Provider,,0,tagBox0,0,customcrepcity.co.uk
apwg_sample_4190/2022-05/2022-05-06/2022-05-06-208137.png,Chase Bank,,0,tagBox1,0.76290745,lechicbysheena.com
apwg_sample_4190/2022-05/2022-05-10/2022-05-10-77657.png,Microsoft,Microsoft,1,tagBox1,0.9016667,supp-2-jgskd.ondigitalocean.app
apwg_sample_4190/2021-10/2021-10-15/2021-10-15-215281.png,Namecheap,,0,tagBox1,0.79357344,he1d5vtssay3f9cz0k9.teamcarnage.net
apwg_sample_4190/2021-08/2021-08-07/2021-08-07-26676.png,Societe Generale Group,Societe Generale,1,tagBox1,0.86429447,www.cutt.ly
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-18840.png,Banco Pichincha,,0,tagBox1,0.69980264,fn.tc
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38698.png,International Card Services,International Card Services B.V,1,tagBox1,0.9762503,intern-onderhoud.web8617.cweb02.gamingweb.de
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-157540.png,Adobe,Adobe,1,tagBox1,0.9154392,satyasurya.net
apwg_sample_4190/2021-08/2021-08-06/2021-08-06-220.png,Rabobank,,0,tagBox1,0.80008674,heffingsbedrag-protocol.xyz
apwg_sample_4190/2022-10/2022-10-02/2022-10-02-1242352.png,PayPal,PayPal,1,tagBox1,0.8956331,logicpalm.com
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158632.png,eBay,1&1 Ionos,1,tagBox1,0.83685756,downsp.org
apwg_sample_4190/2022-12/2022-12-02/2022-12-02-288743.png,Microsoft,Microsoft,1,tagBox1,0.92777437,bafybeidyty7eyn3h32iajghuu54v4k22r5ejocs35krkifb5kkxdgvlbc4.ipfs.dweb.link
apwg_sample_4190/2022-01/2022-01-13/2022-01-13-6797.png,Microsoft,Microsoft,1,tagBox1,0.8558549,mp18.co.uk
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-19469.png,Microsoft,Microsoft,1,tagBox1,0.9439415,eertt1.xyz
apwg_sample_4190/2022-05/2022-05-02/2022-05-02-84413.png,Microsoft,Microsoft,1,tagBox1,0.8827565,comunidadefeitto.com.br
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-94571.png,PayPal,PayPal,1,tagBox1,0.8956331,paypal-intl-service-security.enaoioqi.com
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17572.png,PostNL,,0,tagBox1,0.7025584,heffingrestant-protocol.xyz
apwg_sample_4190/2022-07/2022-07-26/2022-07-26-116652.png,Microsoft,OurTime Dating,1,tagBox1,0.8349451,phracandheating.com
apwg_sample_4190/2022-07/2022-07-20/2022-07-20-114187.png,Adobe,Adobe,1,tagBox1,0.9247017,assromontstrv.buzz
apwg_sample_4190/2021-08/2021-08-20/2021-08-20-37354.png,Piraeus Bank,,0,tagBox0,0,information-winbankgr.com
apwg_sample_4190/2021-10/2021-10-10/2021-10-10-223267.png,Netflix,Netflix,1,tagBox1,0.8922368,vps73110.inmotionhosting.com
apwg_sample_4190/2021-07/2021-07-24/2021-07-24-10347.png,DHL,DHL Airways,1,tagBox1,0.93398505,glamur.co.il
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-49004.png,Facebook,Facebook,1,tagBox1,0.8971511,inspirememory.com
apwg_sample_4190/2021-08/2021-08-19/2021-08-19-21793.png,ABN AMRO Bank,,0,tagBox1,0.7436036,login-digid.interesting-johnson.188-166-110-128.plesk.page
apwg_sample_4190/2022-01/2022-01-24/2022-01-24-2593.png,Facebook,Facebook,1,tagBox1,0.85423124,cutt.ly
apwg_sample_4190/2023-05/2023-05-16/2023-05-16-65499.png,NTT Docomo,,0,tagBox0,0,docomo-bakuage-selection.com
apwg_sample_4190/2022-11/2022-11-11/2022-11-11-45547.png,PayPal,PayPal,1,tagBox1,0.9401034,www.tcct.be
apwg_sample_4190/2021-10/2021-10-20/2021-10-20-146094.png,DHL,DHL Airways,1,tagBox1,0.9569899,mydhl.express.dhl-express-au.improset.fr
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18510.png,AT&T,AT&T,1,tagBox1,0.93320465,123loginservices.weebly.com
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-156594.png,Microsoft,Microsoft,1,tagBox1,0.923952,login-live-com.office365.apps.maxsolutions.com.au
apwg_sample_4190/2022-05/2022-05-08/2022-05-08-21475.png,Namecheap,,0,tagBox1,0.7107749,www.eticaretkurulum.com
apwg_sample_4190/2021-10/2021-10-13/2021-10-13-33580.png,"Rackspace Technology, Inc.",Rackspace,1,tagBox1,0.8962904,owiagbn.wmsistseg.com.br
apwg_sample_4190/2021-07/2021-07-27/2021-07-27-16407.png,Facebook,Facebook,1,tagBox1,0.93257856,marketplace-item252876762.com
apwg_sample_4190/2022-01/2022-01-21/2022-01-21-35552.png,Wells Fargo Bank,Wells Fargo & Company,1,tagBox1,0.924294,mail.69-49-245-141.cprapid.com
apwg_sample_4190/2022-11/2022-11-17/2022-11-17-18532.png,AT&T,AT&T,1,tagBox1,0.9716511,att.accenture-us.network
apwg_sample_4190/2023-04/2023-04-26/2023-04-26-38538.png,Adobe,Microsoft,1,tagBox1,0.918213,14-0050-0-gf93hf0qsnjc0pg34-0w9jec-395-9gfb.obs.ap-southeast-3.myhuaweicloud.com
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158195.png,Microsoft,Microsoft,1,tagBox1,0.9267012,pa-batusangkar.go.id
apwg_sample_4190/2021-11/2021-11-27/2021-11-27-49458.png,Tesco Bank,Microsoft,1,tagBox1,0.92592263,doctorjairogcasas.com
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-39237.png,PayPal,PayPal,1,tagBox1,0.8956331,verify-billing-auth.pld03.co
apwg_sample_4190/2021-08/2021-08-07/2021-08-07-25934.png,TSB Bank,,0,tagBox1,0.70777345,tsb.co.uk-idchk.live
apwg_sample_4190/2021-07/2021-07-30/2021-07-30-22219.png,Canadian Imperial Bank of Commerce,,0,tagBox1,0.82197225,member.cashback-freedommobi1737.com
apwg_sample_4190/2021-07/2021-07-29/2021-07-29-5521.png,Banca d'Italia,,0,tagBox1,0.7388413,appinforma.com
apwg_sample_4190/2022-11/2022-11-20/2022-11-20-225155.png,Microsoft,Microsoft,1,tagBox1,0.9352242,apophissecurity.biz
apwg_sample_4190/2021-08/2021-08-14/2021-08-14-43343.png,Tangerine Bank,Orange,1,tagBox1,0.8360687,10000tbowers.goodluckseeker.com
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-16981.png,DHL,,0,tagBox0,0,vtsosnvmebdc3v3zvgwqszuzphp.web.app
apwg_sample_4190/2021-11/2021-11-15/2021-11-15-181917.png,PayPal,PayPal,1,tagBox1,0.9012269,bit.do
apwg_sample_4190/2022-04/2022-04-04/2022-04-04-181189.png,Santander Bank,Grupo Santander,1,tagBox1,0.9380722,resolve-attempt-isssue.com
apwg_sample_4190/2022-07/2022-07-19/2022-07-19-85130.png,Outlook,Microsoft,1,tagBox1,0.8914538,mail.glenaquapool.com
apwg_sample_4190/2021-08/2021-08-12/2021-08-12-6640.png,DHL,DHL Airways,1,tagBox1,0.9443183,c1.adform.net
apwg_sample_4190/2022-06/2022-06-08/2022-06-08-668945.png,AT&T,AT&T,1,tagBox1,0.95976925,att-online-verification65.yolasite.com
apwg_sample_4190/2021-12/2021-12-22/2021-12-22-32891.png,Apple,Apple,1,tagBox1,0.92899394,www.applec-co-jp.9azc.info
apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137049.png,Bank of Nova Scotia,Grupo Santander,1,tagBox1,0.833167,sbi.mx
apwg_sample_4190/2023-07/2023-07-07/2023-07-07-104509.png,Microsoft,Microsoft,1,tagBox1,0.926793,tonychance.com
apwg_sample_4190/2021-10/2021-10-16/2021-10-16-12071.png,Facebook,Facebook,1,tagBox1,0.86728317,yuerojiig.jimdofree.com
apwg_sample_4190/2021-12/2021-12-07/2021-12-07-38791.png,PayPal,PayPal,1,tagBox1,0.8956331,l.wl.co
apwg_sample_4190/2021-09/2021-09-21/2021-09-21-127.png,Swiss Post,,0,tagBox1,0.6376154,www.store.boomini.com
apwg_sample_4190/2022-09/2022-09-09/2022-09-09-131680.png,M&T Bank Corporation,M & T Bank Coporation,1,tagBox1,0.97533506,aflora.eco.br
apwg_sample_4190/2021-12/2021-12-29/2021-12-29-62758.png,PayPal,PayPal,1,tagBox1,0.90104616,mystorycongreekfun.000webhostapp.com
apwg_sample_4190/2022-05/2022-05-29/2022-05-29-118974.png,Facebook,Facebook,1,tagBox1,0.91576254,dargdgs.blogspot.co.at
apwg_sample_4190/2021-10/2021-10-18/2021-10-18-104216.png,Amazon,Amazon,1,tagBox1,0.9830228,abouttheupdate.upyouramazononline.club
apwg_sample_4190/2022-05/2022-05-28/2022-05-28-6825.png,MKB Bank,,0,tagBox0,0,perfectdocumentservice.com
apwg_sample_4190/2021-10/2021-10-04/2021-10-04-171222.png,Banca d'Italia,,0,tagBox1,0.7388413,portale.web.bancaitalia.nexi.e-desk.biz
apwg_sample_4190/2022-04/2022-04-13/2022-04-13-563044.png,Microsoft,Microsoft,1,tagBox1,0.91822207,pitch-box.com
apwg_sample_4190/2022-10/2022-10-05/2022-10-05-1004824.png,Rabobank,,0,tagBox0,0,pensive-taussig.109-71-253-24.plesk.page
apwg_sample_4190/2022-09/2022-09-13/2022-09-13-92614.png,Namecheap,,0,tagBox1,0.6998868,podcastlivewire.com
apwg_sample_4190/2022-05/2022-05-26/2022-05-26-88236.png,Microsoft,Microsoft,1,tagBox1,0.93949455,hospitalityequipment.co
apwg_sample_4190/2021-08/2021-08-28/2021-08-28-10446.png,Piraeus Bank,,0,tagBox0,0,assist-piraeusbankgr.com
apwg_sample_4190/2023-06/2023-06-09/2023-06-09-58218.png,Microsoft,Microsoft,1,tagBox1,0.8985004,devoncarlstrom.com
apwg_sample_4190/2021-08/2021-08-02/2021-08-02-41010.png,Tangerine Bank,Orange,1,tagBox1,0.8360687,6045510000.com
apwg_sample_4190/2022-05/2022-05-13/2022-05-13-51603.png,Microsoft,Microsoft,1,tagBox1,0.92173624,ilchicagolombard.com
apwg_sample_4190/2021-10/2021-10-29/2021-10-29-137343.png,Netflix,Netflix,1,tagBox1,0.9087206,vetflix-96f2c2.ingress-baronn.easywp.com
apwg_sample_4190/2022-02/2022-02-04/2022-02-04-12037.png,Microsoft,Microsoft,1,tagBox1,0.8987764,squad-lyrics-mlb-closely.trycloudflare.com
apwg_sample_4190/2021-07/2021-07-29/2021-07-29-7839.png,DHL,DHL Airways,1,tagBox1,0.9518105,www.radioclubesagui.com.br
apwg_sample_4190/2022-05/2022-05-03/2022-05-03-13344.png,Tangerine Bank,,0,tagBox1,0.65889114,47.90.250.166
apwg_sample_4190/2022-09/2022-09-29/2022-09-29-195260.png,DHL,DHL Airways,1,tagBox1,0.88349795,trc-sd.com
apwg_sample_4190/2023-05/2023-05-15/2023-05-15-128163.png,iCloud,,0,tagBox0,0,www.icluod.appleidsz.com
apwg_sample_4190/2022-07/2022-07-22/2022-07-22-88402.png,Wells Fargo Bank,,0,tagBox1,0.7964799,consult-now.ca
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38945.png,PayPal,PayPal,1,tagBox1,0.8956331,4c0db546.ithemeshosting.com.php73-40.lan3-1.websitetestlink.com
apwg_sample_4190/2021-07/2021-07-24/2021-07-24-10258.png,Apple,Apple,1,tagBox1,0.94645035,www.support.apple.com.log-location.live
apwg_sample_4190/2021-08/2021-08-04/2021-08-04-46121.png,Intesa Sanpaolo,,0,tagBox0,0,security-info-2021-lntesa.com
apwg_sample_4190/2023-01/2023-01-31/2023-01-31-204091.png,PayPal,PayPal,1,tagBox1,0.9231345,pazpal.top
apwg_sample_4190/2022-04/2022-04-22/2022-04-22-584253.png,Namecheap,,0,tagBox1,0.67255485,diversifiedl.com
apwg_sample_4190/2022-12/2022-12-31/2022-12-31-50244.png,E-Mail Provider,,0,tagBox0,0,seilux.com.ar
apwg_sample_4190/2022-08/2022-08-30/2022-08-30-214025.png,AOL,,0,tagBox1,0.78492975,aolcustomerservice001.yolasite.com
apwg_sample_4190/2022-07/2022-07-14/2022-07-14-109129.png,AT&T,AT&T,1,tagBox1,0.96307564,u27980267.ct.sendgrid.net
apwg_sample_4190/2022-10/2022-10-05/2022-10-05-952670.png,Instagram,,0,tagBox1,0.758417,business-feedbackcustomers.xyz
apwg_sample_4190/2022-01/2022-01-15/2022-01-15-10717.png,AOL,AOL,1,tagBox1,0.88208133,eudhaolsdf.weebly.com
apwg_sample_4190/2022-02/2022-02-16/2022-02-16-3109.png,PayPal,PayPal,1,tagBox1,0.91374993,paypal-limt-payment.com
apwg_sample_4190/2022-02/2022-02-22/2022-02-22-30872.png,Microsoft 365,,0,tagBox1,0.76033956,shaepointtit.weebly.com
apwg_sample_4190/2021-07/2021-07-18/2021-07-18-15754.png,ING Group,ING,1,tagBox1,0.9421979,ideai-betalingsplatform.xyz
apwg_sample_4190/2022-11/2022-11-07/2022-11-07-257991.png,Netflix,Netflix,1,tagBox1,0.9073876,test.unri.ac.id
apwg_sample_4190/2021-08/2021-08-12/2021-08-12-5047.png,VTB Bank,,0,tagBox0,0,vtb-promo2021.com
apwg_sample_4190/2022-01/2022-01-13/2022-01-13-6948.png,"Rakuten Group, Inc.",Rakuten,1,tagBox1,0.97667587,www2.rakutan.co.jploginvcx8dsa.nanonews.cn
apwg_sample_4190/2021-08/2021-08-18/2021-08-18-9461.png,Facebook,Facebook,1,tagBox1,0.9368117,egeggege.000webhostapp.com
apwg_sample_4190/2021-11/2021-11-02/2021-11-02-34343.png,La Banque Postale,La Banque postale,1,tagBox1,0.919559,nyl.as
apwg_sample_4190/2022-06/2022-06-26/2022-06-26-257094.png,Facebook,Facebook,1,tagBox1,0.9273943,somentes-filhotes.ml
apwg_sample_4190/2021-08/2021-08-28/2021-08-28-10442.png,Facebook,Facebook,1,tagBox1,0.8695353,fbcom-5mkldu1h97.streamsteam.ca
apwg_sample_4190/2021-10/2021-10-10/2021-10-10-222529.png,Santander Bank,Grupo Santander,1,tagBox1,0.9380722,santander.net-2021.review
apwg_sample_4190/2021-07/2021-07-28/2021-07-28-25722.png,PayPal,PayPal,1,tagBox1,0.91692257,cpokh5g7wc7hrbywy2qqh6ouqy-adwhj77lcyoafdy-www-paypal-com.translate.goog
apwg_sample_4190/2022-07/2022-07-04/2022-07-04-99117.png,Netflix,Netflix,1,tagBox1,0.85646176,billingupdator.duckdns.org
apwg_sample_4190/2023-02/2023-02-17/2023-02-17-45318.png,United States Postal Service,nordea,1,tagBox1,0.8486416,track-ussps.com
apwg_sample_4190/2022-07/2022-07-05/2022-07-05-19169.png,DHL,DHL Airways,1,tagBox1,0.94653296,94aed046629625446.temporary.link
apwg_sample_4190/2021-07/2021-07-27/2021-07-27-17307.png,POSB Bank,,0,tagBox0,0,mail.tciss.in
apwg_sample_4190/2021-08/2021-08-04/2021-08-04-47046.png,VTB Bank,,0,tagBox0,0,dlya-privituh-5000.ru
apwg_sample_4190/2022-10/2022-10-25/2022-10-25-1016784.png,DHL,DHL Airways,1,tagBox1,0.85381234,www.caryndrake.com
apwg_sample_4190/2022-06/2022-06-30/2022-06-30-619021.png,LinkedIn,LinkedIn Corporation,1,tagBox1,0.94108665,quimicaolivos.com.ar
apwg_sample_4190/2022-07/2022-07-13/2022-07-13-724.png,LinkedIn,LinkedIn Corporation,1,tagBox1,0.89095193,laughs.live
apwg_sample_4190/2021-12/2021-12-24/2021-12-24-63973.png,Microsoft,Microsoft,1,tagBox1,0.9276904,loginauthcontrol.bizcomet.xyz
apwg_sample_4190/2021-11/2021-11-19/2021-11-19-169355.png,Paxful,,0,tagBox0,0,idealproblemsolver.net
apwg_sample_4190/2022-01/2022-01-06/2022-01-06-36706.png,Microsoft,Microsoft,1,tagBox1,0.9389159,sreico.com
apwg_sample_4190/2021-10/2021-10-21/2021-10-21-183688.png,Orange,,0,tagBox1,0.6988147,facture-enligne.duckdns.org
apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20049.png,Banco Falabella,,0,tagBox1,0.7047978,crm-clientes-enlinea.web.app
apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20768.png,DHL,,0,tagBox0,0,bm6u6h16amasqklbfvqyhklkkllokl.web.app
apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20732.png,UniCredit,,0,tagBox1,0.7076949,www.union-transakt.com
apwg_sample_4190/2021-07/2021-07-17/2021-07-17-13262.png,eBay,eBay,1,tagBox1,0.9642033,sign.in.eday.co.uk.ws.eayis.api.dllsigninusingssl.kahn9uwhfetvjgcjlabs1pqpnkz9cl.sslupcheckup.xyz
apwg_sample_4190/2022-09/2022-09-07/2022-09-07-200931.png,DHL,DHL Airways,1,tagBox1,0.96116436,VQR.MX
apwg_sample_4190/2021-10/2021-10-19/2021-10-19-57146.png,Wells Fargo Bank,Wells Fargo & Company,1,tagBox1,0.95083386,voltagestabilizersindia.com
apwg_sample_4190/2021-08/2021-08-23/2021-08-23-27522.png,DHL,DHL Airways,1,tagBox1,0.9513982,bprmodernternate.com
