scr_path,domain,true_brand,pred_brand,phish,siamese_conf,url,tagBox,tagCRPHTML,tagCRPscreenshot,tagBrand
apwg_sample_4190/2021-08/2021-08-20/2021-08-20-36500.png,128.199.174.138,Facebook,Facebook,1,0.89608383,/home/fujiao/check/PhishingEval/data/phishing4190/128.199.174.138,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-09/2021-09-27/2021-09-27-22904.png,laraapi.technopremium.com,Santander Bank,Grupo Santander,1,0.9490677,/home/fujiao/check/PhishingEval/data/phishing4190/laraapi.technopremium.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2023-05/2023-05-23/2023-05-23-27714.png,cleaningspot.co.uk,Apple,Apple,1,0.9265388,/home/fujiao/check/PhishingEval/data/phishing4190/cleaningspot.co.uk,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17691.png,www.palladiumfrance.com,Ecco,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/www.palladiumfrance.com,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-03/2022-03-31/2022-03-31-46954.png,selincourse.buzz,Adobe,Adobe,1,0.8994914,/home/fujiao/check/PhishingEval/data/phishing4190/selincourse.buzz,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-06/2022-06-24/2022-06-24-184916.png,demo.webnappmaker.in,Adobe,Adobe,1,0.920483,/home/fujiao/check/PhishingEval/data/phishing4190/demo.webnappmaker.in,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-04/2022-04-20/2022-04-20-73697.png,madstsvvdfocxxxm-6079492.jcloud.kz,Microsoft,Microsoft,1,0.93755555,/home/fujiao/check/PhishingEval/data/phishing4190/madstsvvdfocxxxm-6079492.jcloud.kz,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-16/2021-08-16-11122.png,0-z-o.pp.ru,Ozon,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/0-z-o.pp.ru,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-10/2021-10-27/2021-10-27-64209.png,anasps.ibbca.com.br,Chase Bank,Chase Personal Banking,1,0.9439666,/home/fujiao/check/PhishingEval/data/phishing4190/anasps.ibbca.com.br,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-21/2021-07-21-3867.png,t9y.me,PayPal,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/t9y.me,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3537.png,benendydododldldldjdjdjdjjdjdj.web.app,DHL,DHL Airways,1,0.9375439,/home/fujiao/check/PhishingEval/data/phishing4190/benendydododldldldjdjdjdjjdjdj.web.app,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-462.png,view.genial.ly,Facebook,Facebook,1,0.9474663,/home/fujiao/check/PhishingEval/data/phishing4190/view.genial.ly,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1184.png,webmail.login-imaps.info,Webmail,,0,0.95415586,/home/fujiao/check/PhishingEval/data/phishing4190/webmail.login-imaps.info,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand0
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18305.png,cpanel.king-moroco.com,Webmail,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/cpanel.king-moroco.com,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24769.png,techhampton.com,PayPal,PayPal,1,0.9395777,/home/fujiao/check/PhishingEval/data/phishing4190/techhampton.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-07/2022-07-15/2022-07-15-5140.png,higoldblackart.com,OneDrive,Microsoft,1,0.9583887,/home/fujiao/check/PhishingEval/data/phishing4190/higoldblackart.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3120.png,view.genial.ly,Facebook,Facebook,1,0.9474663,/home/fujiao/check/PhishingEval/data/phishing4190/view.genial.ly,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30128.png,wiijrifejfwiqjjwj.weebly.com,AOL,AOL,1,0.92915654,/home/fujiao/check/PhishingEval/data/phishing4190/wiijrifejfwiqjjwj.weebly.com,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24551.png,cpanel.remodelacion-construccion.com,Webmail,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/cpanel.remodelacion-construccion.com,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-19116.png,cpanel.com-localiser.in,Webmail,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/cpanel.com-localiser.in,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-882.png,view.genial.ly,Facebook,Facebook,1,0.9474663,/home/fujiao/check/PhishingEval/data/phishing4190/view.genial.ly,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-11/2021-11-01/2021-11-01-111796.png,condescending-chaplygin.23-94-50-242.plesk.page,Orange,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/condescending-chaplygin.23-94-50-242.plesk.page,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-08/2021-08-04/2021-08-04-47661.png,api.prooffactor.com,Twitter,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/api.prooffactor.com,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-22961.png,s.bitool.co,Facebook,Facebook,1,0.9474663,/home/fujiao/check/PhishingEval/data/phishing4190/s.bitool.co,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-30/2021-07-30-21826.png,verifica-ingarancio-titolare.com,ING Group,ING,1,0.9222963,/home/fujiao/check/PhishingEval/data/phishing4190/verifica-ingarancio-titolare.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-51034.png,assistenza-invio-xme.com,Intesa Sanpaolo,,0,0.7102492,/home/fujiao/check/PhishingEval/data/phishing4190/assistenza-invio-xme.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand0
apwg_sample_4190/2021-09/2021-09-15/2021-09-15-28102.png,www.securelogin-unauthorised.com,Lloyds Bank,Lloyds TSB Group,1,0.86200714,/home/fujiao/check/PhishingEval/data/phishing4190/www.securelogin-unauthorised.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30039.png,rollingbeagles.com,ING Group,ING,1,0.9121151,/home/fujiao/check/PhishingEval/data/phishing4190/rollingbeagles.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-17/2021-07-17-13304.png,bdfbndfbdfjh.com,Credit Agricole,Credit Agricole S.A,1,0.95965016,/home/fujiao/check/PhishingEval/data/phishing4190/bdfbndfbdfjh.com,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1944.png,3km.us,Facebook,Facebook,1,0.96430635,/home/fujiao/check/PhishingEval/data/phishing4190/3km.us,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-10/2021-10-13/2021-10-13-25860.png,www.perezyperezltda.cl,Piraeus Bank,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/www.perezyperezltda.cl,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-08/2021-08-11/2021-08-11-28343.png,cf66260.tmweb.ru,Timeweb,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/cf66260.tmweb.ru,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-08/2021-08-14/2021-08-14-41838.png,pedantic-murdock.5-196-220-112.plesk.page,Credit Agricole,Credit Agricole S.A,1,0.9393144,/home/fujiao/check/PhishingEval/data/phishing4190/pedantic-murdock.5-196-220-112.plesk.page,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-01/2022-01-17/2022-01-17-8620.png,shudahsajtih-dhaksaywaebhenersyadf432523.duckdns.org,Apple,Apple,1,0.9019843,/home/fujiao/check/PhishingEval/data/phishing4190/shudahsajtih-dhaksaywaebhenersyadf432523.duckdns.org,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38465.png,columbusway.net,Microsoft,Microsoft,1,0.95566916,/home/fujiao/check/PhishingEval/data/phishing4190/columbusway.net,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-11/2021-11-29/2021-11-29-116113.png,daftar-indihome.com,Yahoo,Yahoo!,1,0.98710144,/home/fujiao/check/PhishingEval/data/phishing4190/daftar-indihome.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-03/2022-03-30/2022-03-30-19544.png,setwan.natunakab.go.id,Microsoft,Microsoft,1,0.94816923,/home/fujiao/check/PhishingEval/data/phishing4190/setwan.natunakab.go.id,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-10/2021-10-17/2021-10-17-196791.png,viz.hopto.org,Chase Bank,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/viz.hopto.org,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-06/2022-06-17/2022-06-17-395140.png,cnnvideo4k.usite.pro,Facebook,Facebook,1,0.9474663,/home/fujiao/check/PhishingEval/data/phishing4190/cnnvideo4k.usite.pro,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-09/2022-09-27/2022-09-27-233596.png,storageapi.fleek.co,Microsoft,Microsoft,1,0.94609773,/home/fujiao/check/PhishingEval/data/phishing4190/storageapi.fleek.co,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-2258.png,mail.winbanksms.com,Piraeus Bank,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/mail.winbanksms.com,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-10/2022-10-09/2022-10-09-228457.png,hopeful-volhard.20-3-248-177.plesk.page,DHL,DHL Airways,1,0.94914085,/home/fujiao/check/PhishingEval/data/phishing4190/hopeful-volhard.20-3-248-177.plesk.page,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20818.png,ru-1000rub-vtb.ru,VTB Bank,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/ru-1000rub-vtb.ru,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-10/2021-10-21/2021-10-21-182065.png,ci46878.tmweb.ru,Timeweb,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/ci46878.tmweb.ru,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-08/2022-08-18/2022-08-18-388757.png,unasf.conflavoro.it,DHL,DHL Airways,1,0.93640417,/home/fujiao/check/PhishingEval/data/phishing4190/unasf.conflavoro.it,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-04/2022-04-27/2022-04-27-459669.png,xbvkjfsdhsgrsgnronvdgd.weebly.com,BT Group,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/xbvkjfsdhsgrsgnronvdgd.weebly.com,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-08/2022-08-28/2022-08-28-48302.png,reg-ions-co.preview-domain.com,Regions Financial Corporation,,0,0.7014613,/home/fujiao/check/PhishingEval/data/phishing4190/reg-ions-co.preview-domain.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand0
apwg_sample_4190/2022-09/2022-09-22/2022-09-22-175362.png,caszim.co.zw,E-Mail Provider,,0,None,/home/fujiao/check/PhishingEval/data/phishing4190/caszim.co.zw,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand0
apwg_sample_4190/2022-12/2022-12-30/2022-12-30-66103.png,customcrepcity.co.uk,E-Mail Provider,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/customcrepcity.co.uk,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-05/2022-05-06/2022-05-06-208137.png,lechicbysheena.com,Chase Bank,Chase Personal Banking,1,0.92951375,/home/fujiao/check/PhishingEval/data/phishing4190/lechicbysheena.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-05/2022-05-10/2022-05-10-77657.png,supp-2-jgskd.ondigitalocean.app,Microsoft,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/supp-2-jgskd.ondigitalocean.app,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-10/2021-10-15/2021-10-15-215281.png,he1d5vtssay3f9cz0k9.teamcarnage.net,Namecheap,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/he1d5vtssay3f9cz0k9.teamcarnage.net,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-08/2021-08-07/2021-08-07-26676.png,www.cutt.ly,Societe Generale Group,Societe Generale,1,0.93568206,/home/fujiao/check/PhishingEval/data/phishing4190/www.cutt.ly,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-18840.png,fn.tc,Banco Pichincha,,0,0.72305006,/home/fujiao/check/PhishingEval/data/phishing4190/fn.tc,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand0
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38698.png,intern-onderhoud.web8617.cweb02.gamingweb.de,International Card Services,International Card Services B.V,1,0.9772916,/home/fujiao/check/PhishingEval/data/phishing4190/intern-onderhoud.web8617.cweb02.gamingweb.de,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-157540.png,satyasurya.net,Adobe,Adobe,1,0.8994914,/home/fujiao/check/PhishingEval/data/phishing4190/satyasurya.net,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-06/2021-08-06-220.png,heffingsbedrag-protocol.xyz,Rabobank,,0,0.79790753,/home/fujiao/check/PhishingEval/data/phishing4190/heffingsbedrag-protocol.xyz,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand0
apwg_sample_4190/2022-10/2022-10-02/2022-10-02-1242352.png,logicpalm.com,PayPal,PayPal,1,0.9479222,/home/fujiao/check/PhishingEval/data/phishing4190/logicpalm.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158632.png,downsp.org,eBay,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/downsp.org,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-12/2022-12-02/2022-12-02-288743.png,bafybeidyty7eyn3h32iajghuu54v4k22r5ejocs35krkifb5kkxdgvlbc4.ipfs.dweb.link,Microsoft,Microsoft,1,0.9574294,/home/fujiao/check/PhishingEval/data/phishing4190/bafybeidyty7eyn3h32iajghuu54v4k22r5ejocs35krkifb5kkxdgvlbc4.ipfs.dweb.link,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-01/2022-01-13/2022-01-13-6797.png,mp18.co.uk,Microsoft,Microsoft,1,0.94654363,/home/fujiao/check/PhishingEval/data/phishing4190/mp18.co.uk,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-19469.png,eertt1.xyz,Microsoft,Microsoft,1,0.90722585,/home/fujiao/check/PhishingEval/data/phishing4190/eertt1.xyz,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2022-05/2022-05-02/2022-05-02-84413.png,comunidadefeitto.com.br,Microsoft,Microsoft,1,0.94594043,/home/fujiao/check/PhishingEval/data/phishing4190/comunidadefeitto.com.br,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-94571.png,paypal-intl-service-security.enaoioqi.com,PayPal,PayPal,1,0.9479222,/home/fujiao/check/PhishingEval/data/phishing4190/paypal-intl-service-security.enaoioqi.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17572.png,heffingrestant-protocol.xyz,PostNL,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/heffingrestant-protocol.xyz,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-07/2022-07-26/2022-07-26-116652.png,phracandheating.com,Microsoft,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/phracandheating.com,tagBox0,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-07/2022-07-20/2022-07-20-114187.png,assromontstrv.buzz,Adobe,Adobe,1,0.9059433,/home/fujiao/check/PhishingEval/data/phishing4190/assromontstrv.buzz,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-20/2021-08-20-37354.png,information-winbankgr.com,Piraeus Bank,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/information-winbankgr.com,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2021-10/2021-10-10/2021-10-10-223267.png,vps73110.inmotionhosting.com,Netflix,Netflix,1,0.9108368,/home/fujiao/check/PhishingEval/data/phishing4190/vps73110.inmotionhosting.com,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-07/2021-07-24/2021-07-24-10347.png,glamur.co.il,DHL,DHL Airways,1,0.9229611,/home/fujiao/check/PhishingEval/data/phishing4190/glamur.co.il,tagBox1,tagCRPHTML0,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-49004.png,inspirememory.com,Facebook,Facebook,1,0.9360987,/home/fujiao/check/PhishingEval/data/phishing4190/inspirememory.com,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2021-08/2021-08-19/2021-08-19-21793.png,login-digid.interesting-johnson.188-166-110-128.plesk.page,ABN AMRO Bank,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/login-digid.interesting-johnson.188-166-110-128.plesk.page,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
apwg_sample_4190/2022-01/2022-01-24/2022-01-24-2593.png,cutt.ly,Facebook,Facebook,1,0.95502293,/home/fujiao/check/PhishingEval/data/phishing4190/cutt.ly,tagBox1,tagCRPHTML1,tagCRPscreenshot1,tagBrand1
apwg_sample_4190/2023-05/2023-05-16/2023-05-16-65499.png,docomo-bakuage-selection.com,NTT Docomo,,0,0,/home/fujiao/check/PhishingEval/data/phishing4190/docomo-bakuage-selection.com,tagBox1,tagCRPHTML0,tagCRPscreenshot0,tagBrand0
