brand,scr_path,pred_brand,manipulation
Adobe,apwg451514/2022-01/2022-01-19/2022-01-19-32885.png,Office365,Color
Facebook,apwg451514/2022-01/2022-01-21/2022-01-21-34179.png,Facebook,0
Instagram,apwg451514/2022-01/2022-01-06/2022-01-06-36311.png,Westpac Institutional Banking,0
Facebook,apwg451514/2022-01/2022-01-06/2022-01-06-37782.png,Maersk,Shape
Instagram,apwg451514/2022-01/2022-01-18/2022-01-18-39049.png,Westpac Institutional Banking,0
Instagram,apwg451514/2022-02/2022-02-02/2022-02-02-1020.png,Westpac Institutional Banking,0
Instagram,apwg451514/2022-02/2022-02-07/2022-02-07-3959.png,Instagram,Location
Outlook,apwg451514/2022-02/2022-02-07/2022-02-07-5370.png,Outlook,0
Facebook,apwg451514/2022-02/2022-02-23/2022-02-23-6963.png,smartsheet,0
Facebook,apwg451514/2022-02/2022-02-27/2022-02-27-8829.png,Facebook,0
Facebook,apwg451514/2022-02/2022-02-27/2022-02-27-8910.png,Facebook,0
Facebook,apwg451514/2022-02/2022-02-27/2022-02-27-9624.png,Facebook,Combination
Facebook,apwg451514/2022-02/2022-02-27/2022-02-27-9662.png,Facebook,0
WhatsApp,apwg451514/2022-02/2022-02-05/2022-02-05-10781.png,Desjardins,Combination
Swisscom AG,apwg451514/2022-02/2022-02-24/2022-02-24-13765.png,Instagram,Deletion
Adobe,apwg451514/2022-02/2022-02-08/2022-02-08-15536.png,Adobe,0
WhatsApp,apwg451514/2022-02/2022-02-18/2022-02-18-23399.png,Desjardins,Combination
Instagram,apwg451514/2022-02/2022-02-15/2022-02-15-23859.png,Instagram,Location
Instagram,apwg451514/2022-02/2022-02-25/2022-02-25-24849.png,Instagram,Location
Microsoft 365,apwg451514/2022-02/2022-02-01/2022-02-01-25928.png,Outlook,Combination
AT&T,apwg451514/2022-02/2022-02-01/2022-02-01-27364.png,Navy Federal Credit Union,Combination
Instagram,apwg451514/2022-02/2022-02-10/2022-02-10-28984.png,Westpac Institutional Banking,0
Facebook,apwg451514/2022-02/2022-02-22/2022-02-22-30440.png,Facebook,0
Instagram,apwg451514/2022-02/2022-02-14/2022-02-14-36703.png,Instagram,Location
Instagram,apwg451514/2022-02/2022-02-06/2022-02-06-37983.png,Westpac Institutional Banking,0
Facebook,apwg451514/2022-02/2022-02-12/2022-02-12-38636.png,Facebook,Combination
Instagram,apwg451514/2022-02/2022-02-12/2022-02-12-39215.png,Westpac Institutional Banking,0
Instagram,apwg451514/2022-03/2022-03-29/2022-03-29-4587.png,Instagram,Font
Microsoft Bing,apwg451514/2022-03/2022-03-18/2022-03-18-6716.png,Meridian Credit Union,0
Facebook,apwg451514/2022-03/2022-03-18/2022-03-18-6834.png,Facebook,0
Adobe,apwg451514/2022-03/2022-03-21/2022-03-21-10737.png,Adobe,0
Facebook,apwg451514/2022-03/2022-03-21/2022-03-21-12853.png,Facebook,0
Instagram,apwg451514/2022-03/2022-03-30/2022-03-30-17851.png,Instagram,Location
Facebook,apwg451514/2022-03/2022-03-14/2022-03-14-20608.png,Facebook,Color
Instagram,apwg451514/2022-03/2022-03-14/2022-03-14-20675.png,Instagram,Location
Instagram,apwg451514/2022-03/2022-03-05/2022-03-05-22018.png,Instagram,Location
Facebook,apwg451514/2022-03/2022-03-24/2022-03-24-24109.png,Credit du Nord,Deletion
WhatsApp,apwg451514/2022-03/2022-03-24/2022-03-24-24343.png,Desjardins,Combination
Instagram,apwg451514/2022-03/2022-03-11/2022-03-11-26348.png,Luno,Location
Instagram,apwg451514/2022-03/2022-03-11/2022-03-11-26414.png,Luno,Location
Instagram,apwg451514/2022-03/2022-03-12/2022-03-12-29602.png,Westpac Institutional Banking,0
Instagram,apwg451514/2022-03/2022-03-12/2022-03-12-30452.png,Westpac Institutional Banking,0
Facebook,apwg451514/2022-03/2022-03-04/2022-03-04-31154.png,Banco de Chile,0
Apple,apwg451514/2022-03/2022-03-31/2022-03-31-39065.png,UBS AG,0
Facebook,apwg451514/2022-03/2022-03-31/2022-03-31-52576.png,Facebook,0
Facebook,apwg451514/2022-03/2022-03-10/2022-03-10-58967.png,Banco de Chile,0
Instagram,apwg451514/2022-03/2022-03-20/2022-03-20-60843.png,Luno,Location
Swisscom AG,apwg451514/2022-03/2022-03-13/2022-03-13-62127.png,Instagram,Outdated
Facebook,apwg451514/2022-03/2022-03-13/2022-03-13-62589.png,TD Bank Group,Division
Swisscom AG,apwg451514/2022-03/2022-03-02/2022-03-02-81243.png,Instagram,Location
Instagram,apwg451514/2022-03/2022-03-16/2022-03-16-88264.png,Instagram,Location
Instagram,apwg451514/2022-03/2022-03-16/2022-03-16-88653.png,Instagram,Location
Facebook,apwg451514/2022-03/2022-03-09/2022-03-09-88850.png,Banco de Chile,0
Instagram,apwg451514/2022-03/2022-03-09/2022-03-09-89145.png,Instagram,Location
Instagram,apwg451514/2022-03/2022-03-09/2022-03-09-90632.png,Westpac Institutional Banking,0
Microsoft Bing,apwg451514/2022-03/2022-03-06/2022-03-06-90963.png,Meridian Credit Union,0
Instagram,apwg451514/2022-03/2022-03-22/2022-03-22-92556.png,Westpac Institutional Banking,0
Instagram,apwg451514/2022-03/2022-03-22/2022-03-22-92779.png,National Australia Bank Limited,Font
Orange,apwg451514/2022-04/2022-04-07/2022-04-07-234.png,Adobe,0
Apple,apwg451514/2022-04/2022-04-17/2022-04-17-17858.png,UBS AG,0
Apple,apwg451514/2022-04/2022-04-17/2022-04-17-55766.png,UBS AG,0
Orange,apwg451514/2022-04/2022-04-05/2022-04-05-60383.png,Adobe,0
Orange,apwg451514/2022-04/2022-04-05/2022-04-05-62731.png,Adobe,0
Facebook,apwg451514/2022-04/2022-04-20/2022-04-20-73859.png,Facebook,0
Facebook,apwg451514/2022-04/2022-04-10/2022-04-10-80543.png,Facebook,0
Facebook,apwg451514/2022-04/2022-04-10/2022-04-10-85130.png,Facebook,0
Outlook,apwg451514/2022-04/2022-04-28/2022-04-28-147985.png,Outlook,0
Instagram,apwg451514/2022-04/2022-04-08/2022-04-08-173449.png,Luno,Location
Facebook,apwg451514/2022-04/2022-04-08/2022-04-08-173475.png,Credit du Nord,Deletion
DHL,apwg451514/2022-04/2022-04-19/2022-04-19-190329.png,orange_rockland,0
Facebook,apwg451514/2022-04/2022-04-19/2022-04-19-201894.png,Facebook,Combination
Facebook,apwg451514/2022-04/2022-04-19/2022-04-19-216434.png,Facebook,Combination
DHL,apwg451514/2022-04/2022-04-19/2022-04-19-218100.png,orange_rockland,0
DHL,apwg451514/2022-04/2022-04-19/2022-04-19-224823.png,orange_rockland,0
DHL,apwg451514/2022-04/2022-04-19/2022-04-19-227969.png,orange_rockland,0
Facebook,apwg451514/2022-04/2022-04-19/2022-04-19-236785.png,Facebook,Combination
Societe Generale Group,apwg451514/2022-04/2022-04-09/2022-04-09-238574.png,Lloyds TSB Group,AddTextClose
Nedbank,apwg451514/2022-04/2022-04-26/2022-04-26-244265.png,Naver,0
Apple,apwg451514/2022-04/2022-04-26/2022-04-26-262389.png,MBNA Corportation,0
Microsoft Bing,apwg451514/2022-04/2022-04-26/2022-04-26-279540.png,Office365,Outdated
eBay,apwg451514/2022-04/2022-04-26/2022-04-26-281974.png,Deutsche Telekom,Ratio or Scale
Facebook,apwg451514/2022-04/2022-04-26/2022-04-26-289591.png,Facebook,0
Instagram,apwg451514/2022-04/2022-04-25/2022-04-25-309037.png,Luno,Location
Walmart,apwg451514/2022-04/2022-04-29/2022-04-29-328779.png,postbank,Division
Facebook,apwg451514/2022-04/2022-04-29/2022-04-29-329671.png,1&1 Ionos,Color
Walmart,apwg451514/2022-04/2022-04-29/2022-04-29-330005.png,postbank,Division
Facebook,apwg451514/2022-04/2022-04-29/2022-04-29-330866.png,Credit du Nord,Deletion
Walmart,apwg451514/2022-04/2022-04-29/2022-04-29-331474.png,postbank,Division
Credit Agricole,apwg451514/2022-04/2022-04-21/2022-04-21-379062.png,Bank Al Habib,Outdated
Chase Bank,apwg451514/2022-04/2022-04-23/2022-04-23-388242.png,Nationwide Building Society,0
AT&T,apwg451514/2022-04/2022-04-23/2022-04-23-389976.png,AT&T,Color
Facebook,apwg451514/2022-04/2022-04-18/2022-04-18-406964.png,Facebook,0
Facebook,apwg451514/2022-04/2022-04-18/2022-04-18-423614.png,Facebook,0
Instagram,apwg451514/2022-04/2022-04-18/2022-04-18-426710.png,Westpac Institutional Banking,0
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-450564.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-451281.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-453223.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-460573.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-464230.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-467208.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-468900.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-474205.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-475436.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-476659.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-479874.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-480733.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-480885.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-484754.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-485884.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-488368.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-488402.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-489324.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-490105.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-490331.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-491234.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-491626.png,postbank,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-493100.png,postbank,Division
Facebook,apwg451514/2022-04/2022-04-13/2022-04-13-568357.png,Facebook,0
Facebook,apwg451514/2022-04/2022-04-13/2022-04-13-569560.png,Facebook,0
Facebook,apwg451514/2022-04/2022-04-22/2022-04-22-584960.png,Facebook,0
Instagram,apwg451514/2022-05/2022-05-28/2022-05-28-895.png,National Australia Bank Limited,Combination
Instagram,apwg451514/2022-05/2022-05-28/2022-05-28-1276.png,Westpac Institutional Banking,0
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-9979.png,Naver,Deletion
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-14278.png,Naver,Deletion
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-15723.png,Naver,Deletion
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-15947.png,Naver,Deletion
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-16070.png,Naver,Deletion
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-16833.png,Naver,Deletion
Societe Generale Group,apwg451514/2022-05/2022-05-08/2022-05-08-19642.png,gov_uk,AddTextClose
Facebook,apwg451514/2022-05/2022-05-08/2022-05-08-21192.png,Banco de Chile,0
Instagram,apwg451514/2022-05/2022-05-08/2022-05-08-25870.png,Instagram,Division
Facebook,apwg451514/2022-05/2022-05-05/2022-05-05-44776.png,TD Bank Group,Combination
Facebook,apwg451514/2022-05/2022-05-05/2022-05-05-45098.png,Banco de Chile,0
Commonwealth Bank of Australia,apwg451514/2022-05/2022-05-05/2022-05-05-46663.png,Royal KPN N.V,0
Instagram,apwg451514/2022-05/2022-05-05/2022-05-05-47830.png,Instagram,Location
Facebook,apwg451514/2022-05/2022-05-22/2022-05-22-49488.png,Banco de Chile,0
Facebook,apwg451514/2022-05/2022-05-19/2022-05-19-56626.png,DGI (French Tax Authority),Combination
Facebook,apwg451514/2022-05/2022-05-19/2022-05-19-56793.png,DGI (French Tax Authority),Combination
Facebook,apwg451514/2022-05/2022-05-19/2022-05-19-58359.png,Banco de Chile,0
Facebook,apwg451514/2022-05/2022-05-19/2022-05-19-58459.png,Credit du Nord,Deletion
Facebook,apwg451514/2022-05/2022-05-19/2022-05-19-58787.png,Fifth Third Bank,Color
Facebook,apwg451514/2022-05/2022-05-19/2022-05-19-58815.png,DGI (French Tax Authority),Combination
Facebook,apwg451514/2022-05/2022-05-19/2022-05-19-58980.png,DGI (French Tax Authority),Combination
Facebook,apwg451514/2022-05/2022-05-16/2022-05-16-62083.png,Uber,Combination
Facebook,apwg451514/2022-05/2022-05-23/2022-05-23-66415.png,Bet365,Combination
Facebook,apwg451514/2022-05/2022-05-20/2022-05-20-78810.png,Bank of Montreal,Combination
Facebook,apwg451514/2022-05/2022-05-20/2022-05-20-78855.png,Bank of Montreal,Combination
Facebook,apwg451514/2022-05/2022-05-20/2022-05-20-79578.png,Bank of Montreal,Combination
Facebook,apwg451514/2022-05/2022-05-20/2022-05-20-79621.png,Bank of Montreal,Combination
Instagram,apwg451514/2022-05/2022-05-20/2022-05-20-80531.png,Luno,Location
Facebook,apwg451514/2022-05/2022-05-20/2022-05-20-80821.png,Bank of Montreal,Combination
Instagram,apwg451514/2022-05/2022-05-20/2022-05-20-81827.png,Luno,Location
Facebook,apwg451514/2022-05/2022-05-20/2022-05-20-82325.png,Uber,Combination
Instagram,apwg451514/2022-05/2022-05-21/2022-05-21-86121.png,Westpac Institutional Banking,0
Facebook,apwg451514/2022-05/2022-05-26/2022-05-26-87551.png,DGI (French Tax Authority),0
AT&T,apwg451514/2022-05/2022-05-26/2022-05-26-89509.png,AT&T,Combination
Instagram,apwg451514/2022-05/2022-05-09/2022-05-09-90299.png,Instagram,Location
Facebook,apwg451514/2022-05/2022-05-09/2022-05-09-91827.png,Credit du Nord,Deletion
Instagram,apwg451514/2022-05/2022-05-09/2022-05-09-92652.png,Instagram,Location
Instagram,apwg451514/2022-05/2022-05-09/2022-05-09-96864.png,Instagram,Location
Instagram,apwg451514/2022-05/2022-05-09/2022-05-09-98337.png,Instagram,Location
Instagram,apwg451514/2022-05/2022-05-09/2022-05-09-99046.png,Instagram,Location
Instagram,apwg451514/2022-05/2022-05-09/2022-05-09-99694.png,Luno,Location
Facebook,apwg451514/2022-05/2022-05-31/2022-05-31-103660.png,Caixa Geral de Depositos,Replacement
Facebook,apwg451514/2022-05/2022-05-31/2022-05-31-103843.png,Credit du Nord,Case
Facebook,apwg451514/2022-05/2022-05-31/2022-05-31-104781.png,Caixa Geral de Depositos,Replacement
Facebook,apwg451514/2022-05/2022-05-31/2022-05-31-105893.png,Caixa Geral de Depositos,Replacement
Microsoft Bing,apwg451514/2022-05/2022-05-31/2022-05-31-106477.png,Office365,Outdated
DHL,apwg451514/2022-05/2022-05-31/2022-05-31-106481.png,Societe Generale,Popup
Netflix,apwg451514/2022-05/2022-05-17/2022-05-17-111508.png,Netflix,Background
Apple,apwg451514/2022-05/2022-05-14/2022-05-14-112276.png,UBS AG,Deletion
Instagram,apwg451514/2022-05/2022-05-14/2022-05-14-112568.png,Commonwealth Bank of Australia,Location
Instagram,apwg451514/2022-05/2022-05-25/2022-05-25-114363.png,Instagram,Location
Facebook,apwg451514/2022-05/2022-05-25/2022-05-25-114961.png,Credit du Nord,Deletion
Instagram,apwg451514/2022-05/2022-05-25/2022-05-25-115284.png,Instagram,Location
Instagram,apwg451514/2022-05/2022-05-29/2022-05-29-131649.png,Instagram,Location
Instagram,apwg451514/2022-05/2022-05-27/2022-05-27-209536.png,Luno,Location
Facebook,apwg451514/2022-05/2022-05-27/2022-05-27-210129.png,Facebook,0
Facebook,apwg451514/2022-05/2022-05-30/2022-05-30-210869.png,TD Bank Group,Combination
Facebook,apwg451514/2022-05/2022-05-30/2022-05-30-215204.png,Facebook,0
Facebook,apwg451514/2022-05/2022-05-18/2022-05-18-217591.png,Facebook,0
Instagram,apwg451514/2022-05/2022-05-18/2022-05-18-217801.png,Instagram,Location
Instagram,apwg451514/2022-05/2022-05-15/2022-05-15-219235.png,Luno,Location
Microsoft Bing,apwg451514/2022-06/2022-06-20/2022-06-20-1584.png,Office365,Outdated
Nedbank,apwg451514/2022-06/2022-06-20/2022-06-20-6781.png,Naver,0
Credit Agricole,apwg451514/2022-06/2022-06-20/2022-06-20-7905.png,Credit du Nord,Deletion
Microsoft Bing,apwg451514/2022-06/2022-06-20/2022-06-20-8452.png,Office365,Outdated
Credit Agricole,apwg451514/2022-06/2022-06-20/2022-06-20-8726.png,Credit du Nord,Deletion
DHL,apwg451514/2022-06/2022-06-20/2022-06-20-12327.png,orange_rockland,Popup
Nedbank,apwg451514/2022-06/2022-06-20/2022-06-20-12649.png,Naver,0
DHL,apwg451514/2022-06/2022-06-20/2022-06-20-15314.png,Societe Generale,Popup
Facebook,apwg451514/2022-06/2022-06-23/2022-06-23-17635.png,test_rite,Combination
M&T Bank Corporation,apwg451514/2022-06/2022-06-23/2022-06-23-46910.png,Kiwibank Limited,0
Fifth Third Bank,apwg451514/2022-06/2022-06-24/2022-06-24-188238.png,Fifth Third Bank,Background
Facebook,apwg451514/2022-06/2022-06-01/2022-06-01-277505.png,Uber,Combination
Facebook,apwg451514/2022-06/2022-06-01/2022-06-01-283606.png,test_rite,Combination
Netflix,apwg451514/2022-06/2022-06-15/2022-06-15-290338.png,Netflix,Background
Facebook,apwg451514/2022-06/2022-06-15/2022-06-15-290898.png,"Twitter, Inc",0
American Express,apwg451514/2022-06/2022-06-15/2022-06-15-292240.png,American Express,0
PayPal,apwg451514/2022-06/2022-06-15/2022-06-15-294124.png,PayPal,0
Facebook,apwg451514/2022-06/2022-06-10/2022-06-10-296013.png,1&1 Ionos,Color
M&T Bank Corporation,apwg451514/2022-06/2022-06-21/2022-06-21-312357.png,Kiwibank Limited,0
M&T Bank Corporation,apwg451514/2022-06/2022-06-21/2022-06-21-339680.png,Kiwibank Limited,0
Instagram,apwg451514/2022-06/2022-06-27/2022-06-27-390572.png,Westpac Institutional Banking,0
Facebook,apwg451514/2022-06/2022-06-29/2022-06-29-399907.png,Facebook,Color
DHL,apwg451514/2022-06/2022-06-29/2022-06-29-408070.png,Societe Generale,Popup
M&T Bank Corporation,apwg451514/2022-06/2022-06-03/2022-06-03-458412.png,Kiwibank Limited,0
DHL,apwg451514/2022-06/2022-06-03/2022-06-03-465277.png,Societe Generale,Popup
Facebook,apwg451514/2022-06/2022-06-14/2022-06-14-475503.png,test_rite,Combination
DHL,apwg451514/2022-06/2022-06-19/2022-06-19-498701.png,Societe Generale,Popup
Instagram,apwg451514/2022-06/2022-06-28/2022-06-28-505683.png,itunes,Combination
Fifth Third Bank,apwg451514/2022-06/2022-06-28/2022-06-28-511878.png,Fifth Third Bank,Background
Orange,apwg451514/2022-06/2022-06-28/2022-06-28-513831.png,Adobe,0
CaixaBank,apwg451514/2022-06/2022-06-28/2022-06-28-527097.png,CaixaBank,Color
Facebook,apwg451514/2022-06/2022-06-07/2022-06-07-552774.png,Banco de Chile,0
Instagram,apwg451514/2022-06/2022-06-07/2022-06-07-554321.png,Luno,Location
Instagram,apwg451514/2022-06/2022-06-12/2022-06-12-588501.png,National Australia Bank Limited,Combination
Instagram,apwg451514/2022-06/2022-06-12/2022-06-12-592008.png,Instagram,Location
Facebook,apwg451514/2022-06/2022-06-06/2022-06-06-594982.png,Bank of Montreal,Combination
Facebook,apwg451514/2022-06/2022-06-06/2022-06-06-595928.png,Bank of Montreal,Combination
Facebook,apwg451514/2022-06/2022-06-30/2022-06-30-612055.png,Facebook,Color
Instagram,apwg451514/2022-06/2022-06-30/2022-06-30-634026.png,National Australia Bank Limited,Combination
Facebook,apwg451514/2022-06/2022-06-30/2022-06-30-634796.png,Facebook,Color
Facebook,apwg451514/2022-06/2022-06-05/2022-06-05-646993.png,Bank of Montreal,Combination
Facebook,apwg451514/2022-06/2022-06-05/2022-06-05-658391.png,Bank of Montreal,Combination
Facebook,apwg451514/2022-06/2022-06-05/2022-06-05-662029.png,Bank of Montreal,Combination
Instagram,apwg451514/2022-06/2022-06-08/2022-06-08-666425.png,National Australia Bank Limited,Combination
M&T Bank Corporation,apwg451514/2022-07/2022-07-18/2022-07-18-13768.png,Kiwibank Limited,0
Instagram,apwg451514/2022-07/2022-07-18/2022-07-18-13930.png,Instagram,Location
Instagram,apwg451514/2022-07/2022-07-18/2022-07-18-14689.png,Instagram,Location
M&T Bank Corporation,apwg451514/2022-07/2022-07-06/2022-07-06-21386.png,Kiwibank Limited,0
BT Group,apwg451514/2022-07/2022-07-01/2022-07-01-44659.png,Monmouth Telecom,0
