brand,scr_path,pred_brand
Credit Agricole,apwg451514/2021-10/2021-10-31/2021-10-31-139156.png,cogeco
AT&T,apwg451514/2021-10/2021-10-08/2021-10-08-149033.png,capital_one
Netflix,apwg451514/2021-10/2021-10-09/2021-10-09-174536.png,Netflix
Wells Fargo Bank,apwg451514/2021-10/2021-10-25/2021-10-25-176405.png,smiles
Amazon,apwg451514/2021-10/2021-10-25/2021-10-25-176436.png,grupo_bancolombia
Facebook,apwg451514/2021-10/2021-10-25/2021-10-25-178063.png,cogeco
ING Group,apwg451514/2021-10/2021-10-25/2021-10-25-179233.png,typeform
eBay,apwg451514/2021-10/2021-10-05/2021-10-05-180502.png,strato
Square Bank,apwg451514/2021-10/2021-10-21/2021-10-21-182520.png,
Bank of America,apwg451514/2021-10/2021-10-21/2021-10-21-182711.png,American Express
Wells Fargo Bank,apwg451514/2021-10/2021-10-21/2021-10-21-184879.png,fsnb
Facebook,apwg451514/2021-10/2021-10-17/2021-10-17-203528.png,Credit Suisse AG
Wells Fargo Bank,apwg451514/2021-10/2021-10-15/2021-10-15-213776.png,Sparkasse Bank
Wells Fargo Bank,apwg451514/2021-10/2021-10-10/2021-10-10-224405.png,Deutsche Telekom
La Banque Postale,apwg451514/2021-10/2021-10-06/2021-10-06-226495.png,fsnb
ASB Bank,apwg451514/2021-11/2021-11-02/2021-11-02-32767.png,RuneScape
BT Group,apwg451514/2021-11/2021-11-17/2021-11-17-35035.png,RBC Royal Bank
ASB Bank,apwg451514/2021-11/2021-11-17/2021-11-17-35556.png,Steam
DHL,apwg451514/2021-11/2021-11-27/2021-11-27-45568.png,walmart
DHL,apwg451514/2021-11/2021-11-27/2021-11-27-57559.png,walmart
ING Group,apwg451514/2021-11/2021-11-30/2021-11-30-70279.png,Yahoo!
Santander Bank,apwg451514/2021-11/2021-11-16/2021-11-16-82994.png,First Investment Bank
Wells Fargo Bank,apwg451514/2021-11/2021-11-03/2021-11-03-86070.png,Sparkasse Bank
Microsoft Bing,apwg451514/2021-11/2021-11-03/2021-11-03-86119.png,Apple
Microsoft Bing,apwg451514/2021-11/2021-11-18/2021-11-18-91923.png,AT&T
YouTube,apwg451514/2021-11/2021-11-20/2021-11-20-92910.png,First Investment Bank
YouTube,apwg451514/2021-11/2021-11-21/2021-11-21-95993.png,youtube
Orange,apwg451514/2021-11/2021-11-10/2021-11-10-98085.png,cathay_bank
Chase Bank,apwg451514/2021-11/2021-11-10/2021-11-10-98151.png,United Services Automobile Association
Chase Bank,apwg451514/2021-11/2021-11-10/2021-11-10-99496.png,knab
Chase Bank,apwg451514/2021-11/2021-11-10/2021-11-10-99756.png,knab
Chase Bank,apwg451514/2021-11/2021-11-10/2021-11-10-102162.png,knab
Wells Fargo Bank,apwg451514/2021-11/2021-11-10/2021-11-10-102270.png,smiles
Itau,apwg451514/2021-11/2021-11-25/2021-11-25-109121.png,youtube
Wells Fargo Bank,apwg451514/2021-11/2021-11-29/2021-11-29-126832.png,Absa Group
Santander Bank,apwg451514/2021-11/2021-11-12/2021-11-12-139292.png,First Investment Bank
Facebook,apwg451514/2021-11/2021-11-12/2021-11-12-140181.png,cogeco
Wells Fargo Bank,apwg451514/2021-11/2021-11-12/2021-11-12-140883.png,smiles
International Card Services,apwg451514/2021-11/2021-11-12/2021-11-12-141081.png,grupo_bancolombia
Wells Fargo Bank,apwg451514/2021-11/2021-11-08/2021-11-08-141220.png,Canadian Imperial Bank of Commerce
Microsoft 365,apwg451514/2021-11/2021-11-08/2021-11-08-141236.png,Microsoft OneDrive
Alaska USA Federal Credit Union,apwg451514/2021-11/2021-11-08/2021-11-08-141614.png,SunTrust Bank
Huntington Bank,apwg451514/2021-11/2021-11-08/2021-11-08-141840.png,timeweb
Wells Fargo Bank,apwg451514/2021-11/2021-11-08/2021-11-08-141932.png,Wells Fargo & Company
Wells Fargo Bank,apwg451514/2021-11/2021-11-08/2021-11-08-143462.png,Deutsche Telekom
Chase Bank,apwg451514/2021-11/2021-11-08/2021-11-08-144023.png,knab
Wells Fargo Bank,apwg451514/2021-11/2021-11-13/2021-11-13-150039.png,Deutsche Telekom
DHL,apwg451514/2021-11/2021-11-13/2021-11-13-150355.png,Alibaba
Facebook,apwg451514/2021-11/2021-11-09/2021-11-09-154150.png,
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-154622.png,Absa Group
Chase Bank,apwg451514/2021-11/2021-11-09/2021-11-09-154908.png,United Services Automobile Association
Facebook,apwg451514/2021-11/2021-11-09/2021-11-09-157965.png,cogeco
Wells Fargo Bank,apwg451514/2021-11/2021-11-19/2021-11-19-170624.png,Wells Fargo & Company
YouTube,apwg451514/2021-11/2021-11-19/2021-11-19-175502.png,eBay
Santander Bank,apwg451514/2021-11/2021-11-11/2021-11-11-176266.png,First Investment Bank
Orange,apwg451514/2021-11/2021-11-11/2021-11-11-177140.png,cathay_bank
Wells Fargo Bank,apwg451514/2021-11/2021-11-11/2021-11-11-178955.png,DHL
Orange,apwg451514/2021-11/2021-11-11/2021-11-11-179397.png,cathay_bank
Wells Fargo Bank,apwg451514/2021-11/2021-11-11/2021-11-11-181036.png,Wells Fargo & Company
Credit Agricole,apwg451514/2021-11/2021-11-15/2021-11-15-182104.png,fsnb
Facebook,apwg451514/2021-11/2021-11-15/2021-11-15-182811.png,cogeco
Santander Bank,apwg451514/2021-11/2021-11-15/2021-11-15-185309.png,First Investment Bank
Square Bank,apwg451514/2021-11/2021-11-15/2021-11-15-187296.png,
American Express,apwg451514/2021-12/2021-12-28/2021-12-28-1024.png,AT&T
Credit Agricole,apwg451514/2021-12/2021-12-14/2021-12-14-4682.png,cogeco
Chase Bank,apwg451514/2021-12/2021-12-13/2021-12-13-5048.png,ms_skype
DHL,apwg451514/2021-12/2021-12-15/2021-12-15-6349.png,DHL
Facebook,apwg451514/2021-12/2021-12-22/2021-12-22-33170.png,banco_de_occidente
Bank of America,apwg451514/2021-12/2021-12-20/2021-12-20-35295.png,Bank of America
Wells Fargo Bank,apwg451514/2021-12/2021-12-19/2021-12-19-36288.png,capital_one
Wells Fargo Bank,apwg451514/2021-12/2021-12-19/2021-12-19-36496.png,Alibaba
Swisscom AG,apwg451514/2021-12/2021-12-07/2021-12-07-39098.png,"Twitter, Inc"
ING Group,apwg451514/2021-12/2021-12-01/2021-12-01-58462.png,Yahoo!
Santander Bank,apwg451514/2021-12/2021-12-02/2021-12-02-80074.png,First Investment Bank
AT&T,apwg451514/2021-12/2021-12-17/2021-12-17-88671.png,
Wells Fargo Bank,apwg451514/2021-12/2021-12-17/2021-12-17-89050.png,Deutsche Telekom
Chase Bank,apwg451514/2021-12/2021-12-16/2021-12-16-90209.png,Microsoft OneDrive
Facebook,apwg451514/2022-01/2022-01-20/2022-01-20-126.png,LinkedIn Corporation
Facebook,apwg451514/2022-01/2022-01-14/2022-01-14-4058.png,SunTrust Bank
Wells Fargo Bank,apwg451514/2022-01/2022-01-10/2022-01-10-5685.png,banco_inter
Alaska USA Federal Credit Union,apwg451514/2022-01/2022-01-13/2022-01-13-6926.png,SunTrust Bank
Facebook,apwg451514/2022-01/2022-01-27/2022-01-27-11712.png,Daum
Alaska USA Federal Credit Union,apwg451514/2022-01/2022-01-27/2022-01-27-12717.png,SunTrust Bank
Instagram,apwg451514/2022-01/2022-01-27/2022-01-27-12788.png,Frontier Communications
Facebook,apwg451514/2022-01/2022-01-16/2022-01-16-13419.png,banco_de_occidente
Bank of America,apwg451514/2022-01/2022-01-31/2022-01-31-15104.png,Bank of America
Facebook,apwg451514/2022-01/2022-01-22/2022-01-22-16707.png,RBC Royal Bank
Adobe,apwg451514/2022-01/2022-01-28/2022-01-28-19021.png,Microsoft OneDrive
Chronopost International,apwg451514/2022-01/2022-01-06/2022-01-06-38233.png,smartsheet
Huntington Bank,apwg451514/2022-01/2022-01-06/2022-01-06-38948.png,db
Instagram,apwg451514/2022-02/2022-02-02/2022-02-02-1447.png,smiles
Facebook,apwg451514/2022-02/2022-02-16/2022-02-16-2854.png,Facebook
WhatsApp,apwg451514/2022-02/2022-02-16/2022-02-16-3193.png,WhatsApp
Chase Bank,apwg451514/2022-02/2022-02-07/2022-02-07-4117.png,knab
DHL,apwg451514/2022-02/2022-02-07/2022-02-07-5111.png,DHL
Facebook,apwg451514/2022-02/2022-02-23/2022-02-23-6094.png,Global Sources HK
WhatsApp,apwg451514/2022-02/2022-02-23/2022-02-23-6896.png,WhatsApp
Facebook,apwg451514/2022-02/2022-02-11/2022-02-11-8195.png,Facebook
Facebook,apwg451514/2022-02/2022-02-27/2022-02-27-8410.png,SunTrust Bank
Wells Fargo Bank,apwg451514/2022-02/2022-02-27/2022-02-27-8809.png,Vodafone
Facebook,apwg451514/2022-02/2022-02-27/2022-02-27-9032.png,sharp
Wells Fargo Bank,apwg451514/2022-02/2022-02-04/2022-02-04-10915.png,bradesco
Instagram,apwg451514/2022-02/2022-02-04/2022-02-04-12088.png,otrs
Facebook,apwg451514/2022-02/2022-02-08/2022-02-08-15759.png,CaixaBank
Santander Bank,apwg451514/2022-02/2022-02-08/2022-02-08-16084.png,Itau Unibanco S.A
Halifax,apwg451514/2022-02/2022-02-15/2022-02-15-24593.png,1&1 Ionos
Wells Fargo Bank,apwg451514/2022-02/2022-02-10/2022-02-10-28817.png,Absa Group
Wells Fargo Bank,apwg451514/2022-02/2022-02-10/2022-02-10-29645.png,Absa Group
Facebook,apwg451514/2022-02/2022-02-14/2022-02-14-36092.png,banco_de_occidente
Instagram,apwg451514/2022-02/2022-02-12/2022-02-12-38886.png,Frontier Communications
Facebook,apwg451514/2022-03/2022-03-15/2022-03-15-8015.png,barclays
Credit Agricole,apwg451514/2022-03/2022-03-21/2022-03-21-13003.png,cogeco
Facebook,apwg451514/2022-03/2022-03-30/2022-03-30-14556.png,CaixaBank
Facebook,apwg451514/2022-03/2022-03-14/2022-03-14-20925.png,Chase Personal Banking
DHL,apwg451514/2022-03/2022-03-14/2022-03-14-21761.png,grupo_bancolombia
Instagram,apwg451514/2022-03/2022-03-11/2022-03-11-25785.png,Adobe
Instagram,apwg451514/2022-03/2022-03-11/2022-03-11-26031.png,cathay_bank
Instagram,apwg451514/2022-03/2022-03-25/2022-03-25-28277.png,smiles
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-46637.png,
Huntington Bank,apwg451514/2022-03/2022-03-31/2022-03-31-49875.png,htb
Instagram,apwg451514/2022-03/2022-03-13/2022-03-13-62600.png,
Facebook,apwg451514/2022-03/2022-03-03/2022-03-03-75964.png,Bank of Montreal
Netflix,apwg451514/2022-03/2022-03-01/2022-03-01-79818.png,Netflix
Facebook,apwg451514/2022-03/2022-03-09/2022-03-09-90730.png,
Facebook,apwg451514/2022-03/2022-03-06/2022-03-06-91492.png,Daum
La Banque Postale,apwg451514/2022-04/2022-04-07/2022-04-07-295.png,fsnb
Wells Fargo Bank,apwg451514/2022-04/2022-04-17/2022-04-17-11382.png,Wells Fargo & Company
Sparkasse,apwg451514/2022-04/2022-04-17/2022-04-17-34259.png,Sparkasse Bank
Sparkasse,apwg451514/2022-04/2022-04-17/2022-04-17-44756.png,Sparkasse Bank
Sparkasse,apwg451514/2022-04/2022-04-17/2022-04-17-57326.png,Sparkasse Bank
Sparkasse,apwg451514/2022-04/2022-04-17/2022-04-17-58851.png,Sparkasse Bank
Instagram,apwg451514/2022-04/2022-04-05/2022-04-05-67405.png,smiles
Instagram,apwg451514/2022-04/2022-04-05/2022-04-05-71111.png,smiles
Facebook,apwg451514/2022-04/2022-04-05/2022-04-05-71390.png,
Outlook,apwg451514/2022-04/2022-04-20/2022-04-20-75348.png,Bank of Montreal
Facebook,apwg451514/2022-04/2022-04-01/2022-04-01-77256.png,barclays
Bank of America,apwg451514/2022-04/2022-04-01/2022-04-01-78652.png,Bank of America
Wells Fargo Bank,apwg451514/2022-04/2022-04-10/2022-04-10-82141.png,fsnb
PayPal,apwg451514/2022-04/2022-04-10/2022-04-10-83062.png,
Facebook,apwg451514/2022-04/2022-04-10/2022-04-10-85198.png,walmart
Facebook,apwg451514/2022-04/2022-04-24/2022-04-24-87854.png,SunTrust Bank
Microsoft Bing,apwg451514/2022-04/2022-04-24/2022-04-24-91850.png,Steam
Wells Fargo Bank,apwg451514/2022-04/2022-04-16/2022-04-16-117107.png,fsnb
Sparkasse,apwg451514/2022-04/2022-04-16/2022-04-16-135791.png,Sparkasse Bank
Sparkasse,apwg451514/2022-04/2022-04-16/2022-04-16-141356.png,Sparkasse Bank
Wells Fargo Bank,apwg451514/2022-04/2022-04-12/2022-04-12-164388.png,fsnb
DHL,apwg451514/2022-04/2022-04-04/2022-04-04-181507.png,arnet_tech
Sparkasse,apwg451514/2022-04/2022-04-19/2022-04-19-210887.png,Sparkasse Bank
DHL,apwg451514/2022-04/2022-04-19/2022-04-19-210968.png,snapchat
Wells Fargo Bank,apwg451514/2022-04/2022-04-09/2022-04-09-243315.png,fsnb
Instagram,apwg451514/2022-04/2022-04-26/2022-04-26-247467.png,Webmail Provider
Wells Fargo Bank,apwg451514/2022-04/2022-04-26/2022-04-26-249017.png,smiles
Wells Fargo Bank,apwg451514/2022-04/2022-04-26/2022-04-26-294237.png,smiles
Microsoft Bing,apwg451514/2022-04/2022-04-25/2022-04-25-309269.png,sharp
Instagram,apwg451514/2022-04/2022-04-25/2022-04-25-311698.png,MWeb
Sparkasse,apwg451514/2022-04/2022-04-25/2022-04-25-321216.png,Sparkasse Bank
Wells Fargo Bank,apwg451514/2022-04/2022-04-14/2022-04-14-348622.png,fsnb
Adobe,apwg451514/2022-04/2022-04-21/2022-04-21-382198.png,LinkedIn Corporation
Chase Bank,apwg451514/2022-04/2022-04-23/2022-04-23-389394.png,smartsheet
Sparkasse,apwg451514/2022-04/2022-04-18/2022-04-18-414130.png,Sparkasse Bank
Wells Fargo Bank,apwg451514/2022-04/2022-04-18/2022-04-18-423041.png,fsnb
Sparkasse,apwg451514/2022-04/2022-04-18/2022-04-18-425883.png,Sparkasse Bank
Wells Fargo Bank,apwg451514/2022-04/2022-04-18/2022-04-18-428591.png,fsnb
Wells Fargo Bank,apwg451514/2022-04/2022-04-06/2022-04-06-440962.png,Wells Fargo & Company
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-451336.png,grupo_bancolombia
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-457030.png,grupo_bancolombia
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-459025.png,grupo_bancolombia
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-460947.png,grupo_bancolombia
Facebook,apwg451514/2022-04/2022-04-27/2022-04-27-466480.png,momentum_office_design
Sparkasse,apwg451514/2022-04/2022-04-27/2022-04-27-470197.png,Sparkasse Bank
Sparkasse,apwg451514/2022-04/2022-04-15/2022-04-15-503202.png,Sparkasse Bank
Sparkasse,apwg451514/2022-04/2022-04-15/2022-04-15-505225.png,Sparkasse Bank
Sparkasse,apwg451514/2022-04/2022-04-15/2022-04-15-524296.png,Sparkasse Bank
Facebook,apwg451514/2022-04/2022-04-15/2022-04-15-533145.png,ieee
Sparkasse,apwg451514/2022-04/2022-04-13/2022-04-13-557971.png,Sparkasse Bank
Facebook,apwg451514/2022-04/2022-04-22/2022-04-22-586406.png,momentum_office_design
DHL,apwg451514/2022-05/2022-05-03/2022-05-03-16332.png,fnac
Facebook,apwg451514/2022-05/2022-05-08/2022-05-08-20338.png,ieee
Facebook,apwg451514/2022-05/2022-05-08/2022-05-08-23663.png,Bank of Montreal
Facebook,apwg451514/2022-05/2022-05-08/2022-05-08-23769.png,eBay
ING Group,apwg451514/2022-05/2022-05-04/2022-05-04-35261.png,Netflix
Netflix,apwg451514/2022-05/2022-05-04/2022-05-04-36323.png,Netflix
Facebook,apwg451514/2022-05/2022-05-04/2022-05-04-44508.png,Chase Personal Banking
Credit Agricole,apwg451514/2022-05/2022-05-05/2022-05-05-46748.png,cogeco
DHL,apwg451514/2022-05/2022-05-05/2022-05-05-47177.png,Alibaba
Yahoo,apwg451514/2022-05/2022-05-19/2022-05-19-57859.png,International Card Services B.V
Facebook,apwg451514/2022-05/2022-05-16/2022-05-16-60466.png,SunTrust Bank
DHL,apwg451514/2022-05/2022-05-16/2022-05-16-62032.png,Alibaba
"Rakuten Group, Inc.",apwg451514/2022-05/2022-05-16/2022-05-16-62040.png,UBS AG
Facebook,apwg451514/2022-05/2022-05-01/2022-05-01-62949.png,SunTrust Bank
Facebook,apwg451514/2022-05/2022-05-23/2022-05-23-67341.png,
Naver Corporation,apwg451514/2022-05/2022-05-23/2022-05-23-67440.png,SunTrust Bank
AT&T,apwg451514/2022-05/2022-05-10/2022-05-10-78239.png,PayPal
Chase Bank,apwg451514/2022-05/2022-05-20/2022-05-20-79134.png,CaixaBank
Facebook,apwg451514/2022-05/2022-05-02/2022-05-02-84211.png,1&1 Ionos
Facebook,apwg451514/2022-05/2022-05-21/2022-05-21-86604.png,walmart
"Rakuten Group, Inc.",apwg451514/2022-05/2022-05-07/2022-05-07-102206.png,UBS AG
DHL,apwg451514/2022-05/2022-05-31/2022-05-31-105861.png,DHL
Telstra,apwg451514/2022-05/2022-05-17/2022-05-17-110240.png,First Investment Bank
Huntington Bank,apwg451514/2022-05/2022-05-17/2022-05-17-110630.png,Global Sources HK
Adobe,apwg451514/2022-05/2022-05-17/2022-05-17-111124.png,LinkedIn Corporation
Chase Bank,apwg451514/2022-05/2022-05-17/2022-05-17-111495.png,mdpd
M&T Bank Corporation,apwg451514/2022-05/2022-05-17/2022-05-17-111606.png,lcl
Facebook,apwg451514/2022-05/2022-05-17/2022-05-17-111743.png,Credit Suisse AG
Facebook,apwg451514/2022-05/2022-05-14/2022-05-14-112265.png,LinkedIn Corporation
Instagram,apwg451514/2022-05/2022-05-14/2022-05-14-112460.png,DHL
Chase Bank,apwg451514/2022-05/2022-05-14/2022-05-14-113270.png,mdpd
Navy Federal Credit Union,apwg451514/2022-05/2022-05-25/2022-05-25-114790.png,dkb
Santander Bank,apwg451514/2022-05/2022-05-25/2022-05-25-115039.png,Itau Unibanco S.A
Facebook,apwg451514/2022-05/2022-05-25/2022-05-25-115420.png,barclays
DHL,apwg451514/2022-05/2022-05-29/2022-05-29-116259.png,DHL
Credit Agricole,apwg451514/2022-05/2022-05-29/2022-05-29-124874.png,cogeco
DHL,apwg451514/2022-05/2022-05-29/2022-05-29-129217.png,DHL
DHL,apwg451514/2022-05/2022-05-29/2022-05-29-130569.png,GoDaddy
Facebook,apwg451514/2022-05/2022-05-11/2022-05-11-164969.png,eBay
ING Group,apwg451514/2022-05/2022-05-06/2022-05-06-198790.png,Yahoo!
Facebook,apwg451514/2022-05/2022-05-06/2022-05-06-200506.png,SunTrust Bank
Facebook,apwg451514/2022-05/2022-05-06/2022-05-06-201308.png,Chase Personal Banking
ING Group,apwg451514/2022-05/2022-05-06/2022-05-06-202517.png,snapchat
Bank of America,apwg451514/2022-05/2022-05-30/2022-05-30-215162.png,Bank of America
Facebook,apwg451514/2022-05/2022-05-15/2022-05-15-219502.png,
Facebook,apwg451514/2022-06/2022-06-20/2022-06-20-1601.png,Facebook
Microsoft Bing,apwg451514/2022-06/2022-06-20/2022-06-20-6773.png,blizzard
Microsoft Bing,apwg451514/2022-06/2022-06-20/2022-06-20-7325.png,Bank of America
DHL,apwg451514/2022-06/2022-06-20/2022-06-20-8309.png,RuneScape
Microsoft Bing,apwg451514/2022-06/2022-06-20/2022-06-20-9937.png,Bank of America
Microsoft Bing,apwg451514/2022-06/2022-06-20/2022-06-20-12981.png,mdpd
Sparkasse,apwg451514/2022-06/2022-06-04/2022-06-04-63893.png,Sparkasse Bank
DHL,apwg451514/2022-06/2022-06-04/2022-06-04-67577.png,SunTrust Bank
Magazine Luiza,apwg451514/2022-06/2022-06-22/2022-06-22-157816.png,adidas
Chase Bank,apwg451514/2022-06/2022-06-24/2022-06-24-196807.png,tech_target
Netflix,apwg451514/2022-06/2022-06-24/2022-06-24-197062.png,Netflix
M&T Bank Corporation,apwg451514/2022-06/2022-06-24/2022-06-24-209439.png,IRS
Facebook,apwg451514/2022-06/2022-06-11/2022-06-11-210631.png,barclaycard
Facebook,apwg451514/2022-06/2022-06-11/2022-06-11-215841.png,barclaycard
Facebook,apwg451514/2022-06/2022-06-11/2022-06-11-224460.png,barclaycard
Facebook,apwg451514/2022-06/2022-06-26/2022-06-26-254426.png,Daum
Wells Fargo Bank,apwg451514/2022-06/2022-06-15/2022-06-15-289833.png,Itau Unibanco S.A
Sparkasse,apwg451514/2022-06/2022-06-10/2022-06-10-297593.png,Sparkasse Bank
Chase Bank,apwg451514/2022-06/2022-06-21/2022-06-21-326100.png,hfe
Wells Fargo Bank,apwg451514/2022-06/2022-06-21/2022-06-21-333027.png,smiles
Facebook,apwg451514/2022-06/2022-06-21/2022-06-21-339804.png,lcl
Wells Fargo Bank,apwg451514/2022-06/2022-06-21/2022-06-21-343376.png,banco_inter
Internal Revenue Service,apwg451514/2022-06/2022-06-27/2022-06-27-379334.png,CaixaBank
Adobe,apwg451514/2022-06/2022-06-29/2022-06-29-406259.png,grupo_bancolombia
DHL,apwg451514/2022-06/2022-06-03/2022-06-03-449134.png,DHL
DHL,apwg451514/2022-06/2022-06-03/2022-06-03-452979.png,DHL
DHL,apwg451514/2022-06/2022-06-03/2022-06-03-458877.png,DHL
AT&T,apwg451514/2022-06/2022-06-03/2022-06-03-459771.png,Microsoft OneDrive
Facebook,apwg451514/2022-06/2022-06-03/2022-06-03-462118.png,walmart
Deutsche Bank AG,apwg451514/2022-06/2022-06-03/2022-06-03-466031.png,Google
DHL,apwg451514/2022-06/2022-06-03/2022-06-03-467828.png,DHL
Sparkasse,apwg451514/2022-06/2022-06-14/2022-06-14-473957.png,Sparkasse Bank
Facebook,apwg451514/2022-06/2022-06-14/2022-06-14-474212.png,Wells Fargo & Company
DHL,apwg451514/2022-06/2022-06-19/2022-06-19-495231.png,GoDaddy
Microsoft Bing,apwg451514/2022-06/2022-06-19/2022-06-19-497675.png,blizzard
Facebook,apwg451514/2022-06/2022-06-19/2022-06-19-498176.png,barclaycard
Microsoft Bing,apwg451514/2022-06/2022-06-19/2022-06-19-500449.png,blizzard
Instagram,apwg451514/2022-06/2022-06-02/2022-06-02-503019.png,sharp
Facebook,apwg451514/2022-06/2022-06-02/2022-06-02-503505.png,Daum
