filename,manipulation,true_brand,pred_brand
2022-08_28351.png,Deletion,Facebook,
2022-08_45056.png,Location,Facebook,
2022-08_45899.png,0,Facebook,
2022-08_48592.png,Outdated,Microsoft Bing,
2022-08_48616.png,Outdated,Microsoft Bing,
2022-08_48745.png,Outdated,Microsoft Bing,
2022-08_49212.png,Combination,Facebook,
2022-08_49330.png,Outdated,Microsoft Bing,
2022-08_49786.png,Outdated,Microsoft Bing,
2022-08_49825.png,Outdated,Microsoft Bing,
2022-08_50124.png,0,Adobe,
2022-08_50246.png,0,DHL,
2022-08_50869.png,Outdated,Microsoft Bing,
2022-08_51734.png,Outdated,Microsoft Bing,
2022-08_52082.png,Outdated,Microsoft Bing,
2022-08_52149.png,Outdated,Microsoft Bing,
2022-08_52169.png,0,Facebook,
2022-08_52992.png,0,DHL,
2022-08_54207.png,Outdated,Microsoft Bing,
2022-08_54289.png,0,DHL,
2022-08_54603.png,Combination,Facebook,
2022-08_55001.png,Outdated,Microsoft Bing,
2022-08_55159.png,Outdated,Microsoft Bing,
2022-08_70220.png,AddTextClose,Apple,
2022-08_111889.png,0,DHL,
2022-08_112188.png,Location,Facebook,
2022-08_113387.png,Outdated,Microsoft Bing,
2022-08_113968.png,0,DHL,
2022-08_114541.png,Popup,DHL,
2022-08_115664.png,Popup,DHL,
2022-08_116532.png,Popup,DHL,
2022-08_118250.png,Popup,DHL,
2022-08_120440.png,Outdated,Microsoft Bing,
2022-08_121443.png,Popup,DHL,
2022-08_127208.png,0,Alaska USA Federal Credit Union,
2022-08_131337.png,0,DHL,
2022-08_142775.png,0,Alaska USA Federal Credit Union,
2022-08_206694.png,Color,Facebook,
2022-08_214341.png,0,OneDrive,
2022-08_317681.png,Deletion,Facebook,
2022-08_322693.png,TextAsLogo,Facebook,
2022-08_324477.png,TextAsLogo,Facebook,
2022-08_333855.png,0,DHL,
2022-08_370118.png,Combination,Facebook,
2022-08_385647.png,Color,Facebook,
2022-08_389005.png,Outdated,Microsoft Bing,
2022-08_394374.png,Outdated,Microsoft Bing,
2022-08_395213.png,Outdated,Microsoft Bing,
2022-08_396520.png,Outdated,Microsoft Bing,
2022-08_397213.png,Popup,DHL,
2022-08_397397.png,Outdated,Microsoft Bing,
2022-08_398046.png,Outdated,Microsoft Bing,
2022-08_398675.png,Outdated,Microsoft Bing,
2022-08_399967.png,Outdated,Microsoft Bing,
2022-08_401252.png,Outdated,Microsoft Bing,
2022-08_401967.png,Outdated,Microsoft Bing,
2022-08_403652.png,Outdated,Microsoft Bing,
2022-08_410896.png,Background,Netflix,
2022-08_420224.png,Combination,Facebook,
2022-08_455133.png,Combination,Facebook,
2022-08_468160.png,Popup,DHL,
2022-08_473512.png,Font,Credit Suisse Group AG,
2022-08_473596.png,Popup,DHL,
2022-08_473672.png,Deletion,Facebook,
2022-08_476842.png,Popup,DHL,
2022-09_4816.png,0,DHL,
2022-09_9224.png,0,Facebook,
2022-09_11324.png,Color,Facebook,
2022-09_18793.png,0,DHL,
2022-09_18946.png,0,DHL,
2022-09_20291.png,0,DHL,
2022-09_20427.png,0,DHL,
2022-09_21644.png,0,DHL,
2022-09_41774.png,0,DHL,
2022-09_47534.png,0,DHL,
2022-09_51498.png,Combination,Facebook,
2022-09_51852.png,Combination,Facebook,
2022-09_54461.png,0,DHL,
2022-09_54518.png,Combination,Facebook,
2022-09_54661.png,0,DHL,
2022-09_54839.png,0,DHL,
2022-09_58101.png,Color,Facebook,
2022-09_59656.png,0,DHL,
2022-09_62774.png,0,DHL,
2022-09_63750.png,0,DHL,
2022-09_63832.png,0,DHL,
2022-09_83826.png,Color,Facebook,
2022-09_85525.png,0,DHL,
2022-09_86935.png,Outdated,Microsoft Bing,
2022-09_87520.png,0,DHL,
2022-09_87598.png,0,DHL,
2022-09_89794.png,0,DHL,
2022-09_90388.png,0,DHL,
2022-09_90994.png,0,DHL,
2022-09_91956.png,Popup,DHL,
2022-09_93806.png,Popup,DHL,
2022-09_94042.png,0,DHL,
2022-09_94253.png,0,DHL,
2022-09_94598.png,0,DHL,
2022-09_94860.png,Popup,DHL,
2022-09_97262.png,0,DHL,
2022-09_100480.png,0,DHL,
2022-09_102305.png,0,DHL,
2022-09_104065.png,0,DHL,
2022-09_105514.png,0,DHL,
2022-09_108087.png,Combination,Facebook,
2022-09_110417.png,0,Facebook,
2022-09_112378.png,Combination,Facebook,
2022-09_113054.png,Combination,Facebook,
2022-09_115471.png,0,DHL,
2022-09_130555.png,0,Internal Revenue Service,
2022-09_134293.png,Location,Instagram,
2022-09_139374.png,0,DHL,
2022-09_143548.png,0,DHL,
2022-09_148878.png,Background,GoDaddy,
2022-09_152721.png,Combination,Facebook,
2022-09_156930.png,0,DHL,
2022-09_161169.png,0,DHL,
2022-09_162774.png,0,DHL,
2022-09_165831.png,0,DHL,
2022-09_171197.png,0,DHL,
2022-09_174895.png,0,DHL,
2022-09_182513.png,0,DHL,
2022-09_191421.png,0,DHL,
2022-09_195752.png,0,DHL,
2022-09_200898.png,0,DHL,
2022-09_202949.png,Color,Facebook,
2022-09_209524.png,0,DHL,
2022-09_219572.png,0,Rabobank,
2022-09_220876.png,0,Facebook,
2022-09_229389.png,0,DHL,
2022-09_232213.png,0,DHL,
2022-09_233962.png,0,DHL,
2022-09_234155.png,Outdated,Microsoft Bing,
2022-09_235766.png,Outdated,Microsoft Bing,
2022-09_238039.png,Popup,DHL,
2022-09_238294.png,Popup,DHL,
2022-09_239608.png,Outdated,Microsoft Bing,
2022-09_239719.png,Popup,DHL,
2022-09_239783.png,Outdated,Microsoft Bing,
2022-09_239909.png,Outdated,Microsoft Bing,
2022-09_244937.png,Outdated,Microsoft Bing,
2022-09_244995.png,Outdated,DHL,
2022-09_245486.png,Popup,DHL,
2022-09_248147.png,Outdated,Microsoft Bing,
2022-09_249464.png,0,DHL,
2022-09_249907.png,Outdated,Microsoft Bing,
2022-09_250008.png,Popup,DHL,
2022-10_5587.png,Popup,ING Group,
2022-10_11943.png,0,DHL,
2022-10_14885.png,0,DHL,
2022-10_15094.png,Popup,ING Group,
2022-10_17965.png,0,DHL,
2022-10_19810.png,Popup,ING Group,
2022-10_20125.png,0,DHL,
2022-10_127447.png,0,DHL,
2022-10_158653.png,0,DHL,
2022-10_162823.png,0,DHL,
2022-10_163200.png,0,DHL,
2022-10_167529.png,0,Nedbank,
2022-10_167838.png,Popup,ING Group,
2022-10_168640.png,0,DHL,
2022-10_168717.png,0,DHL,
2022-10_169186.png,0,DHL,
2022-10_182416.png,Popup,ING Group,
2022-10_188582.png,Color,Facebook,
2022-10_237070.png,Combination,Facebook,
2022-10_251618.png,0,DHL,
2022-10_266523.png,0,DHL,
2022-10_287593.png,0,DHL,
2022-10_320591.png,0,DHL,
2022-10_325711.png,0,DHL,
2022-10_361066.png,Deletion,Facebook,
2022-10_444020.png,0,DHL,
2022-10_445563.png,Outdated,Microsoft Bing,
2022-10_445785.png,Outdated,Microsoft Bing,
2022-10_446103.png,0,DHL,
2022-10_446888.png,Deletion,Microsoft Bing,
2022-10_446979.png,0,DHL,
2022-10_446995.png,0,DHL,
2022-10_448128.png,Popup,ING Group,
2022-10_448468.png,Outdated,Microsoft Bing,
2022-10_448520.png,Deletion,Microsoft Bing,
2022-10_449531.png,Outdated,Microsoft Bing,
2022-10_458504.png,Deletion,Facebook,
2022-10_471012.png,Deletion,Facebook,
2022-10_476664.png,0,DHL,
2022-10_483294.png,Deletion,DHL,
2022-10_485124.png,0,DHL,
2022-10_488979.png,0,DHL,
2022-10_490961.png,0,DHL,
2022-10_494281.png,0,DHL,
2022-10_501694.png,0,DHL,
2022-10_503174.png,0,DHL,
2022-10_509975.png,Popup,DHL,
2022-10_510894.png,0,DHL,
2022-10_519276.png,Combination,Facebook,
2022-10_524824.png,0,DHL,
2022-10_529032.png,0,DHL,
2022-10_529215.png,0,DHL,
2022-10_529868.png,Outdated,Microsoft Bing,
2022-10_531248.png,0,DHL,
2022-10_533508.png,0,DHL,
2022-10_535827.png,0,DHL,
2022-10_536009.png,0,DHL,
2022-10_536673.png,0,DHL,
2022-10_538575.png,Ratio or Scale,Facebook,
2022-10_538712.png,0,DHL,
2022-10_539414.png,Ratio or Scale,Facebook,
2022-10_539629.png,Outdated,Microsoft Bing,
2022-10_540533.png,0,DHL,
2022-10_540585.png,Popup,DHL,
2022-10_541388.png,Ratio or Scale,Facebook,
2022-10_542254.png,Outdated,Microsoft Bing,
2022-10_544716.png,Outdated,Microsoft Bing,
2022-10_545451.png,0,DHL,
2022-10_546804.png,Deletion,Microsoft Bing,
2022-10_635871.png,Background,Netflix,
2022-10_788799.png,Popup,ING Group,
2022-10_911991.png,0,DHL,
2022-10_917439.png,0,DHL,
2022-10_920326.png,0,Orange,
2022-10_926579.png,Deletion,Facebook,
2022-10_928011.png,0,DHL,
2022-10_956192.png,Combination,Facebook,
2022-10_967864.png,0,DHL,
2022-10_971544.png,Outdated,Microsoft Bing,
2022-10_995008.png,0,WeTransfer,
2022-10_1014878.png,0,DHL,
2022-10_1016808.png,0,DHL,
2022-10_1023760.png,0,DHL,
2022-10_1026386.png,0,DHL,
2022-10_1032640.png,0,DHL,
2022-10_1039106.png,0,DHL,
2022-10_1068937.png,Combination,Facebook,
2022-10_1081692.png,Combination,Facebook,
2022-10_1132605.png,Combination,Facebook,
2022-10_1150600.png,0,DHL,
2022-10_1234781.png,Popup,ING Group,
2022-10_1251105.png,Outdated,Microsoft Bing,
2022-10_1251365.png,Outdated,Microsoft Bing,
2022-10_1251673.png,0,DHL,
2022-10_1252126.png,0,DHL,
2022-10_1252262.png,Outdated,Microsoft Bing,
2022-10_1252352.png,0,DHL,
2022-10_1252417.png,0,DHL,
2022-10_1252828.png,0,DHL,
2022-10_1254274.png,Outdated,Microsoft Bing,
2022-10_1254369.png,0,DHL,
2022-10_1254675.png,0,Commonwealth Bank of Australia,
2022-10_1256938.png,0,DHL,
2022-10_1258501.png,Deletion,Microsoft Bing,
2022-10_1258548.png,Outdated,Microsoft Bing,
2022-10_1258960.png,Deletion,Microsoft Bing,
2022-10_1260564.png,Outdated,Microsoft Bing,
2022-10_1260673.png,0,DHL,
2022-10_1260749.png,Deletion,Microsoft Bing,
2022-10_1261780.png,0,DHL,
2022-10_1312432.png,0,DHL,
2022-10_1331481.png,Outdated,Microsoft Bing,
2022-10_1332102.png,0,DHL,
2022-10_1334348.png,Outdated,Microsoft Bing,
2022-10_1334507.png,Outdated,Microsoft Bing,
2022-10_1335161.png,0,DHL,
2022-10_1338522.png,0,DHL,
2022-10_1338781.png,0,DHL,
2022-10_1341331.png,0,DHL,
2022-11_214.png,0,DHL,
2022-11_743.png,0,DHL,
2022-11_1921.png,0,DHL,
2022-11_2919.png,0,DHL,
2022-11_3355.png,0,DHL,
2022-11_5510.png,0,DHL,
2022-11_7553.png,Background,GoDaddy,
2022-11_9438.png,0,BT Group,
2022-11_9863.png,0,DHL,
2022-11_16974.png,0,DHL,
2022-11_17287.png,0,DHL,
2022-11_17969.png,0,DHL,
2022-11_19287.png,0,DHL,
2022-11_20029.png,0,DHL,
2022-11_26379.png,0,DHL,
2022-11_33719.png,0,DHL,
2022-11_42269.png,0,Commonwealth Bank of Australia,
2022-11_57377.png,0,DHL,
2022-11_59278.png,0,DHL,
2022-11_62070.png,0,DHL,
2022-11_63583.png,0,DHL,
2022-11_65219.png,0,DHL,
2022-11_67723.png,0,DHL,
2022-11_73878.png,0,DHL,
2022-11_83982.png,0,DHL,
2022-11_85656.png,Deletion,Microsoft Bing,
2022-11_85951.png,Outdated,Microsoft Bing,
2022-11_88189.png,Deletion,Microsoft Bing,
2022-11_91159.png,0,DHL,
2022-11_91722.png,Deletion,Microsoft Bing,
2022-11_93049.png,0,DHL,
2022-11_100358.png,0,DHL,
2022-11_105240.png,0,DHL,
2022-11_118681.png,0,DHL,
2022-11_119920.png,0,DHL,
2022-11_120321.png,0,DHL,
2022-11_121018.png,0,DHL,
2022-11_121981.png,0,DHL,
2022-11_122783.png,0,DHL,
2022-11_123986.png,0,DHL,
2022-11_124912.png,0,DHL,
2022-11_127150.png,0,DHL,
2022-11_129588.png,0,DHL,
2022-11_137037.png,0,DHL,
2022-11_164878.png,0,DHL,
2022-11_171639.png,0,International Card Services,
2022-11_181151.png,0,DHL,
2022-11_181893.png,0,DHL,
2022-11_187783.png,0,DHL,
2022-11_189596.png,Outdated,Microsoft Bing,
2022-11_191419.png,0,Nedbank,
2022-11_192395.png,Popup,DHL,
2022-11_199371.png,Font,Credit Suisse Group AG,
2022-11_200348.png,0,DHL,
2022-11_212636.png,0,DHL,
2022-11_215442.png,0,DHL,
2022-11_219411.png,0,DHL,
2022-11_223289.png,0,DHL,
2022-11_230830.png,0,DHL,
2022-11_236680.png,0,DHL,
2022-11_240764.png,0,DHL,
2022-11_242598.png,0,DHL,
2022-11_246107.png,0,Itau,
2022-11_247380.png,0,DHL,
2022-11_247883.png,0,DHL,
2022-11_248034.png,0,eBay,
2022-11_251615.png,0,DHL,
2022-11_252524.png,0,DHL,
2022-11_253537.png,0,DHL,
2022-11_254020.png,0,DHL,
2022-11_254499.png,0,DHL,
2022-11_258593.png,0,DHL,
2022-11_259141.png,0,DHL,
2022-11_259860.png,0,DHL,
2022-11_261551.png,0,BT Group,
2022-11_262573.png,0,DHL,
2022-11_263148.png,0,DHL,
2022-12_3.png,Popup,DHL,
2022-12_43.png,0,DHL,
2022-12_1688.png,Outdated,Microsoft Bing,
2022-12_2251.png,0,Facebook,
2022-12_2791.png,0,DHL,
2022-12_3108.png,0,DHL,
2022-12_4479.png,Location,Instagram,
2022-12_5365.png,Combination,Facebook,
2022-12_10695.png,Combination,Facebook,
2022-12_11330.png,Combination,Facebook,
2022-12_12236.png,Deletion,DHL,
2022-12_13603.png,0,Microsoft Bing,
2022-12_14441.png,Combination,Facebook,
2022-12_19092.png,Location,WhatsApp,
2022-12_20917.png,Combination,Facebook,
2022-12_34626.png,0,DHL,
2022-12_39089.png,Outdated,Microsoft Bing,
2022-12_43338.png,Outdated,Microsoft Bing,
2022-12_52795.png,Location,Instagram,
2022-12_53406.png,0,DHL,
2022-12_56359.png,Deletion,Microsoft Bing,
2022-12_58896.png,Deletion,Microsoft Bing,
2022-12_60935.png,Outdated,Microsoft Bing,
2022-12_62265.png,Deletion,Facebook,
2022-12_62947.png,Deletion,Microsoft Bing,
2022-12_63702.png,0,Facebook,
2022-12_63798.png,Location,WhatsApp,
2022-12_64943.png,0,Facebook,
2022-12_68423.png,0,DHL,
2022-12_81570.png,Outdated,Microsoft Bing,
2022-12_84096.png,0,DHL,
2022-12_86157.png,Location,Instagram,
2022-12_94262.png,0,DHL,
2022-12_98762.png,0,DHL,
2022-12_98869.png,0,DHL,
2022-12_99548.png,0,Facebook,
2022-12_105147.png,Outdated,Microsoft Bing,
2022-12_105429.png,0,Facebook,
2022-12_107090.png,BrokenLogo,DHL,
2022-12_107244.png,0,Facebook,
2022-12_107892.png,Outdated,Microsoft Bing,
2022-12_139514.png,Outdated,Microsoft Bing,
2022-12_141722.png,Outdated,Microsoft Bing,
2022-12_145660.png,0,Facebook,
2022-12_148675.png,0,DHL,
2022-12_149146.png,0,DHL,
2022-12_149437.png,0,DHL,
2022-12_149469.png,0,DHL,
2022-12_151661.png,Deletion,Facebook,
