brand,scr_path,pred_brand,manipulation
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-155336.png,,0
Chase Bank,apwg451514/2021-11/2021-11-09/2021-11-09-155474.png,,Background
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-156740.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-157033.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-157087.png,,0
Orange,apwg451514/2021-11/2021-11-09/2021-11-09-157286.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-159120.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-159196.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-09/2021-11-09-159937.png,,0
Netflix,apwg451514/2021-11/2021-11-09/2021-11-09-160958.png,,Background
Microsoft Bing,apwg451514/2021-11/2021-11-22/2021-11-22-164627.png,,Outdated
Microsoft Bing,apwg451514/2021-11/2021-11-22/2021-11-22-164676.png,,Outdated
Microsoft Bing,apwg451514/2021-11/2021-11-22/2021-11-22-165550.png,,Outdated
Wells Fargo Bank,apwg451514/2021-11/2021-11-22/2021-11-22-165595.png,,0
Microsoft Bing,apwg451514/2021-11/2021-11-19/2021-11-19-166742.png,,Outdated
Microsoft Bing,apwg451514/2021-11/2021-11-19/2021-11-19-167709.png,,Outdated
Microsoft Bing,apwg451514/2021-11/2021-11-19/2021-11-19-170641.png,,Outdated
Microsoft Bing,apwg451514/2021-11/2021-11-19/2021-11-19-171218.png,,Outdated
Microsoft Bing,apwg451514/2021-11/2021-11-19/2021-11-19-172077.png,,Outdated
Microsoft Bing,apwg451514/2021-11/2021-11-19/2021-11-19-172974.png,,Outdated
Wells Fargo Bank,apwg451514/2021-11/2021-11-19/2021-11-19-175597.png,,0
Orange,apwg451514/2021-11/2021-11-11/2021-11-11-176776.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-11/2021-11-11-177810.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-11/2021-11-11-179248.png,,0
Microsoft Bing,apwg451514/2021-11/2021-11-11/2021-11-11-179906.png,,Outdated
Wells Fargo Bank,apwg451514/2021-11/2021-11-11/2021-11-11-180039.png,,0
LinkedIn,apwg451514/2021-11/2021-11-15/2021-11-15-183618.png,,0
Wells Fargo Bank,apwg451514/2021-11/2021-11-15/2021-11-15-186151.png,,0
Netflix,apwg451514/2021-12/2021-12-14/2021-12-14-3528.png,,Background
Netflix,apwg451514/2021-12/2021-12-14/2021-12-14-4203.png,,Background
Chase Bank,apwg451514/2021-12/2021-12-15/2021-12-15-6621.png,,Background
Netflix,apwg451514/2021-12/2021-12-18/2021-12-18-34299.png,,Background
Swiss Post,apwg451514/2021-12/2021-12-30/2021-12-30-34594.png,,Outdated
Itau,apwg451514/2021-12/2021-12-20/2021-12-20-35012.png,,Background
Netflix,apwg451514/2021-12/2021-12-19/2021-12-19-36172.png,,Background
LinkedIn,apwg451514/2021-12/2021-12-07/2021-12-07-38890.png,,Background
LinkedIn,apwg451514/2021-12/2021-12-07/2021-12-07-38988.png,,0
Swiss Post,apwg451514/2021-12/2021-12-29/2021-12-29-62796.png,,Outdated
Square Bank,apwg451514/2021-12/2021-12-21/2021-12-21-63284.png,,Division
Chase Bank,apwg451514/2021-12/2021-12-16/2021-12-16-90075.png,,Background
Wells Fargo Bank,apwg451514/2021-12/2021-12-16/2021-12-16-91127.png,,0
Wells Fargo Bank,apwg451514/2022-01/2022-01-14/2022-01-14-4444.png,,0
Orange,apwg451514/2022-01/2022-01-10/2022-01-10-5412.png,,0
Square Bank,apwg451514/2022-01/2022-01-10/2022-01-10-5941.png,,Division
Square Bank,apwg451514/2022-01/2022-01-13/2022-01-13-6842.png,,Division
Chase Bank,apwg451514/2022-01/2022-01-13/2022-01-13-7240.png,,Background
Chase Bank,apwg451514/2022-01/2022-01-13/2022-01-13-7676.png,,Background
Swiss Post,apwg451514/2022-01/2022-01-05/2022-01-05-8107.png,,Outdated
Facebook,apwg451514/2022-01/2022-01-17/2022-01-17-8849.png,,0
Adobe,apwg451514/2022-01/2022-01-17/2022-01-17-9525.png,,Color
Wells Fargo Bank,apwg451514/2022-01/2022-01-17/2022-01-17-9746.png,,0
Facebook,apwg451514/2022-01/2022-01-15/2022-01-15-9999.png,,Combination
Facebook,apwg451514/2022-01/2022-01-15/2022-01-15-10618.png,,Combination
Facebook,apwg451514/2022-01/2022-01-15/2022-01-15-10695.png,,Combination
Chase Bank,apwg451514/2022-01/2022-01-27/2022-01-27-12638.png,,Combination
Wells Fargo Bank,apwg451514/2022-01/2022-01-16/2022-01-16-13219.png,,0
Chase Bank,apwg451514/2022-01/2022-01-31/2022-01-31-13786.png,,Background
Facebook,apwg451514/2022-01/2022-01-22/2022-01-22-16293.png,,Combination
Facebook,apwg451514/2022-01/2022-01-22/2022-01-22-16690.png,,Combination
Chase Bank,apwg451514/2022-01/2022-01-09/2022-01-09-16976.png,,Background
Netflix,apwg451514/2022-01/2022-01-02/2022-01-02-17614.png,,Background
Netflix,apwg451514/2022-01/2022-01-25/2022-01-25-19806.png,,Background
Wells Fargo Bank,apwg451514/2022-01/2022-01-25/2022-01-25-20076.png,,0
GoDaddy,apwg451514/2022-01/2022-01-26/2022-01-26-26846.png,,Background
Wells Fargo Bank,apwg451514/2022-01/2022-01-07/2022-01-07-28815.png,,0
Chase Bank,apwg451514/2022-01/2022-01-08/2022-01-08-31378.png,,Combination
Chase Bank,apwg451514/2022-01/2022-01-19/2022-01-19-32904.png,,Background
Facebook,apwg451514/2022-01/2022-01-19/2022-01-19-33124.png,,Color
Adobe,apwg451514/2022-01/2022-01-19/2022-01-19-33152.png,,Color
Wells Fargo Bank,apwg451514/2022-01/2022-01-21/2022-01-21-35177.png,,0
Chase Bank,apwg451514/2022-01/2022-01-06/2022-01-06-36984.png,,Combination
Wells Fargo Bank,apwg451514/2022-01/2022-01-06/2022-01-06-37244.png,,0
Chase Bank,apwg451514/2022-01/2022-01-06/2022-01-06-38242.png,,Background
Webmail,apwg451514/2022-01/2022-01-06/2022-01-06-38383.png,,0
Swisscom AG,apwg451514/2022-02/2022-02-16/2022-02-16-2582.png,,Color
Facebook,apwg451514/2022-02/2022-02-27/2022-02-27-9648.png,,Combination
Chase Bank,apwg451514/2022-02/2022-02-04/2022-02-04-12168.png,,Background
Facebook,apwg451514/2022-02/2022-02-21/2022-02-21-19653.png,,Color
Facebook,apwg451514/2022-02/2022-02-09/2022-02-09-22279.png,,Color
Chase Bank,apwg451514/2022-02/2022-02-01/2022-02-01-26442.png,,Background
Square Bank,apwg451514/2022-02/2022-02-01/2022-02-01-26559.png,,Division
Microsoft Bing,apwg451514/2022-02/2022-02-01/2022-02-01-26646.png,,0
Facebook,apwg451514/2022-02/2022-02-10/2022-02-10-28815.png,,Color
Instagram,apwg451514/2022-02/2022-02-22/2022-02-22-30100.png,,Font
Swiss Post,apwg451514/2022-02/2022-02-13/2022-02-13-32760.png,,Outdated
Square Bank,apwg451514/2022-02/2022-02-14/2022-02-14-36403.png,,Division
Instagram,apwg451514/2022-02/2022-02-12/2022-02-12-39630.png,,Deletion
Square Bank,apwg451514/2022-03/2022-03-29/2022-03-29-900.png,,Division
GoDaddy,apwg451514/2022-03/2022-03-29/2022-03-29-1403.png,,Background
Chase Bank,apwg451514/2022-03/2022-03-30/2022-03-30-16161.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-30/2022-03-30-20332.png,,Background
Facebook,apwg451514/2022-03/2022-03-24/2022-03-24-23130.png,,Deletion
Facebook,apwg451514/2022-03/2022-03-24/2022-03-24-24580.png,,Background
Instagram,apwg451514/2022-03/2022-03-11/2022-03-11-25134.png,,Location
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-34698.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-35822.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-40521.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-40522.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-40855.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-41280.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-43629.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-44379.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-44401.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-44428.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-44615.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-46576.png,,Background
Instagram,apwg451514/2022-03/2022-03-31/2022-03-31-48857.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-49451.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-50086.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-51319.png,,Background
GoDaddy,apwg451514/2022-03/2022-03-31/2022-03-31-53342.png,,Background
Instagram,apwg451514/2022-03/2022-03-20/2022-03-20-61067.png,,Location
Instagram,apwg451514/2022-03/2022-03-13/2022-03-13-61487.png,,Location
Facebook,apwg451514/2022-03/2022-03-13/2022-03-13-61768.png,,Combination
Facebook,apwg451514/2022-03/2022-03-13/2022-03-13-61889.png,,Combination
Facebook,apwg451514/2022-03/2022-03-13/2022-03-13-62603.png,,Combination
GoDaddy,apwg451514/2022-03/2022-03-28/2022-03-28-68231.png,,Background
Swisscom AG,apwg451514/2022-03/2022-03-08/2022-03-08-74659.png,,Deletion
Instagram,apwg451514/2022-03/2022-03-17/2022-03-17-78062.png,,Font
Chase Bank,apwg451514/2022-03/2022-03-01/2022-03-01-79354.png,,Combination
Facebook,apwg451514/2022-03/2022-03-02/2022-03-02-81201.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-17/2022-04-17-13595.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-17/2022-04-17-24977.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-17/2022-04-17-56452.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-20/2022-04-20-75189.png,,0
GoDaddy,apwg451514/2022-04/2022-04-01/2022-04-01-76600.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-01/2022-04-01-77423.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-01/2022-04-01-78248.png,,Background
Chase Bank,apwg451514/2022-04/2022-04-10/2022-04-10-81726.png,,Background
Microsoft Bing,apwg451514/2022-04/2022-04-24/2022-04-24-90996.png,,Outdated
Wells Fargo Bank,apwg451514/2022-04/2022-04-16/2022-04-16-98730.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-16/2022-04-16-109534.png,,0
Instagram,apwg451514/2022-04/2022-04-16/2022-04-16-118376.png,,Location
Facebook,apwg451514/2022-04/2022-04-16/2022-04-16-137534.png,,Combination
Chase Bank,apwg451514/2022-04/2022-04-28/2022-04-28-144204.png,,Background
Wells Fargo Bank,apwg451514/2022-04/2022-04-08/2022-04-08-175917.png,,0
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-177474.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-177529.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-178819.png,,Background
"Rackspace Technology, Inc.",apwg451514/2022-04/2022-04-04/2022-04-04-178822.png,,Outdated
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-182555.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-183039.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-184579.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-185379.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-186280.png,,Background
GoDaddy,apwg451514/2022-04/2022-04-04/2022-04-04-186506.png,,Background
Chase Bank,apwg451514/2022-04/2022-04-19/2022-04-19-190899.png,,Background
Wells Fargo Bank,apwg451514/2022-04/2022-04-09/2022-04-09-238843.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-26/2022-04-26-246338.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-26/2022-04-26-281833.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-26/2022-04-26-290218.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-26/2022-04-26-290796.png,,0
Microsoft Bing,apwg451514/2022-04/2022-04-25/2022-04-25-303028.png,,Outdated
Microsoft Bing,apwg451514/2022-04/2022-04-25/2022-04-25-314636.png,,Outdated
Instagram,apwg451514/2022-04/2022-04-25/2022-04-25-319646.png,,Location
Instagram,apwg451514/2022-04/2022-04-25/2022-04-25-324999.png,,Location
Facebook,apwg451514/2022-04/2022-04-29/2022-04-29-327992.png,,TextAsLogo
Facebook,apwg451514/2022-04/2022-04-29/2022-04-29-328180.png,,Deletion
Facebook,apwg451514/2022-04/2022-04-29/2022-04-29-328819.png,,Combination
Facebook,apwg451514/2022-04/2022-04-29/2022-04-29-329206.png,,Combination
Instagram,apwg451514/2022-04/2022-04-29/2022-04-29-329294.png,,Deletion
Facebook,apwg451514/2022-04/2022-04-29/2022-04-29-329340.png,,TextAsLogo
Walmart,apwg451514/2022-04/2022-04-29/2022-04-29-329759.png,,Division
Walmart,apwg451514/2022-04/2022-04-29/2022-04-29-330749.png,,Division
Chase Bank,apwg451514/2022-04/2022-04-21/2022-04-21-380331.png,,Background
Wells Fargo Bank,apwg451514/2022-04/2022-04-21/2022-04-21-381587.png,,0
Facebook,apwg451514/2022-04/2022-04-21/2022-04-21-382678.png,,Color
Wells Fargo Bank,apwg451514/2022-04/2022-04-18/2022-04-18-392080.png,,0
Chase Bank,apwg451514/2022-04/2022-04-18/2022-04-18-410537.png,,Background
Wells Fargo Bank,apwg451514/2022-04/2022-04-18/2022-04-18-412624.png,,0
Square Bank,apwg451514/2022-04/2022-04-18/2022-04-18-418443.png,,Division
Wells Fargo Bank,apwg451514/2022-04/2022-04-06/2022-04-06-440204.png,,0
Square Bank,apwg451514/2022-04/2022-04-06/2022-04-06-440697.png,,Division
Chase Bank,apwg451514/2022-04/2022-04-06/2022-04-06-441439.png,,Background
Adobe,apwg451514/2022-04/2022-04-30/2022-04-30-445725.png,,0
Instagram,apwg451514/2022-04/2022-04-30/2022-04-30-446166.png,,Location
Facebook,apwg451514/2022-04/2022-04-30/2022-04-30-446213.png,,Deletion
Facebook,apwg451514/2022-04/2022-04-30/2022-04-30-446249.png,,Deletion
Facebook,apwg451514/2022-04/2022-04-30/2022-04-30-448004.png,,Deletion
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-452901.png,,Division
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-463044.png,,Division
Wells Fargo Bank,apwg451514/2022-04/2022-04-27/2022-04-27-468231.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-27/2022-04-27-468313.png,,0
Wells Fargo Bank,apwg451514/2022-04/2022-04-27/2022-04-27-472885.png,,0
Walmart,apwg451514/2022-04/2022-04-27/2022-04-27-485092.png,,Division
Chase Bank,apwg451514/2022-04/2022-04-13/2022-04-13-552477.png,,Background
Wells Fargo Bank,apwg451514/2022-04/2022-04-13/2022-04-13-555013.png,,0
Apple,apwg451514/2022-05/2022-05-28/2022-05-28-1992.png,,AddTextClose
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-14547.png,,Deletion
Naver Corporation,apwg451514/2022-05/2022-05-03/2022-05-03-15087.png,,Deletion
