filename,manipulation,pred_class
2021-11_186209.png,0,youtube
2021-11_187615.png,0,Adobe
2021-12_6079.png,Outdated,Swiss Post
2021-12_37790.png,0,UBS AG
2021-12_54811.png,0,Westpac Institutional Banking
2022-01_5091.png,Ratio or Scale,Huntington Bank
2022-01_8215.png,Color,Yahoo!
2022-01_9937.png,Combination,test_rite
2022-01_10158.png,Combination,test_rite
2022-01_10197.png,Combination,test_rite
2022-01_10306.png,0,Westpac Institutional Banking
2022-01_10321.png,Combination,test_rite
2022-01_10587.png,Combination,test_rite
2022-01_10889.png,Combination,test_rite
2022-01_10945.png,Combination,test_rite
2022-01_12373.png,Combination,Standard Chartered Bank
2022-01_16908.png,Deletion,hfe
2022-01_20670.png,Color,Office365
2022-01_23788.png,Outdated,PostFinance
2022-01_30502.png,0,Banco de Chile
2022-01_32885.png,Color,Office365
2022-01_34179.png,0,Facebook
2022-01_36311.png,0,Westpac Institutional Banking
2022-01_37782.png,Shape,Maersk
2022-01_39049.png,0,Westpac Institutional Banking
2022-02_1020.png,0,Westpac Institutional Banking
2022-02_3959.png,Location,Instagram
2022-02_5370.png,0,Outlook
2022-02_6963.png,0,smartsheet
2022-02_8829.png,0,Facebook
2022-02_8910.png,0,Facebook
2022-02_9624.png,Combination,Facebook
2022-02_9662.png,0,Facebook
2022-02_10781.png,Combination,Desjardins
2022-02_13765.png,Deletion,Instagram
2022-02_15536.png,0,Adobe
2022-02_23399.png,Combination,Desjardins
2022-02_23859.png,Location,Instagram
2022-02_24849.png,Location,Instagram
2022-02_25928.png,Combination,Outlook
2022-02_27364.png,Combination,Navy Federal Credit Union
2022-02_28984.png,0,Westpac Institutional Banking
2022-02_30440.png,0,Facebook
2022-02_36703.png,Location,Instagram
2022-02_37983.png,0,Westpac Institutional Banking
2022-02_38636.png,Combination,Facebook
2022-02_39215.png,0,Westpac Institutional Banking
2022-03_4587.png,Font,Instagram
2022-03_6716.png,0,Meridian Credit Union
2022-03_6834.png,0,Facebook
2022-03_10737.png,0,Adobe
2022-03_12853.png,0,Facebook
2022-03_17851.png,Location,Instagram
2022-03_20608.png,Color,Facebook
2022-03_20675.png,Location,Instagram
2022-03_22018.png,Location,Instagram
2022-03_24109.png,Deletion,Credit du Nord
2022-03_24343.png,Combination,Desjardins
2022-03_26348.png,Location,Luno
2022-03_26414.png,Location,Luno
2022-03_29602.png,0,Westpac Institutional Banking
2022-03_30452.png,0,Westpac Institutional Banking
2022-03_31154.png,0,Banco de Chile
2022-03_39065.png,0,UBS AG
2022-03_52576.png,0,Facebook
2022-03_58967.png,0,Banco de Chile
2022-03_60843.png,Location,Luno
2022-03_62127.png,0,Instagram
2022-03_62589.png,Division,TD Bank Group
2022-03_81243.png,Location,Instagram
2022-03_88264.png,Location,Instagram
2022-03_88653.png,Location,Instagram
2022-03_88850.png,0,Banco de Chile
2022-03_89145.png,Location,Instagram
2022-03_90632.png,0,Westpac Institutional Banking
2022-03_90963.png,0,Meridian Credit Union
2022-03_92556.png,0,Westpac Institutional Banking
2022-03_92779.png,Font,National Australia Bank Limited
2022-04_234.png,0,Adobe
2022-04_17858.png,0,UBS AG
2022-04_55766.png,0,UBS AG
2022-04_60383.png,0,Adobe
2022-04_62731.png,0,Adobe
2022-04_73859.png,0,Facebook
2022-04_80543.png,0,Facebook
2022-04_85130.png,0,Facebook
2022-04_147985.png,0,Outlook
2022-04_173449.png,Location,Luno
2022-04_173475.png,Deletion,Credit du Nord
2022-04_190329.png,0,orange_rockland
2022-04_201894.png,Combination,Facebook
2022-04_216434.png,Combination,Facebook
2022-04_218100.png,0,orange_rockland
2022-04_224823.png,0,orange_rockland
2022-04_227969.png,0,orange_rockland
2022-04_236785.png,Combination,Facebook
2022-04_238574.png,AddTextClose,Lloyds TSB Group
2022-04_244265.png,0,Naver
2022-04_262389.png,0,MBNA Corportation
2022-04_279540.png,Outdated,Office365
2022-04_281974.png,Ratio or Scale,Deutsche Telekom
2022-04_289591.png,0,Facebook
2022-04_309037.png,Location,Luno
2022-04_328779.png,Division,postbank
2022-04_329671.png,Color,1&1 Ionos
2022-04_330005.png,Division,postbank
2022-04_330866.png,Deletion,Credit du Nord
2022-04_331474.png,Division,postbank
2022-04_379062.png,Outdated,Bank Al Habib
2022-04_388242.png,0,Nationwide Building Society
2022-04_389976.png,Color,AT&T
2022-04_406964.png,0,Facebook
2022-04_423614.png,0,Facebook
2022-04_426710.png,0,Westpac Institutional Banking
2022-04_450564.png,Division,postbank
2022-04_451281.png,Division,postbank
2022-04_453223.png,Division,postbank
2022-04_460573.png,Division,postbank
2022-04_464230.png,Division,postbank
2022-04_467208.png,Division,postbank
2022-04_468900.png,Division,postbank
2022-04_474205.png,Division,postbank
2022-04_475436.png,Division,postbank
2022-04_476659.png,Division,postbank
2022-04_479874.png,Division,postbank
2022-04_480733.png,Division,postbank
2022-04_480885.png,Division,postbank
2022-04_484754.png,Division,postbank
2022-04_485884.png,Division,postbank
2022-04_488368.png,Division,postbank
2022-04_488402.png,Division,postbank
2022-04_489324.png,Division,postbank
2022-04_490105.png,Division,postbank
2022-04_490331.png,Division,postbank
2022-04_491234.png,Division,postbank
2022-04_491626.png,Division,postbank
2022-04_493100.png,Division,postbank
2022-04_568357.png,0,Facebook
2022-04_569560.png,0,Facebook
2022-04_584960.png,0,Facebook
2022-05_895.png,Combination,National Australia Bank Limited
2022-05_1276.png,0,Westpac Institutional Banking
2022-05_9979.png,Deletion,Naver
2022-05_14278.png,Deletion,Naver
2022-05_15723.png,Deletion,Naver
2022-05_15947.png,Deletion,Naver
2022-05_16070.png,Deletion,Naver
2022-05_16833.png,Deletion,Naver
2022-05_19642.png,AddTextClose,gov_uk
2022-05_21192.png,0,Banco de Chile
2022-05_25870.png,Division,Instagram
2022-05_44776.png,Combination,TD Bank Group
2022-05_45098.png,0,Banco de Chile
2022-05_46663.png,0,Royal KPN N.V
2022-05_47830.png,Location,Instagram
2022-05_49488.png,0,Banco de Chile
2022-05_56626.png,Combination,DGI (French Tax Authority)
2022-05_56793.png,Combination,DGI (French Tax Authority)
2022-05_58359.png,0,Banco de Chile
2022-05_58459.png,Deletion,Credit du Nord
2022-05_58787.png,Color,Fifth Third Bank
2022-05_58815.png,Combination,DGI (French Tax Authority)
2022-05_58980.png,Combination,DGI (French Tax Authority)
2022-05_62083.png,Combination,Uber
2022-05_66415.png,Combination,Bet365
2022-05_78810.png,Combination,Bank of Montreal
2022-05_78855.png,Combination,Bank of Montreal
2022-05_79578.png,Combination,Bank of Montreal
2022-05_79621.png,Combination,Bank of Montreal
2022-05_80531.png,Location,Luno
2022-05_80821.png,Combination,Bank of Montreal
2022-05_81827.png,Location,Luno
2022-05_82325.png,Combination,Uber
2022-05_86121.png,0,Westpac Institutional Banking
2022-05_87551.png,0,DGI (French Tax Authority)
2022-05_89509.png,Combination,AT&T
2022-05_90299.png,Location,Instagram
2022-05_91827.png,Deletion,Credit du Nord
2022-05_92652.png,Location,Instagram
2022-05_96864.png,Location,Instagram
2022-05_98337.png,Location,Instagram
2022-05_99046.png,Location,Instagram
2022-05_99694.png,Location,Luno
2022-05_103660.png,Replacement,Caixa Geral de Depositos
2022-05_103843.png,Case,Credit du Nord
2022-05_104781.png,Replacement,Caixa Geral de Depositos
2022-05_105893.png,Replacement,Caixa Geral de Depositos
2022-05_106477.png,Outdated,Office365
2022-05_106481.png,Popup,Societe Generale
2022-05_111508.png,Background,Netflix
2022-05_112276.png,Deletion,UBS AG
2022-05_112568.png,Location,Commonwealth Bank of Australia
2022-05_114363.png,Location,Instagram
2022-05_114961.png,Deletion,Credit du Nord
2022-05_115284.png,Location,Instagram
2022-05_131649.png,Location,Instagram
2022-05_209536.png,Location,Luno
2022-05_210129.png,0,Facebook
2022-05_210869.png,Combination,TD Bank Group
2022-05_215204.png,0,Facebook
2022-05_217591.png,0,Facebook
2022-05_217801.png,Location,Instagram
2022-05_219235.png,Location,Luno
2022-06_1584.png,Outdated,Office365
2022-06_6781.png,0,Naver
2022-06_7905.png,Deletion,Credit du Nord
2022-06_8452.png,Outdated,Office365
2022-06_8726.png,Deletion,Credit du Nord
2022-06_12327.png,Popup,orange_rockland
2022-06_12649.png,0,Naver
2022-06_15314.png,Popup,Societe Generale
2022-06_17635.png,Combination,test_rite
2022-06_46910.png,0,Kiwibank Limited
2022-06_188238.png,Background,Fifth Third Bank
2022-06_277505.png,Combination,Uber
2022-06_283606.png,Combination,test_rite
2022-06_290338.png,Background,Netflix
2022-06_290898.png,0,"Twitter, Inc"
2022-06_292240.png,0,American Express
2022-06_294124.png,0,PayPal
2022-06_296013.png,Color,1&1 Ionos
2022-06_312357.png,0,Kiwibank Limited
2022-06_339680.png,0,Kiwibank Limited
2022-06_390572.png,0,Westpac Institutional Banking
2022-06_399907.png,Color,Facebook
2022-06_408070.png,Popup,Societe Generale
2022-06_458412.png,0,Kiwibank Limited
2022-06_465277.png,Popup,Societe Generale
2022-06_475503.png,Combination,test_rite
2022-06_498701.png,Popup,Societe Generale
2022-06_505683.png,Combination,itunes
2022-06_511878.png,Background,Fifth Third Bank
2022-06_513831.png,0,Adobe
2022-06_527097.png,Color,CaixaBank
2022-06_552774.png,0,Banco de Chile
2022-06_554321.png,Location,Luno
2022-06_588501.png,Combination,National Australia Bank Limited
2022-06_592008.png,Location,Instagram
2022-06_594982.png,Combination,Bank of Montreal
2022-06_595928.png,Combination,Bank of Montreal
2022-06_612055.png,Color,Facebook
2022-06_634026.png,Combination,National Australia Bank Limited
2022-06_634796.png,Color,Facebook
2022-06_646993.png,Combination,Bank of Montreal
2022-06_658391.png,Combination,Bank of Montreal
2022-06_662029.png,Combination,Bank of Montreal
2022-06_666425.png,Combination,National Australia Bank Limited
2022-07_13768.png,0,Kiwibank Limited
2022-07_13930.png,Location,Instagram
2022-07_14689.png,Location,Instagram
2022-07_21386.png,0,Kiwibank Limited
2022-07_44659.png,0,Monmouth Telecom
2022-07_63501.png,Combination,National Australia Bank Limited
2022-07_63540.png,0,file_transfer
2022-07_64318.png,0,file_transfer
2022-07_86646.png,0,Adobe
2022-07_88150.png,0,Adobe
2022-07_88208.png,0,National Bank of Canada
2022-07_88277.png,0,National Bank of Canada
2022-07_88951.png,0,National Bank of Canada
2022-07_89240.png,0,National Bank of Canada
2022-07_89905.png,Combination,Meridian Credit Union
2022-07_98628.png,0,American Express
2022-07_99595.png,0,Magalu
2022-07_99760.png,Background,Netflix
2022-07_100597.png,0,Westpac Institutional Banking
2022-07_103089.png,0,Kiwibank Limited
2022-07_110294.png,Combination,test_rite
2022-07_111472.png,Deletion,Credit du Nord
2022-07_112211.png,0,Westpac Institutional Banking
2022-07_112749.png,Combination,Standard Chartered Bank
2022-07_113416.png,Color,Facebook
2022-07_117822.png,0,Westpac Institutional Banking
2022-07_120541.png,Division,Luno
2022-07_120625.png,0,Kiwibank Limited
2022-07_121611.png,Color,Facebook
2022-07_122311.png,0,Adobe
2022-07_124741.png,0,Adobe
2022-08_1179.png,Outdated,Office365
2022-08_2745.png,Replacement,Square
2022-08_3727.png,Outdated,Office365
2022-08_4931.png,Outdated,Office365
2022-08_5542.png,Outdated,Office365
2022-08_6334.png,Outdated,Office365
2022-08_8680.png,Outdated,Office365
2022-08_34666.png,Deletion,Naver
2022-08_44433.png,0,American Express
2022-08_45113.png,Combination,Meridian Credit Union
2022-08_45892.png,Combination,Meridian Credit Union
2022-08_46197.png,Combination,Meridian Credit Union
2022-08_46579.png,0,Facebook
2022-08_46845.png,0,Facebook
2022-08_47063.png,Combination,Instagram
2022-08_47222.png,0,American Express
2022-08_47917.png,0,Facebook
2022-08_47964.png,0,Facebook
2022-08_48887.png,Outdated,Office365
2022-08_48888.png,Combination,test_rite
2022-08_48918.png,Outdated,Office365
2022-08_48985.png,Outdated,Office365
2022-08_50053.png,Combination,test_rite
2022-08_51180.png,Combination,test_rite
2022-08_52403.png,Outdated,Office365
2022-08_52813.png,Outdated,Office365
2022-08_53003.png,Combination,test_rite
2022-08_108726.png,Location,Instagram
2022-08_127880.png,0,Outlook
2022-08_141656.png,Combination,Meridian Credit Union
2022-08_219929.png,Combination,Meridian Credit Union
2022-08_226096.png,Combination,test_rite
2022-08_253509.png,AddTextClose,gov_uk
2022-08_258584.png,Popup,DGI (French Tax Authority)
2022-08_273361.png,Background,Netflix
2022-08_369094.png,Popup,NatWest Personal Banking
2022-08_376387.png,Location,Instagram
2022-08_384637.png,Outdated,Office365
2022-08_390077.png,Outdated,Office365
2022-08_391746.png,Deletion,DHL
2022-08_392854.png,Outdated,Office365
2022-08_396411.png,Outdated,Office365
2022-08_397717.png,Outdated,Office365
2022-08_400469.png,Outdated,Office365
2022-08_400770.png,Outdated,Office365
2022-08_403862.png,Outdated,Office365
2022-08_406765.png,0,Swiss Post
2022-08_463854.png,Combination,test_rite
2022-08_467414.png,Popup,Banco de Chile
2022-08_470230.png,0,Westpac Institutional Banking
2022-08_471362.png,Popup,NatWest Personal Banking
2022-08_473365.png,Deletion,Credit du Nord
2022-08_473940.png,Popup,Office365
2022-09_45968.png,Popup,Office365
2022-09_51427.png,Combination,Meridian Credit Union
2022-09_53364.png,0,Facebook
2022-09_56418.png,Combination,test_rite
2022-09_57618.png,0,Kiwibank Limited
2022-09_58075.png,Combination,test_rite
2022-09_61502.png,Popup,Credit du Nord
2022-09_66905.png,Color,Facebook
2022-09_67555.png,Deletion,Government of Canada
2022-09_68078.png,Color,Facebook
2022-09_68876.png,AddTextClose,gov_uk
2022-09_69469.png,Combination,Meridian Credit Union
2022-09_77428.png,Popup,Societe Generale
2022-09_79689.png,Popup,cetelem
2022-09_81005.png,0,UBS AG
2022-09_84379.png,0,Outlook
2022-09_84470.png,0,Facebook
2022-09_88024.png,Combination,"Twitter, Inc"
2022-09_96596.png,Popup,Banco de Chile
2022-09_98037.png,Outdated,Office365
2022-09_109573.png,Combination,test_rite
2022-09_136580.png,0,Facebook
2022-09_139743.png,0,Facebook
2022-09_142371.png,0,Adobe
2022-09_142834.png,0,Banco de Chile
2022-09_144886.png,Combination,Meridian Credit Union
2022-09_147257.png,0,Westpac Institutional Banking
2022-09_148222.png,0,Facebook
2022-09_153128.png,Combination,Meridian Credit Union
2022-09_154605.png,Popup,Banco de Chile
2022-09_155343.png,Popup,NatWest Personal Banking
2022-09_156408.png,Popup,Office365
2022-09_184557.png,0,Facebook
2022-09_202811.png,0,Banco de Chile
2022-09_218004.png,0,Magalu
2022-09_234277.png,Popup,cetelem
2022-09_236317.png,Outdated,Office365
2022-09_236360.png,Popup,Societe Generale
2022-09_236372.png,Popup,NatWest Personal Banking
2022-09_236518.png,Popup,NatWest Personal Banking
2022-09_236857.png,Popup,Banco de Chile
2022-09_238850.png,Outdated,Office365
2022-09_240991.png,Outdated,Office365
2022-09_244050.png,Outdated,Office365
2022-09_244472.png,Outdated,Office365
2022-09_245629.png,Outdated,Office365
2022-09_246248.png,Outdated,Office365
2022-09_246951.png,Outdated,Office365
2022-09_248147.png,Outdated,Office365
2022-10_121227.png,0,UBS AG
2022-10_151125.png,Color,AT&T
2022-10_158248.png,0,UBS AG
2022-10_162327.png,0,Luno
2022-10_163070.png,0,Adobe
2022-10_165955.png,0,Naver
2022-10_167368.png,Outdated,Office365
2022-10_200011.png,Combination,Meridian Credit Union
2022-10_334608.png,0,UBS AG
2022-10_335165.png,Popup,Office365
2022-10_443194.png,Outdated,Office365
2022-10_443921.png,Color,1&1 Ionos
2022-10_444304.png,Outdated,Office365
2022-10_444990.png,Outdated,Office365
2022-10_447843.png,Outdated,Office365
2022-10_449075.png,Outdated,Office365
2022-10_449765.png,Deletion,Credit du Nord
2022-10_457049.png,Deletion,Credit du Nord
2022-10_458974.png,0,Meridian Credit Union
2022-10_461480.png,Deletion,Credit du Nord
2022-10_468691.png,Deletion,Credit du Nord
2022-10_476436.png,Deletion,Credit du Nord
2022-10_477598.png,Deletion,Credit du Nord
2022-10_480365.png,Combination,Credit Agricole S.A
2022-10_480738.png,Deletion,Credit du Nord
2022-10_490602.png,Popup,Office365
2022-10_507809.png,0,Adobe
2022-10_514594.png,0,Adobe
2022-10_519903.png,Popup,NatWest Personal Banking
2022-10_537851.png,0,Westpac Institutional Banking
2022-10_539218.png,Outdated,Office365
2022-10_863197.png,Combination,Meridian Credit Union
2022-10_938596.png,0,Adobe
2022-10_945898.png,0,Adobe
2022-10_984854.png,Outdated,Office365
2022-10_1081692.png,Combination,test_rite
2022-10_1156406.png,Location,Instagram
2022-10_1203957.png,Deletion,DHL
2022-10_1242096.png,0,Westpac Institutional Banking
2022-10_1250137.png,Location,Instagram
2022-10_1251154.png,Popup,NatWest Personal Banking
2022-10_1253755.png,Outdated,Office365
2022-10_1258590.png,Outdated,Office365
2022-10_1258760.png,Combination,AT&T
2022-10_1261562.png,Outdated,Office365
2022-10_1264986.png,Combination,Credit Agricole S.A
2022-10_1318236.png,Ratio or Scale,Cox Communications
2022-10_1321548.png,Location,Instagram
2022-10_1328913.png,0,American Express
2022-10_1332745.png,0,Naver
2022-10_1340795.png,Location,Instagram
2022-10_1341394.png,0,Naver
2022-11_20221.png,0,Adobe
2022-11_36325.png,Outdated,Office365
2022-11_51309.png,Font,Credit Suisse AG
2022-11_54579.png,Combination,hfe
2022-11_54741.png,Outdated,Office365
2022-11_54919.png,Outdated,Office365
2022-11_54970.png,Font,Credit Suisse AG
2022-11_84377.png,Deletion,Banco de Chile
2022-11_86090.png,Deletion,Banco de Chile
2022-11_93235.png,Combination,test_rite
2022-11_103552.png,Outdated,Office365
2022-11_104767.png,Outdated,Office365
2022-11_106221.png,Outdated,Office365
2022-11_189355.png,0,Adobe
2022-11_195081.png,Font,Credit Suisse AG
2022-11_198600.png,Font,Credit Suisse AG
2022-11_205731.png,Outdated,Office365
2022-11_208444.png,Combination,Instagram
2022-11_212570.png,Combination,Meridian Credit Union
2022-11_243485.png,0,Meridian Credit Union
2022-12_1216.png,Combination,LinkedIn Corporation
2022-12_11117.png,Deletion,DHL
2022-12_52482.png,Combination,AT&T
2022-12_56348.png,Deletion,HSBC Bank
2022-12_56473.png,Deletion,Credit du Nord
2022-12_59922.png,Deletion,Maersk
2022-12_60063.png,Popup,Delta Air Lines
2022-12_62037.png,Deletion,Maersk
2022-12_63275.png,Deletion,Maersk
2022-12_63667.png,0,Banco de Chile
2022-12_63886.png,0,Royal KPN N.V
2022-12_63947.png,0,Banco de Chile
2022-12_78756.png,Location,Instagram
2022-12_96961.png,Combination,BB&T Corporation
2022-12_101950.png,Deletion,Credit du Nord
2022-12_103395.png,0,Banco de Chile
2022-12_126876.png,Outdated,Office365
2022-12_129002.png,Font,Credit Suisse AG
2022-12_129235.png,Font,Credit Suisse AG
2022-12_130369.png,0,BT Group plc
2022-12_135229.png,Outdated,Office365
2022-12_144424.png,0,Banco de Chile
2022-12_145557.png,Outdated,Office365
2022-12_152507.png,0,BT Group plc
2022-12_167950.png,Location,Instagram
2022-12_174041.png,Outdated,Office365
2022-12_174323.png,Outdated,Office365
2022-12_175152.png,0,Banco de Chile
2022-12_207665.png,Location,Instagram
2022-12_208816.png,Color,Facebook
2022-12_209381.png,Combination,test_rite
2022-12_209956.png,Location,Instagram
2022-12_210993.png,Combination,test_rite
2022-12_211049.png,Location,Instagram
2022-12_211153.png,Location,Instagram
2022-12_228440.png,0,Standard Chartered Bank
2022-12_228769.png,0,Credit du Nord
2022-12_230236.png,Location,Instagram
2022-12_243404.png,Outdated,Office365
2022-12_248618.png,Outdated,Office365
2022-12_251278.png,Outdated,Office365
2022-12_258837.png,Deletion,DHL
2022-12_261749.png,Combination,Credit du Nord
2022-12_262509.png,0,Royal KPN N.V
2022-12_263353.png,Division,Luno
2022-12_265493.png,Outdated,Office365
2022-12_280049.png,Outdated,Office365
2022-12_324982.png,0,Westpac Institutional Banking
2022-12_344381.png,0,Dropbox
2022-12_345298.png,0,Huntington Bank
2022-12_351568.png,0,American Express
2022-12_357145.png,0,Banco de Chile
2022-12_360867.png,Deletion,DHL
2022-12_362464.png,Deletion,DHL
2023-01_1843.png,Outdated,Office365
2023-01_12854.png,0,Banco de Chile
2023-01_15935.png,Combination,Meridian Credit Union
2023-01_16744.png,0,Mobile.de
2023-01_22828.png,0,Telstra Corporation Limited
2023-01_42592.png,Location,Instagram
2023-01_50902.png,0,Banco de Chile
2023-01_57815.png,Combination,"Twitter, Inc"
2023-01_73792.png,Combination,test_rite
2023-01_89304.png,Deletion,DHL
2023-01_100219.png,0,Banco de Chile
2023-01_110956.png,0,Banco de Chile
2023-01_116933.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-01_118493.png,Division,First National Bank SA
2023-01_125215.png,Outdated,Office365
2023-01_126793.png,Deletion,DHL
2023-01_134526.png,Location,Instagram
2023-01_134619.png,Outdated,Office365
2023-01_136592.png,0,Sparkasse Bank
2023-01_136755.png,Shape,Credit Agricole S.A
2023-01_146496.png,Outdated,Office365
2023-01_158769.png,0,Credit du Nord
2023-01_163720.png,Outdated,Office365
2023-01_169496.png,0,Banco de Chile
2023-01_180305.png,Location,Instagram
2023-01_187928.png,0,Banco de Chile
2023-01_201068.png,Location,Instagram
2023-01_219896.png,Combination,test_rite
2023-01_220174.png,Deletion,DHL
2023-01_242809.png,0,Banco de Chile
2023-01_245017.png,0,Banco de Chile
2023-01_246961.png,Outdated,Office365
2023-01_256449.png,Combination,Meridian Credit Union
2023-01_258824.png,Outdated,Office365
2023-01_274349.png,Outdated,Office365
2023-01_280160.png,Outdated,Office365
2023-02_2809.png,0,Canadian Imperial Bank of Commerce
2023-02_4643.png,Combination,"Twitter, Inc"
2023-02_6876.png,Location,Instagram
2023-02_7839.png,Location,Instagram
2023-02_19521.png,Color,Office365
2023-02_37480.png,Color,Office365
2023-02_44863.png,Combination,"Twitter, Inc"
2023-02_44924.png,0,Banco de Chile
2023-02_46094.png,0,Canadian Imperial Bank of Commerce
2023-02_69172.png,Popup,WhatsApp
2023-02_72156.png,Outdated,Office365
2023-02_72338.png,Outdated,Office365
2023-02_84548.png,Replacement,"Twitter, Inc"
2023-02_93864.png,Outdated,Office365
2023-02_100123.png,0,Cox Communications
2023-02_102715.png,0,Banco de Chile
2023-02_103079.png,0,Banco de Chile
2023-02_103646.png,0,Banco de Chile
2023-02_106022.png,Popup,WhatsApp
2023-02_113625.png,Popup,Delta Air Lines
2023-02_114905.png,Outdated,Office365
2023-02_116200.png,Outdated,Office365
2023-02_124594.png,Deletion,DHL
2023-02_131519.png,Outdated,Office365
2023-02_149461.png,AddTextClose,gov_uk
2023-03_2452.png,Color,1&1 Ionos
2023-03_12891.png,Combination,Bet365
2023-03_28572.png,0,Banco de Chile
2023-03_29068.png,Location,Instagram
2023-03_35708.png,Division,Luno
2023-03_35826.png,0,Banco de Chile
2023-04_17453.png,0,Canadian Imperial Bank of Commerce
2023-04_18247.png,Case,MWeb
2023-04_21468.png,Combination,LinkedIn Corporation
2023-04_38664.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-04_38749.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-04_38910.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-04_39397.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-04_70568.png,Combination,test_rite
2023-04_78256.png,Popup,Delta Air Lines
2023-04_81725.png,0,PayPal
2023-04_82801.png,Color,1&1 Ionos
2023-04_83302.png,Combination,hfe
2023-04_83530.png,0,Square
2023-04_83915.png,Popup,WhatsApp
2023-05_111.png,Background,Instagram
2023-05_21915.png,AddText,Banco do Brasil S.A
2023-05_21940.png,AddText,Banco do Brasil S.A
2023-05_22044.png,AddText,Banco do Brasil S.A
2023-05_22688.png,AddText,Banco do Brasil S.A
2023-05_22898.png,AddText,Banco do Brasil S.A
2023-05_23564.png,AddText,Banco do Brasil S.A
2023-05_23923.png,Color,Facebook
2023-05_23968.png,AddText,Banco do Brasil S.A
2023-05_23971.png,Color,Facebook
2023-05_24271.png,AddText,Banco do Brasil S.A
2023-05_31036.png,0,DGI (French Tax Authority)
2023-05_39237.png,AddText,Government of Canada
2023-05_42809.png,AddText,Government of Canada
2023-05_43895.png,AddText,Government of Canada
2023-05_45237.png,AddText,Government of Canada
2023-05_48528.png,0,Outlook
2023-05_50000.png,AddText,Banco do Brasil S.A
2023-05_53453.png,Case,MWeb
2023-05_54525.png,Case,MWeb
2023-05_82637.png,AddText,Government of Canada
2023-05_82846.png,AddText,Government of Canada
2023-05_83172.png,AddText,Commonwealth Bank of Australia
2023-05_83313.png,AddText,Government of Canada
2023-05_83544.png,AddText,Government of Canada
2023-05_84137.png,AddText,Government of Canada
2023-05_84458.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-05_85349.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-05_85822.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-05_85896.png,AddText,Government of Canada
2023-05_86132.png,ScreenshotBackground,Commonwealth Bank of Australia
2023-05_89568.png,0,Square
2023-05_93673.png,0,Square
2023-05_112242.png,ScreenshotBackground,Bankia
2023-05_112451.png,AddText,Government of Canada
2023-05_115196.png,ScreenshotBackground,Bankia
2023-05_115456.png,AddText,Government of Canada
2023-05_115842.png,ScreenshotBackground,Bankia
2023-05_115896.png,ScreenshotBackground,Bankia
2023-05_117175.png,AddText,Government of Canada
2023-05_118504.png,AddText,Government of Canada
2023-05_118526.png,ScreenshotBackground,Bankia
2023-05_118560.png,ScreenshotBackground,Bankia
2023-05_119287.png,AddText,Government of Canada
2023-05_119784.png,AddText,Government of Canada
2023-05_119847.png,ScreenshotBackground,Bankia
