scr_path,true_brand,pred_brand,pred_score,pred_target_list,pred_score_list
apwg_sample_4190/2021-10/2021-10-13/2021-10-13-26716.png,Microsoft,bradesco,0.9239695880014033,"['bradesco', 'sharp', 'Government of Canada', 'infinisource', 'infinisource']","[0.9239695880014033, 0.9222495212742713, 0.9168878687999453, 0.9165159105933799, 0.9165159105933799]"
apwg_sample_4190/2022-06/2022-06-23/2022-06-23-41260.png,Santander Bank,Itau Unibanco S.A,0.9333073332658368,"['Itau Unibanco S.A', 'Netflix', 'cathay_bank', 'walmart', 'Landesbank Berlin AG']","[0.9333073332658368, 0.9313924885855224, 0.9313796499629694, 0.9313418204134994, 0.9297196652463144]"
apwg_sample_4190/2021-09/2021-09-16/2021-09-16-1113.png,Amazon,Amazon,0.9612027447731337,"['Amazon', 'Amazon', 'Global Sources HK', 'Amazon', 'Amazon']","[0.9612027447731337, 0.9612027447731337, 0.9527001356237574, 0.9463027344430056, 0.9463027344430056]"
apwg_sample_4190/2022-01/2022-01-15/2022-01-15-9941.png,Microsoft,ocn,0.9345017210813593,"['ocn', 'RBC Royal Bank', 'barclays', 'dkb', 'paschoalotto']","[0.9345017210813593, 0.9340673763476954, 0.9326619739938532, 0.9313347163114317, 0.9313027993614413]"
apwg_sample_4190/2021-09/2021-09-12/2021-09-12-30706.png,Facebook,Chase Personal Banking,0.9418007121082238,"['Chase Personal Banking', 'Facebook', 'Facebook', 'bcp', 'IRS']","[0.9418007121082238, 0.9413291532531585, 0.9413291532531585, 0.9406786187693674, 0.9373845173648381]"
apwg_sample_4190/2021-09/2021-09-03/2021-09-03-14783.png,VTB Bank,dkb,0.9260746307645994,"['dkb', 'Apple', 'dkb', 'barclaycard', 'typeform']","[0.9260746307645994, 0.9219890534868503, 0.9207965851008197, 0.920320651616116, 0.9174601072984603]"
apwg_sample_4190/2021-08/2021-08-29/2021-08-29-53668.png,Credit Agricole,cogeco,0.9233543597229685,"['cogeco', 'tech_target', 'tech_target', 'IRS', 'test_rite']","[0.9233543597229685, 0.9210040669881471, 0.9210040669881471, 0.9174955595155131, 0.9174554168247275]"
apwg_sample_4190/2021-09/2021-09-03/2021-09-03-15314.png,Netflix,Netflix,0.9187212523308744,"['Netflix', 'arnet_tech', 'blizzard', 'Netflix', 'RuneScape']","[0.9187212523308744, 0.9139815275782329, 0.9132890328496653, 0.9132284992479508, 0.9127992063554267]"
apwg_sample_4190/2021-07/2021-07-27/2021-07-27-16733.png,DHL,DHL,0.9290444770395029,"['DHL', 'DHL', 'DHL', 'DHL', 'DHL']","[0.9290444770395029, 0.9281516064636413, 0.9252216692069997, 0.9220747771049999, 0.9216060807465547]"
apwg_sample_4190/2023-07/2023-07-27/2023-07-27-35504.png,DHL,,0,[],[]
apwg_sample_4190/2021-08/2021-08-15/2021-08-15-34861.png,Banco Pichincha,walmart,0.9305290464777584,"['walmart', 'Alibaba', 'Alibaba', 'Amazon', 'Airbnb, Inc']","[0.9305290464777584, 0.9279706430292967, 0.9279706430292967, 0.9277876855436801, 0.9267881681126108]"
apwg_sample_4190/2021-07/2021-07-18/2021-07-18-14771.png,Halifax,1&1 Ionos,0.9254943256885688,"['1&1 Ionos', 'Bank of Montreal', 'Chase Personal Banking', 'lcl', 'Standard Chartered Bank']","[0.9254943256885688, 0.9251899951615301, 0.9244088477601448, 0.9229692281389485, 0.9219992773423313]"
apwg_sample_4190/2021-08/2021-08-20/2021-08-20-36500.png,Facebook,Facebook,0.9314614407422706,"['Facebook', 'Facebook', 'Facebook', 'bahia', 'Facebook']","[0.9314614407422706, 0.9314614407422706, 0.9232071411321074, 0.9228689363451108, 0.9228513927518495]"
apwg_sample_4190/2021-09/2021-09-27/2021-09-27-22904.png,Santander Bank,Sparkasse Bank,0.9139850236259826,"['Sparkasse Bank', 'Bank of America', 'walmart', 'typeform', 'ziggo']","[0.9139850236259826, 0.9138739873484233, 0.9126459919490594, 0.9109633156250352, 0.910822740394743]"
apwg_sample_4190/2023-05/2023-05-23/2023-05-23-27714.png,Apple,AT&T,0.9413006560548726,"['AT&T', 'AT&T', 'MyEtherWallet', 'Microsoft OneDrive', 'smartsheet']","[0.9413006560548726, 0.9333701867652567, 0.9303814046100789, 0.9291590966736362, 0.9291109438079427]"
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17691.png,Ecco,,0,[],[]
apwg_sample_4190/2022-03/2022-03-31/2022-03-31-46954.png,Adobe,LinkedIn Corporation,0.9365166844139956,"['LinkedIn Corporation', 'LinkedIn Corporation', 'LinkedIn Corporation', 'LinkedIn Corporation', 'LinkedIn Corporation']","[0.9365166844139956, 0.9355106005788341, 0.9355106005788341, 0.9352127604124819, 0.9352127604124819]"
apwg_sample_4190/2022-06/2022-06-24/2022-06-24-184916.png,Adobe,Chase Personal Banking,0.9362970013818985,"['Chase Personal Banking', 'Chase Personal Banking', 'Chase Personal Banking', 'Chase Personal Banking', 'Netflix']","[0.9362970013818985, 0.9362970013818985, 0.9362970013818985, 0.9362970013818985, 0.9337275814250053]"
apwg_sample_4190/2022-04/2022-04-20/2022-04-20-73697.png,Microsoft,Google,0.9348189430046294,"['Google', 'Google', 'Google', 'Google', 'Google']","[0.9348189430046294, 0.9347703299778743, 0.9328410056857289, 0.9323872229512865, 0.9319556012761167]"
apwg_sample_4190/2021-08/2021-08-16/2021-08-16-11122.png,Ozon,Google,0.9273222204463495,"['Google', 'youtube', 'dkb', 'Alibaba', 'Alibaba']","[0.9273222204463495, 0.9272180430328213, 0.9238787187033197, 0.9222160685333088, 0.9222160685333088]"
apwg_sample_4190/2021-10/2021-10-27/2021-10-27-64209.png,Chase Bank,otrs,0.9471281374836467,"['otrs', 'BT Group plc', 'summit_bank', 'Banco de Cordoba', 'Government of Canada']","[0.9471281374836467, 0.9419310245861632, 0.9399791489378354, 0.9397187898578574, 0.9390719561987454]"
apwg_sample_4190/2021-07/2021-07-21/2021-07-21-3867.png,PayPal,American Express,0.9039568545511598,"['American Express', 'SunTrust Bank', 'barclays', 'Bank of Montreal', 'Bank of Montreal']","[0.9039568545511598, 0.9032884102180617, 0.9000618815150699, 0.8993931502239348, 0.8993494497319647]"
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3537.png,DHL,snapchat,0.918265785461516,"['snapchat', 'Airbnb, Inc', 'DHL', 'ziggo', 'Wells Fargo & Company']","[0.918265785461516, 0.9110660885187093, 0.9100478821957436, 0.9097981412165833, 0.9095952015802656]"
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-462.png,Facebook,Amazon,0.9398763894609048,"['Amazon', 'Amazon', 'LinkedIn Corporation', 'momentum_office_design', 'Facebook']","[0.9398763894609048, 0.9398763894609048, 0.9347705572175663, 0.9343487388398709, 0.9320485991863257]"
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1184.png,Webmail,Webmail Provider,0.964900024728051,"['Webmail Provider', 'Itau Unibanco S.A', 'Stripe', 'Stripe', 'Stripe']","[0.964900024728051, 0.938174919854523, 0.9364603724004148, 0.9364603724004148, 0.9364603724004148]"
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-18305.png,Webmail,,0,[],[]
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24769.png,PayPal,Bank of Montreal,0.952607843030542,"['Bank of Montreal', 'Bank of Montreal', 'Bank of Montreal', '1&1 Ionos', 'bahia']","[0.952607843030542, 0.952607843030542, 0.952607843030542, 0.9481024686547347, 0.945563634546718]"
apwg_sample_4190/2022-07/2022-07-15/2022-07-15-5140.png,OneDrive,1&1 Ionos,0.93602842440973,"['1&1 Ionos', 'Microsoft OneDrive', 'adidas', 'Steam', 'otrs']","[0.93602842440973, 0.9299037146500204, 0.9290284180576311, 0.9266435351917184, 0.9266053878654048]"
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-3120.png,Facebook,Amazon,0.9399966285503278,"['Amazon', 'Amazon', 'LinkedIn Corporation', 'momentum_office_design', 'Facebook']","[0.9399966285503278, 0.9399966285503278, 0.9345488387292046, 0.9344074366789601, 0.9320875089801687]"
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30128.png,AOL,barclays,0.9326172908756108,"['barclays', 'Bank of Montreal', 'Bank of Montreal', 'Bank of Montreal', 'Bank of Montreal']","[0.9326172908756108, 0.9324830984294988, 0.9296496366095605, 0.9296496366095605, 0.9296496366095605]"
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-24551.png,Webmail,,0,[],[]
apwg_sample_4190/2021-07/2021-07-22/2021-07-22-19116.png,Webmail,,0,[],[]
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-882.png,Facebook,Amazon,0.9398763894609048,"['Amazon', 'Amazon', 'LinkedIn Corporation', 'momentum_office_design', 'Facebook']","[0.9398763894609048, 0.9398763894609048, 0.9347705572175663, 0.9343487388398709, 0.9320485991863257]"
apwg_sample_4190/2021-11/2021-11-01/2021-11-01-111796.png,Orange,cathay_bank,0.9363828853903968,"['cathay_bank', 'Orange', 'typeform', 'typeform', 'Commonwealth Bank of Australia']","[0.9363828853903968, 0.936368314557865, 0.9312376665419789, 0.9312182606237441, 0.9307861262863727]"
apwg_sample_4190/2021-08/2021-08-04/2021-08-04-47661.png,Twitter,walmart,0.929644243148477,"['walmart', 'Apple', 'Capitec Bank Limited', 'CaixaBank', 'Instagram']","[0.929644243148477, 0.9291048623935722, 0.9275469558312012, 0.9266387692896435, 0.9264656948168467]"
apwg_sample_4190/2021-07/2021-07-19/2021-07-19-22961.png,Facebook,Facebook,0.9413144795266121,"['Facebook', 'Facebook', 'Amazon', 'Amazon', 'erste']","[0.9413144795266121, 0.9413144795266121, 0.9399318329297632, 0.9399318329297632, 0.9376669026733507]"
apwg_sample_4190/2021-07/2021-07-30/2021-07-30-21826.png,ING Group,TradeKey,0.927873513373803,"['TradeKey', 'TradeKey', 'Alibaba', 'Alibaba', 'ziggo']","[0.927873513373803, 0.927873513373803, 0.9226925349849296, 0.9213058008832377, 0.9187942440477199]"
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-51034.png,Intesa Sanpaolo,Citrix ShareFile,0.9434390725444265,"['Citrix ShareFile', 'Airbnb, Inc', 'Capitec Bank Limited', 'momentum_office_design', 'Alibaba']","[0.9434390725444265, 0.9367705004298446, 0.9326473270345166, 0.9323824416981106, 0.9314042269931045]"
apwg_sample_4190/2021-09/2021-09-15/2021-09-15-28102.png,Lloyds Bank,ieee,0.9284695617139825,"['ieee', 'ieee', 'ieee', 'Lloyds TSB Group', 'Lloyds TSB Group']","[0.9284695617139825, 0.9265486307169292, 0.9248406249617722, 0.9224153818554768, 0.9224153818554768]"
apwg_sample_4190/2021-09/2021-09-08/2021-09-08-30039.png,ING Group,Dropbox,0.9248073055608732,"['Dropbox', 'fnac', 'fnac', 'Yahoo!', 'Dropbox']","[0.9248073055608732, 0.9208359426772209, 0.9172514617526164, 0.9172130796815522, 0.9167032290591867]"
apwg_sample_4190/2021-07/2021-07-17/2021-07-17-13304.png,Credit Agricole,fsnb,0.9362896005599582,"['fsnb', 'Bank of Montreal', 'banco_de_occidente', 'Government of Canada', 'walmart']","[0.9362896005599582, 0.9355879459210062, 0.9342750080903133, 0.9330387857349003, 0.9320728049341489]"
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-1944.png,Facebook,SunTrust Bank,0.9225944528004966,"['SunTrust Bank', 'SunTrust Bank', 'BNP Paribas', 'TradeKey', 'TradeKey']","[0.9225944528004966, 0.9223612135827286, 0.9191193396659236, 0.916070945776766, 0.916061884525494]"
apwg_sample_4190/2021-10/2021-10-13/2021-10-13-25860.png,Piraeus Bank,fnac,0.9165940389896475,"['fnac', 'snapchat', 'Airbnb, Inc', 'fnac', 'Etisalat']","[0.9165940389896475, 0.9151698576498879, 0.913336654516238, 0.909693955526557, 0.9086738394518952]"
apwg_sample_4190/2021-08/2021-08-11/2021-08-11-28343.png,Timeweb,Orange,0.9412044264791186,"['Orange', 'adidas', 'United Services Automobile Association', 'AOL', 'sicil_shop']","[0.9412044264791186, 0.9411795964722607, 0.9399417998028791, 0.9389568627674374, 0.9368329737300437]"
apwg_sample_4190/2021-08/2021-08-14/2021-08-14-41838.png,Credit Agricole,cogeco,0.9251465342905965,"['cogeco', 'tech_target', 'tech_target', 'IRS', 'test_rite']","[0.9251465342905965, 0.9225532507840769, 0.9225532507840769, 0.9204270959657151, 0.9181650401585033]"
apwg_sample_4190/2022-01/2022-01-17/2022-01-17-8620.png,Apple,Apple,0.9714196755571116,"['Apple', 'Apple', 'arnet_tech', 'Microsoft OneDrive', 'Microsoft OneDrive']","[0.9714196755571116, 0.9682989063004606, 0.9520998353328181, 0.9504491462294793, 0.9498063464691108]"
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38465.png,Microsoft,Office365,0.9770348383509835,"['Office365', 'Microsoft OneDrive', 'Microsoft OneDrive', 'Microsoft OneDrive', 'Microsoft OneDrive']","[0.9770348383509835, 0.9691422430265921, 0.9597639591006091, 0.9591153158913625, 0.959115188323739]"
apwg_sample_4190/2021-11/2021-11-29/2021-11-29-116113.png,Yahoo,Dropbox,0.9269221687166154,"['Dropbox', 'Bank of New Zealand', 'Swisscom IT Services AG', 'Daum', 'RBC Royal Bank']","[0.9269221687166154, 0.9245281336676467, 0.9219201365132356, 0.9197074528025565, 0.9182966269679369]"
apwg_sample_4190/2022-03/2022-03-30/2022-03-30-19544.png,Microsoft,Microsoft OneDrive,0.9727651273136585,"['Microsoft OneDrive', 'Microsoft OneDrive', 'Microsoft OneDrive', 'Microsoft OneDrive', 'Outlook']","[0.9727651273136585, 0.9722612600552515, 0.9720987138466524, 0.9713699087200431, 0.9631435623038918]"
apwg_sample_4190/2021-10/2021-10-17/2021-10-17-196791.png,Chase Bank,"Airbnb, Inc",0.9524585251793919,"['Airbnb, Inc', 'Airbnb, Inc', 'barclays', 'mbank', 'eBay']","[0.9524585251793919, 0.9487330661089755, 0.9476431878069382, 0.94756010096584, 0.9456251143640778]"
apwg_sample_4190/2022-06/2022-06-17/2022-06-17-395140.png,Facebook,Amazon,0.9471145550167213,"['Amazon', 'Amazon', 'momentum_office_design', 'eBay', 'Amazon']","[0.9471145550167213, 0.9471145550167213, 0.9358374641494275, 0.934289424316938, 0.933841092459848]"
apwg_sample_4190/2022-09/2022-09-27/2022-09-27-233596.png,Microsoft,Swisscom IT Services AG,0.9302150228476342,"['Swisscom IT Services AG', 'Swisscom IT Services AG', 'Swisscom IT Services AG', 'Swisscom IT Services AG', 'Swisscom IT Services AG']","[0.9302150228476342, 0.930047618525713, 0.928026553132425, 0.928026553132425, 0.9278591488105039]"
apwg_sample_4190/2021-07/2021-07-20/2021-07-20-2258.png,Piraeus Bank,fnac,0.9164034712688727,"['fnac', 'Itau Unibanco S.A', 'snapchat', 'fnac', 'Bankia']","[0.9164034712688727, 0.9119309020255504, 0.9092754837800708, 0.9092060995007696, 0.9075311788347116]"
apwg_sample_4190/2022-10/2022-10-09/2022-10-09-228457.png,DHL,LinkedIn Corporation,0.8928934306271229,"['LinkedIn Corporation', 'PayPal', 'smartsheet', 'bcp', 'netsons']","[0.8928934306271229, 0.8871315884744522, 0.8869551012862829, 0.886602570232108, 0.8852301329189447]"
apwg_sample_4190/2021-07/2021-07-15/2021-07-15-20818.png,VTB Bank,,0,[],[]
apwg_sample_4190/2021-10/2021-10-21/2021-10-21-182065.png,Timeweb,timeweb,0.9494887782551941,"['timeweb', 'sicil_shop', 'sicil_shop', 'crate_and_barrel', 'walmart']","[0.9494887782551941, 0.9434521761326986, 0.9434521761326986, 0.940764487648168, 0.9391417018972883]"
apwg_sample_4190/2022-08/2022-08-18/2022-08-18-388757.png,DHL,SunTrust Bank,0.9273567663243744,"['SunTrust Bank', 'BB&T Corporation', 'BB&T Corporation', 'Allegro', 'walmart']","[0.9273567663243744, 0.9267584216472592, 0.9246158835797347, 0.9232952414904415, 0.9214522672324131]"
apwg_sample_4190/2022-04/2022-04-27/2022-04-27-459669.png,BT Group,,0,[],[]
apwg_sample_4190/2022-08/2022-08-28/2022-08-28-48302.png,Regions Financial Corporation,momentum_office_design,0.9229556726803176,"['momentum_office_design', 'Airbnb, Inc', 'Airbnb, Inc', 'Daum', 'Airbnb, Inc']","[0.9229556726803176, 0.9190293710591666, 0.9182751139370805, 0.917831257988593, 0.917331669676809]"
apwg_sample_4190/2022-09/2022-09-22/2022-09-22-175362.png,E-Mail Provider,,0,[],[]
apwg_sample_4190/2022-12/2022-12-30/2022-12-30-66103.png,E-Mail Provider,fsnb,0.9535836643991286,"['fsnb', 'fsnb', 'fsnb', '1&1 Ionos', '1&1 Ionos']","[0.9535836643991286, 0.9535836643991286, 0.9531354741373865, 0.9503429192715821, 0.9503429192715821]"
apwg_sample_4190/2022-05/2022-05-06/2022-05-06-208137.png,Chase Bank,United Services Automobile Association,0.9341506945627294,"['United Services Automobile Association', 'bradesco', 'Steam', 'United Services Automobile Association', 'capital_one']","[0.9341506945627294, 0.9328272546479782, 0.9324323060697616, 0.9319390752690867, 0.9310552755140813]"
apwg_sample_4190/2022-05/2022-05-10/2022-05-10-77657.png,Microsoft,cathay_bank,0.9326225978699082,"['cathay_bank', 'cogeco', 'cloudconvert', 'United Services Automobile Association', 'United Services Automobile Association']","[0.9326225978699082, 0.9322657616934256, 0.931974683868939, 0.9309749248955936, 0.9307971898724718]"
apwg_sample_4190/2021-10/2021-10-15/2021-10-15-215281.png,Namecheap,Steam,0.9440758192717345,"['Steam', 'xtrix_tv', 'cryptobridge', 'otrs', 'Steam']","[0.9440758192717345, 0.9439005572985969, 0.9438460936693404, 0.9416345607589639, 0.9400119673606318]"
apwg_sample_4190/2021-08/2021-08-07/2021-08-07-26676.png,Societe Generale Group,bradesco,0.9215792211145617,"['bradesco', 'Bank of America', 'barclays', 'Government of Canada', 'qnb']","[0.9215792211145617, 0.920707105482666, 0.917145426005426, 0.9158715804257938, 0.9156792929469284]"
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-18840.png,Banco Pichincha,Amazon,0.9403294149626555,"['Amazon', 'Amazon', 'Amazon', 'Amazon', 'Adobe']","[0.9403294149626555, 0.9376672864189114, 0.9357786759945864, 0.9307771375663857, 0.9280321924587968]"
apwg_sample_4190/2021-08/2021-08-09/2021-08-09-38698.png,International Card Services,Microsoft OneDrive,0.941616746777497,"['Microsoft OneDrive', 'grupo_bancolombia', 'grupo_bancolombia', 'Twitter, Inc', 'barclays']","[0.941616746777497, 0.9394712742188132, 0.9394712742188132, 0.9358883164137715, 0.9342693734786492]"
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-157540.png,Adobe,LinkedIn Corporation,0.9365612673926659,"['LinkedIn Corporation', 'LinkedIn Corporation', 'LinkedIn Corporation', 'LinkedIn Corporation', 'LinkedIn Corporation']","[0.9365612673926659, 0.9355545037966932, 0.9355545037966932, 0.9352549137496302, 0.9352549137496302]"
apwg_sample_4190/2021-08/2021-08-06/2021-08-06-220.png,Rabobank,RBC Royal Bank,0.9401556929518653,"['RBC Royal Bank', 'db', 'db', 'DGI (French Tax Authority)', 'Facebook']","[0.9401556929518653, 0.9357461430662457, 0.9357461430662457, 0.9351312431590866, 0.9337533212868385]"
apwg_sample_4190/2022-10/2022-10-02/2022-10-02-1242352.png,PayPal,erste,0.9429402263204057,"['erste', 'Bank of Montreal', 'Bank of Montreal', 'Bank of Montreal', '1&1 Ionos']","[0.9429402263204057, 0.9413121500695008, 0.9413121500695008, 0.9413121500695008, 0.941136637998705]"
apwg_sample_4190/2021-11/2021-11-09/2021-11-09-158632.png,eBay,,0,[],[]
apwg_sample_4190/2022-12/2022-12-02/2022-12-02-288743.png,Microsoft,CaixaBank,0.9180732349725403,"['CaixaBank', 'CaixaBank', '1&1 Ionos', 'BT Group plc', 'BT Group plc']","[0.9180732349725403, 0.9180732349725403, 0.9177636412828466, 0.9176823907445779, 0.9176823907445779]"
apwg_sample_4190/2022-01/2022-01-13/2022-01-13-6797.png,Microsoft,dkb,0.9373823964778997,"['dkb', 'Microsoft OneDrive', 'barclays', 'grupo_bancolombia', 'Bank of Montreal']","[0.9373823964778997, 0.9361541620019119, 0.9333721104183789, 0.9321116685875432, 0.9312153191637613]"
apwg_sample_4190/2021-08/2021-08-03/2021-08-03-19469.png,Microsoft,Office365,0.9467177974395092,"['Office365', 'Microsoft OneDrive', 'Microsoft OneDrive', 'Microsoft OneDrive', 'Microsoft OneDrive']","[0.9467177974395092, 0.9446804107023387, 0.9396596253242162, 0.9396565093503234, 0.9395100697287434]"
apwg_sample_4190/2022-05/2022-05-02/2022-05-02-84413.png,Microsoft,American Express,0.9453967107842045,"['American Express', 'IRS', 'American Express', 'First Investment Bank', 'PayPal']","[0.9453967107842045, 0.9422747721786349, 0.9409833103843469, 0.9391733521751746, 0.9391275633505175]"
apwg_sample_4190/2021-11/2021-11-20/2021-11-20-94571.png,PayPal,erste,0.9500616916513214,"['erste', 'Bank of Montreal', 'Bank of Montreal', 'Bank of Montreal', 'la_banque_postale']","[0.9500616916513214, 0.9451839749422615, 0.9451839749422615, 0.9451839749422615, 0.9439137255627627]"
apwg_sample_4190/2021-08/2021-08-05/2021-08-05-17572.png,PostNL,Itau Unibanco S.A,0.9275999157088903,"['Itau Unibanco S.A', 'Itau Unibanco S.A', 'Itau Unibanco S.A', 'Allegro', 'Alibaba']","[0.9275999157088903, 0.926301967702746, 0.9243277480857096, 0.9241481332472733, 0.9241472137101041]"
apwg_sample_4190/2022-07/2022-07-26/2022-07-26-116652.png,Microsoft,,0,[],[]
apwg_sample_4190/2022-07/2022-07-20/2022-07-20-114187.png,Adobe,CaixaBank,0.9339471875240768,"['CaixaBank', 'mbank', 'Microsoft OneDrive', 'CaixaBank', 'Microsoft OneDrive']","[0.9339471875240768, 0.9323243870220304, 0.9312977851086903, 0.9311005838898658, 0.9310240779531794]"
apwg_sample_4190/2021-08/2021-08-20/2021-08-20-37354.png,Piraeus Bank,fnac,0.9164034712688727,"['fnac', 'Itau Unibanco S.A', 'snapchat', 'fnac', 'Bankia']","[0.9164034712688727, 0.9119309020255504, 0.9092754837800708, 0.9092060995007696, 0.9075311788347116]"
apwg_sample_4190/2021-10/2021-10-10/2021-10-10-223267.png,Netflix,Netflix,0.9488556805342733,"['Netflix', 'blizzard', 'Netflix', 'blizzard', 'Steam']","[0.9488556805342733, 0.9411517641935534, 0.9392758074077443, 0.9365782563503451, 0.9281150059226414]"
apwg_sample_4190/2021-07/2021-07-24/2021-07-24-10347.png,DHL,Bankia,0.9286504327795926,"['Bankia', 'Bankia', 'United Services Automobile Association', 'Bankia', 'United Services Automobile Association']","[0.9286504327795926, 0.9247574527536617, 0.922447715657339, 0.9219288696009322, 0.920736887433073]"
apwg_sample_4190/2021-10/2021-10-12/2021-10-12-49004.png,Facebook,Bank of Montreal,0.9334757244252934,"['Bank of Montreal', 'Facebook', 'Facebook', 'Chase Personal Banking', 'Global Sources HK']","[0.9334757244252934, 0.9330454797919406, 0.9330454797919406, 0.9319720212737885, 0.9289396334298723]"
apwg_sample_4190/2021-08/2021-08-19/2021-08-19-21793.png,ABN AMRO Bank,snapchat,0.9160434356957545,"['snapchat', 'Dropbox', 'CaixaBank', 'Daum', 'Microsoft OneDrive']","[0.9160434356957545, 0.9095607945798705, 0.9081556282062438, 0.9069217557684942, 0.9058740885690328]"
apwg_sample_4190/2022-01/2022-01-24/2022-01-24-2593.png,Facebook,Daum,0.9408194893027798,"['Daum', 'BT Group plc', 'BT Group plc', 'BT Group plc', 'BT Group plc']","[0.9408194893027798, 0.9288853412382991, 0.9288853412382991, 0.9288853412382991, 0.9288853412382991]"
apwg_sample_4190/2023-05/2023-05-16/2023-05-16-65499.png,NTT Docomo,,0,[],[]
apwg_sample_4190/2022-11/2022-11-11/2022-11-11-45547.png,PayPal,barclays,0.9402387653703916,"['barclays', 'eBay', 'Microsoft OneDrive', 'Swisscom IT Services AG', 'SunTrust Bank']","[0.9402387653703916, 0.9348889139188873, 0.9305895095359871, 0.9297470002275575, 0.9270259640479807]"
