filename	url	phish_prediction	target_prediction	has_logo	brand_inside_targetlist	found_knowledge	knowledge_discovery_branch	runtime_breakdown(PhishIntention|Knowledge_discovery|Web_interaction)
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_3867.png	https://t9y.me/TpOr?userid=R59Ybnuz	1	PayPal	True	True	False	None	0.46214938163757324|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_3537.png	https://benendydododldldldjdjdjdjjdjdj.web.app/dhl/dhl/done.php	1	DHL Airways	True	True	False	None	0.3029940128326416|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_462.png	https://view.genial.ly/60f6e3cd8db5610d6b03742c/	1	Facebook	True	True	False	None	0.4248931407928467|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_1184.png	https://webmail.login-imaps.info/nedbank-south-africa-internet-banking	0	None	True	True	False	None	0.2883596420288086|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_18305.png	http://cpanel.king-moroco.com/nedbank-south-africa-internet-banking	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_24769.png	https://techhampton.com/Paypal/ppmj	1	PayPal	True	True	False	None	0.28917765617370605|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-07/2022-07_5140.png	https://higoldblackart.com/secure	1	Microsoft	True	True	False	None	0.31984591484069824|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_3120.png	https://view.genial.ly/60f6d1bc60cfc50dc0799065/	1	Facebook	True	True	False	None	0.40979456901550293|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-09/2021-09_30128.png	https://wiijrifejfwiqjjwj.weebly.com/	1	AOL	True	True	False	None	0.4793992042541504|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_24551.png	https://cpanel.remodelacion-construccion.com/nedbank-south-africa-internet-banking/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_19116.png	http://cpanel.com-localiser.in/nedbank-south-africa-internet-banking	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_882.png	https://view.genial.ly/60f6de8908cc870dc7c910b8/interactive-content-genially	1	Facebook	True	True	False	None	0.27765345573425293|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-11/2021-11_111796.png	https://condescending-chaplygin.23-94-50-242.plesk.page/bi/?return_url=https:/www.orange.fr/portail&amp;_authentication=e034169e4559666365667d096bf9c58af26fee28d9f190b7d343a07d770e38c7efc2566a8649f8e441f0eb7817dd314dde14c7fbe9433334ec32ff89&amp;?return_url=https:/www.orange.fr/portail&amp;_authentication=d26672b18e633daf51055459028c13585332dd9d88a34e2a7834f63b97274932a05334bc406dfbd8d358c262871556837d63fa77c839cf0531639975	0	None	True	True	False	None	0.4759175777435303|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_47661.png	https://api.prooffactor.com/v1/messages/5s3gyt3zlNMSMvxC8tn45WAjE3Qtu1qR/click?link_id=h8iRHPhIHqsIV1B6gNOSi7ea7uTyoyQO&signature=d6eb4f12d443028d07bd337b97ccd5f9231d6c63	0	None	True	False	False	failure_no_result_from_gsearch	0|0.29033803939819336|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_22961.png	https://s.bitool.co/S-7964	1	Facebook	True	True	False	None	0.2945516109466553|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_21826.png	http://verifica-ingarancio-titolare.com/	1	ING	True	True	False	None	0.2534041404724121|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_51034.png	https://assistenza-invio-xme.com/	0	None	True	False	False	failure_no_result_from_gsearch	0|0.20617461204528809|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-09/2021-09_28102.png	https://www.securelogin-unauthorised.com/Login.php	1	Lloyds TSB Group	True	True	False	None	0.2991654872894287|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-09/2021-09_30039.png	http://rollingbeagles.com/wp-content/themes/ck/c/YxbszChYOtKW3IUK67UKwHFIIly0dqVw4k4DoAtculX3RFeAoFbRESTPbNYnzfp6nRYMEg/	1	ING	True	True	False	None	0.26131176948547363|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_13304.png	http://bdfbndfbdfjh.com/	0	None	True	True	False	None	0.45447874069213867|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_1944.png	https://3km.us/1522b	1	Facebook	True	True	False	None	0.28404736518859863|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_25860.png	http://www.perezyperezltda.cl/piraeus_gr-wb/wb/?view=login&amp;amp;appidkey=fcd00c0656cc490&amp;amp;country=/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/siteassets/winbank_update_browser.html/SiteAssets/Winbank_update_browser.html/SiteAssets/Winbank_update_browser.html/SiteAssets/Winbank_update_browser.html/SiteAssets/Winbank_update_browser.html/SiteAssets/Winbank_update_browser.html/SiteAssets/Winbank_update_browser.html/SiteAssets/Winbank_update_browser.html/SiteAssets/Winbank_update_browser.html	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_28343.png	http://cf66260.tmweb.ru/my-site/	0	None	True	True	False	None	0.48793601989746094|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_41838.png	https://pedantic-murdock.5-196-220-112.plesk.page/570dd42ffb35b70/region.php?particulier	1	Credit Agricole S.A	True	True	False	None	0.48265910148620605|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-01/2022-01_8620.png	https://shudahsajtih-dhaksaywaebhenersyadf432523.duckdns.org/session/?appIdKey=40575827295676a&country=CA&view=login	0	None	True	True	False	None	0.5480387210845947|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_38465.png	https://columbusway.net/emns/MSthOffice/login.php	1	Microsoft	True	True	False	None	0.6904387474060059|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-11/2021-11_116113.png	https://daftar-indihome.com/Https/home.html	0	None	True	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-03/2022-03_19544.png	https://setwan.natunakab.go.id/mobapps/Journal/IK/of1/s40vnu13ckdz7gy9joifmlawpetbxr856qh2ufylg9awe5bvzqjdch301m2o746kinsx8rtpq6xg3wv42jphku1yc70bmnio8tas5drl9zef?data=b2Nob2FmMUBhdXRvbmF0aW9uLmNvbQ==	1	Microsoft	True	True	False	None	0.5578346252441406|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_196791.png	https://viz.hopto.org/chase/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-06/2022-06_395140.png	https://cnnvideo4k.usite.pro/	1	Facebook	True	True	False	None	0.30861520767211914|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-09/2022-09_233596.png	https://storageapi.fleek.co/97364d29-e420-4c8b-a816-970f6dbc49fb-bucket/ish-administrativemanagement-continue-accessingsupports/secured.html#*@*	1	Microsoft	True	True	False	None	0.2797107696533203|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_2258.png	https://mail.winbanksms.com/index.php	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-10/2022-10_228457.png	https://hopeful-volhard.20-3-248-177.plesk.page/dhl/148b9ac5cdb02b43113471e26cf26b23/	1	DHL Airways	True	True	False	None	0.542388916015625|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_20818.png	http://ru-1000rub-vtb.ru/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_182065.png	http://ci46878.tmweb.ru/5c610fcf665add74a878339edbc475f2/	0	None	True	True	False	None	0.47919297218322754|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-08/2022-08_388757.png	https://unasf.conflavoro.it/transit/Files	1	DHL Airways	True	True	False	None	0.49225401878356934|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-04/2022-04_459669.png	https://xbvkjfsdhsgrsgnronvdgd.weebly.com/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-08/2022-08_48302.png	https://reg-ions-co.preview-domain.com/reg/login.php?session_id=ffrABivESnUI5aLoSCvaM5eJQFp8i8DKibYR30Xt4GYXma7D545mN5oQpv5bukrMkCYxkl93lp7JJcyNFlNZ3i6FhmI69tniKJ8M	0	None	True	False	False	failure_no_result_from_gsearch	0|0.2899794578552246|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-09/2022-09_175362.png	https://caszim.co.zw/active/gmo/mail/?uid=toshikazu.furui@shimz.co.jp	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-12/2022-12_66103.png	https://customcrepcity.co.uk/Ach/webmail-portal-RD337/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-05/2022-05_208137.png	http://lechicbysheena.com/862f3982229f7c8260f6498ab977c280/393bee2da31c3327219d24c74e132723	1	Chase Personal Banking	True	True	False	None	0.33888888359069824|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-05/2022-05_77657.png	https://supp-2-jgskd.ondigitalocean.app/	0	None	True	True	False	None	0.4654045104980469|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_215281.png	http://he1d5vtssay3f9cz0k9.teamcarnage.net/bank	0	None	True	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_26676.png	http://www.cutt.ly/zQEynw2	0	None	True	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_18840.png	https://fn.tc/PbO6	0	None	True	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_38698.png	https://intern-onderhoud.web8617.cweb02.gamingweb.de/XZ22	1	International Card Services B.V	True	True	False	None	0.3005869388580322|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-11/2021-11_157540.png	https://satyasurya.net/backup/	1	Adobe	True	True	False	None	0.3298346996307373|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_220.png	https://heffingsbedrag-protocol.xyz/rabo/	0	None	True	True	False	None	0.4247872829437256|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-10/2022-10_1242352.png	http://logicpalm.com/ar/deb2a7/en/season.php?country.x=5d78ee52a6fa28bb66f1cd6fb39aeddd5d78ee52a6fa28bb66f1cd6fb39aeddd	1	PayPal	True	True	False	None	0.26160740852355957|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-11/2021-11_158632.png	http://downsp.org/ebay1/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-12/2022-12_288743.png	https://bafybeidyty7eyn3h32iajghuu54v4k22r5ejocs35krkifb5kkxdgvlbc4.ipfs.dweb.link/?filename=index.html.html	1	Microsoft	True	True	False	None	0.2686164379119873|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-01/2022-01_6797.png	http://mp18.co.uk/coewrqa/corews/	1	Microsoft	True	True	False	None	0.4681673049926758|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_19469.png	https://eertt1.xyz/dffg/anonone365/office/365.html	1	Microsoft	True	True	False	None	0.38694310188293457|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-05/2022-05_84413.png	http://comunidadefeitto.com.br/invoicees/rtytrtdre5vh1bjup6afxevx.php?secure&share=aa0ddi16514496661ed242a06bc8c7af39fa8bf25ec787071ed242a06bc8c7af39fa8bf25ec787071ed242a06bc8c7af39fa8bf25ec787071ed242a06bc8c7af39fa8bf25ec787071ed242a06bc8c7af39fa8bf25ec78707	1	Microsoft	True	True	False	None	0.46553635597229004|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-11/2021-11_94571.png	https://paypal-intl-service-security.enaoioqi.com/restore/dashboard/add_card	1	PayPal	True	True	False	None	0.29056787490844727|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_17572.png	https://heffingrestant-protocol.xyz/home/sorteercentrum/postnl/postNL-3S92869038192.php	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-07/2022-07_116652.png	https://phracandheating.com/cvc/Inv/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-07/2022-07_114187.png	https://assromontstrv.buzz/obey/adobe2020/index.php	1	Adobe	True	True	False	None	0.3199295997619629|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_37354.png	https://information-winbankgr.com/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_223267.png	https://vps73110.inmotionhosting.com/~n1100e5/images/pdf/NETFLIX/app/login	1	Netflix	True	True	False	None	0.5902528762817383|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_10347.png	http://glamur.co.il/DHL/DHLCN/u.php	0	None	True	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_49004.png	http://inspirememory.com/view-signin.php?facebook_com/marketplace/item/637408093=	1	Facebook	True	True	False	None	0.3020601272583008|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-08/2021-08_21793.png	https://login-digid.interesting-johnson.188-166-110-128.plesk.page/abn	0	None	True	False	False	failure_no_result_from_gsearch	0|0.27036166191101074|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-01/2022-01_2593.png	https://cutt.ly/XI0VYg7	0	None	True	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2023-05/2023-05_65499.png	https://docomo-bakuage-selection.com/status/	0	None	False	False	False	None	0|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-11/2022-11_45547.png	https://www.tcct.be/Konto-PayPals/signin/f8e970dMaf4C7eAf99N8d40AeM3cca3/login.php	1	PayPal	True	True	False	None	0.29804468154907227|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_146094.png	http://mydhl.express.dhl-express-au.improset.fr/my-shopping-cart.php?client=ne8vlyghmipcwju31rx62atdk9q74f0bzos5	1	DHL Airways	True	True	False	None	0.44469714164733887|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-07/2021-07_18510.png	https://123loginservices.weebly.com/	1	AT&T	True	True	False	None	0.4355134963989258|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-11/2021-11_156594.png	https://login-live-com.office365.apps.maxsolutions.com.au/login.srf?lc=1033	1	Microsoft	True	True	False	None	0.3054234981536865|0|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2022-05/2022-05_21475.png	https://www.eticaretkurulum.com/rmip.aanb/login.jsp.php?session_id=x4MOrdbq1ZxTnZarSEXCsFPPeeVn9kH0Utxip3hZA2jQEWLsIt2Cyys8EYqigEzWU8a6Pqd9V7cY8FWq	0	None	True	False	False	failure_no_result_from_gsearch	0|0.35550403594970703|0|0
/dataset/fujiao/33_APWG_2160933_dataset/desktop_2160933_screenshot/2021-10/2021-10_33580.png	http://owiagbn.wmsistseg.com.br/	1	Rackspace	True	True	False	None	0.28519129753112793|0|0|0
